Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,8915.0,9074.0,9478.0,9821.0,9093.0,9093.0
Total Revenues,8915.0,9074.0,9478.0,9821.0,9093.0,9093.0
Depreciation & Amortization,756.0,596.0,421.0,373.0,435.0,435.0
Other Operating Expenses,6483.0,6799.0,7108.0,7303.0,6540.0,6540.0
Total Operating Expenses,8319.0,8253.0,8339.0,8510.0,7899.0,7899.0
Operating Income,596.0,821.0,1139.0,1311.0,1194.0,1194.0
"Interest Expense, Total",(583.0),(557.0),(483.0),(413.0),(401.0),(401.0)
Net Interest Expenses,(583.0),(557.0),(483.0),(413.0),(401.0),(401.0)
Other Non-Operating Inc. (Exp.),47.0,51.0,18.0,66.0,67.0,67.0
"EBT, Excl. Unusual Items",42.0,301.0,683.0,966.0,877.0,877.0
Impairment of Goodwill,(337.0),(90.0),,,,
Gain (Loss) on Sale of Assets,(97.0),16.0,32.0,7.0,3.0,3.0
Other Unusual Items,(142.0),(49.0),(44.0),(51.0),(9.0),(9.0)
"EBT, Incl. Unusual Items",(931.0),"(1,389.0)",467.0,786.0,761.0,761.0
Income Tax Expense,25.0,(44.0),7.0,"(3,334.0)",251.0,251.0
Earnings From Continuing Operations,(956.0),"(1,345.0)",460.0,4120.0,510.0,510.0
Earnings Of Discontinued Operations,65.0,(992.0),(192.0),321.0,,
Net Income to Company,(891.0),"(2,337.0)",268.0,4441.0,510.0,510.0
Minority Interest,117.0,184.0,,(3.0),,
Net Income,(774.0),"(2,153.0)",268.0,4438.0,510.0,510.0
Pref. Dividends and Other Adj.,(73.0),,,,,
NI to Common Incl Extra Items,(701.0),"(2,153.0)",268.0,4438.0,510.0,510.0
NI to Common Excl. Extra Items,(766.0),"(1,161.0)",460.0,4117.0,510.0,510.0
Revenue Per Share,$28.21,$28.62,$31.18,$37.48,$37.11,$37.11
Basic EPS,($2.22),($6.79),$0.88,$16.94,$2.08,$2.08
Basic EPS - Continuing Ops,($2.42),($3.66),$1.51,$15.71,$2.08,$2.08
Basic Weighted Average Shares Outst.,316.0,317.0,304.0,262.0,245.0,245.0
Diluted EPS,($2.22),($6.79),$0.87,$16.81,$2.07,$2.07
Diluted EPS - Continuing Ops,($2.42),($3.66),$1.49,$15.59,$2.07,$2.07
Diluted Weighted Average Shares Outst.,316.0,317.0,308.0,264.0,246.0,246.0
Normalized Basic EPS,$0.45,$1.17,$1.40,$2.29,$2.24,$2.24
Normalized Diluted EPS,$0.45,$1.17,$1.39,$2.28,$2.23,$2.23
Dividend Per Share,$0.12,$0.12,$0.12,$0.39,$1.23,$1.23
Payout Ratio,NM,NM,13.81%,0.72%,57.84%,57.84%
EBITDA,1485.0,1566.0,1717.0,1859.0,1798.0,1798.0
EBITA,664.0,1031.0,1310.0,1513.0,1443.0,1443.0
EBIT,596.0,821.0,1139.0,1311.0,1194.0,1194.0
EBITDAR,1570.0,1635.0,,1960.0,1890.0,1890.0
Effective Tax Rate,NM,NM,1.5%,NM,33.0%,33.0%
Normalized Net Income,143.3,372.1,426.9,600.8,548.1,548.1
Interest Capitalized,29.0,20.0,7.0,3.0,2.0,2.0
