Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,12075.0,12033.0,12337.0,12574.0,12246.0,12246.0
Total Revenues,12075.0,12033.0,12337.0,12574.0,12246.0,12246.0
Fuel & Purchased Power,2611.0,1817.0,1907.0,1753.0,1756.0,1756.0
Operations And Maintenance,3064.0,3139.0,3152.0,3175.0,2800.0,2800.0
Depreciation & Amortization,1216.0,1341.0,1438.0,1684.0,1920.0,1920.0
Other Operating Expenses,2713.0,3126.0,3477.0,3367.0,3305.0,3305.0
Total Operating Expenses,9604.0,9423.0,9974.0,9979.0,9781.0,9781.0
Operating Income,2471.0,2610.0,2363.0,2595.0,2465.0,2465.0
"Interest Expense, Total",(702.0),(737.0),(829.0),"(1,004.0)","(1,033.0)","(1,033.0)"
Interest and Investment Income,75.0,111.0,119.0,96.0,,
Net Interest Expenses,(627.0),(626.0),(710.0),(908.0),"(1,033.0)","(1,033.0)"
Allow. For Equity Funds Used For Const.,10.0,11.0,12.0,14.0,17.0,17.0
Allow. For Borrowed Funds Used For Const.,6.0,8.0,10.0,13.0,14.0,14.0
Other Non-Operating Inc. (Exp.),(6.0),(7.0),(23.0),22.0,(1.0),(1.0)
"EBT, Excl. Unusual Items",1854.0,1996.0,1652.0,1736.0,1462.0,1462.0
Impairment of Goodwill,(15.0),,,,,
Gain (Loss) on Sale of Assets,104.0,1.0,,,,
Other Unusual Items,,,131.0,,(14.0),(14.0)
"EBT, Incl. Unusual Items",1943.0,1997.0,1783.0,1736.0,1234.0,1234.0
Income Tax Expense,698.0,472.0,401.0,296.0,90.0,90.0
Earnings From Continuing Operations,1245.0,1525.0,1382.0,1440.0,1144.0,1144.0
Net Income to Company,1245.0,1525.0,1382.0,1440.0,1144.0,1144.0
Minority Interest,,,,(97.0),(43.0),(43.0)
Net Income,1245.0,1525.0,1382.0,1343.0,1101.0,1101.0
NI to Common Incl Extra Items,1245.0,1525.0,1382.0,1343.0,1101.0,1101.0
NI to Common Excl. Extra Items,1245.0,1525.0,1382.0,1343.0,1101.0,1101.0
Revenue Per Share,$40.20,$39.18,$39.58,$38.28,$36.58,$36.58
Basic EPS,$4.14,$4.97,$4.43,$4.09,$3.29,$3.29
Basic EPS - Continuing Ops,$4.14,$4.97,$4.43,$4.09,$3.29,$3.29
Basic Weighted Average Shares Outst.,300.4,307.1,311.7,328.5,334.8,334.8
Diluted EPS,$4.12,$4.94,$4.42,$4.08,$3.28,$3.28
Diluted EPS - Continuing Ops,$4.12,$4.94,$4.42,$4.08,$3.28,$3.28
Diluted Weighted Average Shares Outst.,301.9,308.8,312.9,329.5,335.7,335.7
Normalized Basic EPS,$3.86,$4.06,$3.31,$3.01,$2.60,$2.60
Normalized Diluted EPS,$3.84,$4.04,$3.30,$3.00,$2.59,$2.59
Dividend Per Share,$2.68,$2.76,$2.86,$2.96,$3.06,$3.06
Payout Ratio,61.29%,52.66%,60.93%,68.80%,88.56%,88.56%
EBITDA,3687.0,3951.0,3801.0,4279.0,4385.0,4385.0
EBITA,2473.0,2619.0,2377.0,2694.0,2567.0,2567.0
EBIT,2471.0,2610.0,2363.0,2595.0,2465.0,2465.0
EBITDAR,,,,4362.0,4470.0,4470.0
Effective Tax Rate,35.9%,23.6%,22.5%,17.1%,7.3%,7.3%
Normalized Net Income,1158.8,1247.5,1032.5,988.0,870.8,870.8
Interest Capitalized,6.0,8.0,10.0,13.0,14.0,14.0
Interest on Long-Term Debt,678.0,726.0,780.0,888.0,915.0,915.0
