Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2.91%,1.82%,(3.16%),(19.28%),0.00%
Other Revenues,8.39%,8.14%,2.01%,(8.62%),0.00%
Total Revenues,3.28%,2.27%,(2.77%),(18.45%),0.00%
Cost Of Revenues,3.92%,3.77%,(1.70%),(15.38%),0.00%
Gross Profit,(1.83%),(10.41%),(13.21%),(52.45%),0.00%
Selling General & Admin Expenses,(20.33%),(1.82%),4.47%,(15.56%),0.00%
Total Operating Expenses,(20.33%),(1.82%),4.47%,(15.56%),0.00%
Operating Income,51.18%,(23.38%),(47.41%),,0.00%
Interest Expense,(25.13%),(3.19%),-14.58%,(57.39%),0.00%
Interest And Investment Income,57.34%,45.48%,0.80%,(28.83%),0.00%
Net Interest Expenses,(15.55%),-13.93%,-25.10%,(136.81%),0.00%
Currency Exchange Gains (Loss),,,(68.10%),,0.00%
Other Non Operating Income (Expenses),2.37%,(63.49%),3.17%,52.97%,0.00%
"EBT, Excl. Unusual Items",18.41%,(37.01%),(47.85%),,0.00%
"EBT, Incl. Unusual Items",20.27%,(46.75%),,(74.38%),0.00%
Income Tax Expense,(81.59%),61.69%,,,0.00%
Earnings From Continuing Operations,68.63%,(52.37%),(97.73%),,0.00%
Net Income to Company,68.63%,(52.37%),(97.73%),,0.00%
Minority Interest,(136.36%),-30.77%,(105.56%),-91.89%,0.00%
Net Income,68.47%,(52.44%),(98.72%),,0.00%
NI to Common Incl Extra Items,68.47%,(52.44%),(98.72%),,0.00%
NI to Common Excl. Extra Items,68.47%,(52.44%),(98.72%),,0.00%
Revenue Per Share,3.22%,2.30%,(2.73%),(18.47%),0.00%
Basic EPS,67.66%,(52.31%),(98.73%),,0.00%
Basic EPS - Continuing Ops,67.66%,(52.31%),(98.73%),,0.00%
Basic Weighted Average Shares Outst.,0.05%,(0.03%),(0.05%),0.03%,0.00%
Diluted EPS,67.83%,(52.33%),(98.91%),,0.00%
Diluted EPS - Continuing Ops,67.83%,(52.33%),(98.91%),,0.00%
Diluted Weighted Average Shares Outst.,(0.03%),0.00%,0.15%,(0.77%),0.00%
Normalized Basic EPS,17.69%,(37.15%),(48.99%),,0.00%
Normalized Diluted EPS,18.13%,(37.03%),(48.75%),,0.00%
Dividend Per Share,0.00%,0.00%,0.00%,(75.00%),0.00%
Payout Ratio,(40.63%),138.54%,"6,809.04%",,0.00%
EBITDA,15.96%,(11.21%),(17.22%),(56.88%),0.00%
EBITA,51.18%,(23.38%),(47.41%),,0.00%
EBIT,51.18%,(23.38%),(47.41%),,0.00%
EBITDAR,,,,(54.40%),
Effective Tax Rate,(84.69%),203.44%,656.18%,,0.00%
Normalized Net Income,18.10%,(37.04%),(48.73%),,0.00%
Interest on Long-Term Debt,,,,150.00%,
R&D Expense From Footnotes,9.59%,2.50%,(9.76%),(4.05%),0.00%
Foreign Earnings,,(32.93%),(9.15%),(66.85%),
Foreign Sales,7.82%,(0.22%),(8.95%),(21.97%),
