Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6309.0,6572.0,6515.0,6498.0,6290.0,6290.0
Total Revenues,6309.0,6572.0,6515.0,6498.0,6290.0,6290.0
Cost Of Revenues,2607.0,2765.0,2805.0,2822.0,2760.0,2760.0
Gross Profit,3702.0,3807.0,3710.0,3676.0,3530.0,3530.0
Selling General & Admin Expenses,1877.0,1862.0,1951.0,2089.0,1877.0,1877.0
Depreciation & Amortization,603.0,640.0,675.0,756.0,864.0,864.0
Total Operating Expenses,2480.0,2502.0,2626.0,2845.0,2741.0,2741.0
Operating Income,1222.0,1305.0,1084.0,831.0,789.0,789.0
Interest Expense,(333.0),(374.0),(394.0),(397.0),(371.0),(371.0)
Interest And Investment Income,4.0,4.0,8.0,6.0,2.0,2.0
Net Interest Expenses,(329.0),(370.0),(386.0),(391.0),(369.0),(369.0)
Currency Exchange Gains (Loss),(6.0),(10.0),(16.0),(10.0),(9.0),(9.0)
Other Non Operating Income (Expenses),24.0,(17.0),(12.0),(9.0),(5.0),(5.0)
"EBT, Excl. Unusual Items",911.0,908.0,670.0,421.0,406.0,406.0
"EBT, Incl. Unusual Items",816.0,828.0,(882.0),(663.0),74.0,74.0
Income Tax Expense,309.0,388.0,(182.0),(260.0),67.0,67.0
Earnings From Continuing Operations,507.0,440.0,(700.0),(403.0),7.0,7.0
Net Income to Company,507.0,440.0,(700.0),(403.0),7.0,7.0
Minority Interest,(5.0),(11.0),(12.0),(12.0),(13.0),(13.0)
Net Income,502.0,429.0,(712.0),(415.0),(6.0),(6.0)
NI to Common Incl Extra Items,502.0,429.0,(712.0),(415.0),(6.0),(6.0)
NI to Common Excl. Extra Items,502.0,429.0,(712.0),(415.0),(6.0),(6.0)
Revenue Per Share,$17.58,$18.42,$18.32,$18.27,$17.63,$17.63
Basic EPS,$1.40,$1.20,($2.00),($1.17),($0.02),($0.02)
Basic EPS - Continuing Ops,$1.40,$1.20,($2.00),($1.17),($0.02),($0.02)
Basic Weighted Average Shares Outst.,358.8,356.7,355.6,355.7,356.9,356.9
Diluted EPS,$1.39,$1.20,($2.00),($1.17),($0.02),($0.02)
Diluted EPS - Continuing Ops,$1.39,$1.20,($2.00),($1.17),($0.02),($0.02)
Diluted Weighted Average Shares Outst.,362.2,358.1,355.6,355.7,356.9,356.9
Normalized Basic EPS,$1.57,$1.56,$1.14,$0.71,$0.67,$0.67
Normalized Diluted EPS,$1.56,$1.55,$1.14,$0.71,$0.67,$0.67
Dividend Per Share,$1.21,$1.33,$1.39,$1.11,$0.24,$0.24
Payout Ratio,86.45%,110.49%,NM,NM,NM,NM
EBITDA,1593.0,1695.0,1476.0,1203.0,1145.0,1145.0
EBITA,1415.0,1509.0,1291.0,1027.0,975.0,975.0
EBIT,1222.0,1305.0,1084.0,831.0,789.0,789.0
EBITDAR,1664.0,1785.0,1566.0,1328.0,1270.0,1270.0
Effective Tax Rate,37.9%,46.9%,NM,NM,90.5%,90.5%
Normalized Net Income,564.4,556.5,406.8,251.1,240.8,240.8
Interest on Long-Term Debt,,,,9.0,8.0,8.0
Foreign Earnings,400.0,471.0,(506.0),(178.0),275.0,275.0
Foreign Sales,2683.0,2842.0,2818.0,2774.0,2612.0,2612.0
