Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1746.8,2010.3,2412.1,3196.4,3886.5,3886.5
Tenant Reimbursements,355.9,440.2,624.6,,,
Other Revenue,17.1,25.5,33.0,8.1,(57.6),(57.6)
Total Revenues,2159.3,2483.4,3079.5,3217.3,3846.0,3846.0
Property Expenses,772.2,894.6,1098.0,1192.8,1514.1,1514.1
Selling General & Admin Exp.,152.7,211.5,236.6,286.4,427.4,427.4
Depreciation & Amortization,693.2,792.4,1114.0,1088.5,1290.4,1290.4
Other Operating Expenses,0.2,3.1,2.8,14.1,1.1,1.1
Total Operating Expenses,1618.3,1901.6,2451.4,2581.8,3232.9,3232.9
Operating Income,541.0,581.9,628.1,635.6,613.0,613.0
Total Interest Expense,(236.5),(258.6),(321.5),(353.1),(333.0),(333.0)
Interest and Investment Income,,3.7,1.9,19.5,19.6,19.6
Net Interest Expenses,(236.5),(255.0),(319.7),(333.5),(313.4),(313.4)
Other Non Operating Income,(4.6),,,,,
"EBT, Excl. Unusual Items",300.0,326.9,308.4,302.0,299.7,299.7
Gain (Loss) on Sale of Assets,169.9,40.4,80.0,335.1,316.9,316.9
Asset Writedown,(6.1),(29.0),,(5.4),(6.5),(6.5)
Other Unusual Items,(1.0),2.0,(1.6),(39.2),(103.2),(103.2)
"EBT, Incl. Unusual Items",442.2,264.2,343.2,611.2,400.8,400.8
Income Tax Expense,10.4,7.9,2.1,12.0,38.0,38.0
Earnings From Continuing Operations,431.9,256.3,341.1,599.2,362.7,362.7
Net Income to Company,431.9,256.3,341.1,599.2,362.7,362.7
Minority Interest,(5.7),(8.0),(9.9),(19.5),(6.3),(6.3)
Net Income,426.2,248.3,331.2,579.8,356.4,356.4
Pref. Dividends and Other Adj.,94.1,75.1,81.3,86.8,93.1,93.1
NI to Common Incl Extra Items,332.1,173.1,249.9,493.0,263.3,263.3
NI to Common Excl. Extra Items,332.1,173.1,249.9,493.0,263.3,263.3
Revenue Per Share,$14.40,$14.27,$14.95,$15.44,$14.79,$14.79
Basic EPS,$2.21,$0.99,$1.21,$2.37,$1.01,$1.01
Basic EPS - Continuing Ops,$2.21,$0.99,$1.21,$2.37,$1.01,$1.01
Basic Weighted Average Shares Outst.,150.0,174.1,206.0,208.3,260.1,260.1
Diluted EPS,$2.20,$0.99,$1.21,$2.35,$1.00,$1.00
Diluted EPS - Continuing Ops,$2.20,$0.99,$1.21,$2.35,$1.00,$1.00
Diluted Weighted Average Shares Outst.,150.7,174.9,206.7,209.5,262.5,262.5
Normalized Basic EPS,$1.21,$1.13,$0.89,$0.81,$0.70,$0.70
Normalized Diluted EPS,$1.21,$1.12,$0.88,$0.81,$0.69,$0.69
Dividend Per Share,$3.52,$3.72,$4.04,$4.32,$4.48,$4.48
Payout Ratio,142.05%,288.09%,280.99%,171.93%,347.73%,347.73%
FFO,867.7,1011.3,1368.6,1453.8,1382.0,1382.0
FFO Payout Ratio %,60.12%,63.92%,62.07%,63.41%,84.14%,84.14%
AFFO,867.7,1011.3,1368.6,1453.8,1382.0,1382.0
Funds Available for Distribution,867.7,1011.3,1368.6,1453.8,1382.0,1382.0
FFO Per Share (Basic),$5.69,$5.68,$6.39,$6.69,$5.16,$5.16
FFO Shares (Basic),152.4,178.1,214.3,217.3,268.1,268.1
FFO Per Share (Diluted),$5.67,$5.65,$6.37,$6.66,$5.11,$5.11
FFO Shares (Diluted),153.1,178.9,215.0,218.4,270.5,270.5
Adjusted FFO Per Share (Basic),$5.69,$5.68,$6.39,$6.69,$5.16,$5.16
Adjusted FFO Per Share (Diluted),$5.67,$5.65,$6.37,$6.66,$5.11,$5.11
EBITDA,1182.1,1376.0,1768.6,1741.1,1916.1,1916.1
EBITA,663.3,781.0,998.3,931.7,905.6,905.6
EBIT,541.0,581.9,628.1,635.6,613.0,613.0
EBITDAR,1265.7,1426.1,1841.5,1907.4,2121.5,2121.5
Effective Tax Rate,2.3%,3.0%,0.6%,2.0%,9.5%,9.5%
Normalized Net Income,181.8,196.3,182.9,169.3,181.0,181.0
Interest Capitalized,16.3,21.7,34.7,40.2,47.3,47.3
Interest on Long-Term Debt,252.8,280.3,,46.2,54.4,54.4
Foreign Sales,442.9,515.2,600.0,600.0,1300.0,1300.0
