Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,7.95%,(5.01%),6.35%,(7.14%),0.00%
Other Revenue,(0.87%),11.16%,4.68%,2.99%,0.00%
Total Revenues,3.50%,3.76%,4.26%,(1.53%),0.00%
Property Expenses,3.08%,13.78%,7.05%,7.14%,0.00%
Selling General & Admin Exp.,6.79%,7.74%,8.73%,(18.00%),0.00%
Depreciation & Amortization,(1.22%),3.57%,13.70%,6.13%,0.00%
Total Operating Expenses,1.70%,9.84%,9.36%,6.27%,0.00%
Operating Income,8.02%,(10.68%),(10.61%),(29.38%),0.00%
Total Interest Expense,(6.78%),-1.27%,(2.07%),(3.96%),0.00%
Interest and Investment Income,588.81%,108.68%,(12.77%),(30.73%),0.00%
Net Interest Expenses,(5.56%),-2.77%,(2.51%),(4.82%),0.00%
Other Non Operating Income,-20.69%,-37.66%,(195.63%),,0.00%
"EBT, Excl. Unusual Items",10.31%,(16.15%),(23.75%),(65.23%),0.00%
Gain (Loss) on Sale of Assets,630.40%,(93.55%),(43.73%),907.68%,0.00%
Other Unusual Items,(344.58%),(814.11%),-62.90%,-71.37%,0.00%
"EBT, Incl. Unusual Items",109.55%,(71.11%),1.85%,(10.01%),0.00%
Income Tax Expense,(90.79%),-33.19%,(40.94%),(71.43%),0.00%
Earnings From Continuing Operations,108.64%,(69.44%),5.60%,0.43%,0.00%
Earnings Of Discontinued Operations,-88.07%,-90.91%,,,
Net Income to Company,108.92%,(69.44%),5.61%,0.43%,0.00%
Minority Interest,(105.49%),(40.33%),-3.58%,-67.58%,0.00%
Net Income,108.93%,(69.81%),5.75%,1.42%,0.00%
NI to Common Incl Extra Items,108.93%,(69.81%),5.75%,1.42%,0.00%
NI to Common Excl. Extra Items,108.66%,(69.82%),5.75%,1.42%,0.00%
Revenue Per Share,0.40%,3.49%,1.49%,(3.52%),0.00%
Basic EPS,103.06%,(69.91%),2.89%,(0.32%),0.00%
Basic EPS - Continuing Ops,102.00%,(69.91%),2.89%,(0.32%),0.00%
Basic Weighted Average Shares Outst.,3.08%,0.26%,2.73%,2.02%,0.00%
Diluted EPS,102.14%,(69.84%),2.63%,0.00%,0.00%
Diluted EPS - Continuing Ops,102.16%,(69.84%),2.63%,0.00%,0.00%
Diluted Weighted Average Shares Outst.,2.92%,0.20%,2.95%,1.79%,0.00%
Normalized Basic EPS,6.53%,(16.70%),(25.79%),(66.09%),0.00%
Normalized Diluted EPS,6.65%,(17.41%),(26.57%),(65.85%),0.00%
Dividend Per Share,4.88%,1.36%,0.32%,(32.41%),0.00%
Payout Ratio,(61.37%),351.34%,(2.87%),(20.89%),0.00%
FFO,5.02%,(13.53%),9.78%,(11.61%),0.00%
FFO Payout Ratio %,(23.14%),57.58%,(6.43%),(9.23%),0.00%
AFFO,5.02%,(13.53%),9.78%,(11.61%),
Funds Available for Distribution,5.02%,(13.53%),9.78%,(11.61%),
EBITDA,4.11%,(4.46%),(2.83%),(13.51%),0.00%
EBITA,8.12%,(11.92%),(8.51%),(33.57%),0.00%
EBIT,8.02%,(10.68%),(10.61%),(29.38%),0.00%
EBITDAR,,,,(13.29%),
Effective Tax Rate,,,,,0.00%
Normalized Net Income,9.69%,(16.85%),(24.17%),(65.17%),0.00%
Interest Capitalized,,,,6.67%,
Foreign Sales,5.62%,3.99%,33.26%,40.62%,
