Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,0.33%,0.75%,(0.19%),3.74%,0.25%
Total Revenues,0.33%,0.75%,(0.19%),3.74%,0.25%
Cost Of Revenues,1.48%,4.99%,(2.83%),0.30%,(0.42%)
Gross Profit,(1.64%),(6.82%),5.10%,10.14%,1.46%
Selling General & Admin Expenses,(2.19%),(3.37%),1.52%,9.78%,4.84%
Other Operating Expense/(Income),,,-94.87%,(200.00%),
Total Operating Expenses,(0.75%),(5.73%),2.73%,9.67%,3.86%
Operating Income,(2.52%),(7.91%),7.53%,10.60%,(0.84%)
Interest Expense,-0.31%,-17.30%,-0.76%,-3.45%,-1.17%
Interest And Investment Income,(9.09%),0.00%,10.00%,(27.27%),(30.00%)
Net Interest Expenses,0.00%,-17.86%,-1.19%,-2.40%,0.00%
Currency Exchange Gains (Loss),,,-67.31%,,
Other Non Operating Income (Expenses),,,,(550.00%),(300.00%)
"EBT, Excl. Unusual Items",(1.45%),(5.35%),5.28%,13.35%,0.63%
"EBT, Incl. Unusual Items",(1.46%),(38.09%),44.73%,10.78%,(3.13%)
Income Tax Expense,(15.84%),(39.30%),22.29%,17.36%,(0.63%)
Earnings From Continuing Operations,4.51%,(37.69%),52.04%,9.06%,(3.78%)
Net Income to Company,4.51%,(37.69%),52.04%,9.06%,(3.78%)
Minority Interest,-22.64%,-14.63%,(14.29%),(10.00%),-9.30%
Net Income,5.17%,(38.10%),52.98%,9.04%,(3.68%)
NI to Common Incl Extra Items,5.17%,(38.10%),52.98%,9.04%,(3.68%)
NI to Common Excl. Extra Items,5.17%,(38.10%),52.98%,9.04%,(3.68%)
Revenue Per Share,1.98%,2.37%,1.08%,4.62%,1.13%
Basic EPS,6.84%,(37.09%),55.00%,9.93%,(2.84%)
Basic EPS - Continuing Ops,6.84%,(37.09%),55.00%,9.93%,(2.84%)
Basic Weighted Average Shares Outst.,(1.61%),(1.58%),(1.26%),(0.84%),(0.87%)
Diluted EPS,6.84%,(37.03%),54.84%,10.10%,(2.65%)
Diluted EPS - Continuing Ops,6.84%,(37.03%),54.84%,10.10%,(2.65%)
Diluted Weighted Average Shares Outst.,(1.60%),(1.77%),(1.14%),(0.90%),(1.10%)
Normalized Basic EPS,0.69%,(3.68%),6.48%,14.33%,1.73%
Normalized Diluted EPS,0.79%,(3.41%),6.27%,14.55%,1.97%
Dividend Per Share,5.43%,3.09%,3.00%,3.88%,4.57%
Payout Ratio,(1.44%),64.76%,(33.60%),(5.50%),6.24%
EBITDA,(1.62%),(6.83%),5.35%,9.27%,(0.29%)
EBITA,(2.52%),(7.91%),7.53%,10.60%,(0.84%)
EBIT,(2.52%),(7.91%),7.53%,10.60%,(0.84%)
EBITDAR,(1.29%),(6.41%),5.65%,10.09%,
Effective Tax Rate,(14.57%),(1.94%),(15.49%),5.95%,2.57%
Normalized Net Income,(0.87%),(5.15%),5.11%,13.42%,0.84%
R&D Expense From Footnotes,(5.21%),2.59%,(10.41%),(2.82%),(2.82%)
Foreign Earnings,,,,9.59%,
Foreign Sales,,,,3.72%,
