Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,59387.0,62761.0,70848.0,71965.0,77867.0,77712.0
Total Revenues,59387.0,62761.0,70848.0,71965.0,77867.0,77712.0
Cost Of Revenues,22767.0,23663.0,27111.0,29825.0,34255.0,35262.0
Gross Profit,36620.0,39098.0,43737.0,42140.0,43612.0,42450.0
Selling General & Admin Expenses,8636.0,7452.0,6950.0,6350.0,6180.0,5967.0
R&D Expenses,12685.0,13035.0,13543.0,13362.0,13556.0,13904.0
Total Operating Expenses,21615.0,20664.0,20493.0,19712.0,19736.0,19871.0
Operating Income,15005.0,18434.0,23244.0,22428.0,23876.0,22579.0
Interest Expense,(733.0),(646.0),(468.0),(489.0),(629.0),(684.0)
Interest And Investment Income,222.0,441.0,438.0,483.0,272.0,216.0
Net Interest Expenses,(511.0),(205.0),(30.0),(6.0),(357.0),(468.0)
Currency Exchange Gains (Loss),392.0,(547.0),372.0,204.0,(572.0),(492.0)
Other Non Operating Income (Expenses),(325.0),16.0,(713.0),(248.0),504.0,583.0
"EBT, Excl. Unusual Items",14561.0,17698.0,22873.0,22378.0,23451.0,22202.0
"EBT, Incl. Unusual Items",12936.0,20352.0,23317.0,24058.0,25078.0,22370.0
Income Tax Expense,2620.0,10751.0,2264.0,3010.0,4179.0,3771.0
Earnings From Continuing Operations,10316.0,9601.0,21053.0,21048.0,20899.0,18599.0
Net Income to Company,10316.0,9601.0,21053.0,21048.0,20899.0,18599.0
Net Income,10316.0,9601.0,21053.0,21048.0,20899.0,18599.0
NI to Common Incl Extra Items,10316.0,9601.0,21053.0,21048.0,20899.0,18599.0
NI to Common Excl. Extra Items,10316.0,9601.0,21053.0,21048.0,20899.0,18599.0
Revenue Per Share,$12.56,$13.35,$15.36,$16.29,$18.54,$18.74
Basic EPS,$2.18,$2.04,$4.57,$4.77,$4.98,$4.49
Basic EPS - Continuing Ops,$2.18,$2.04,$4.57,$4.77,$4.98,$4.49
Basic Weighted Average Shares Outst.,4730.0,4701.0,4611.0,4417.0,4199.0,4146.5
Diluted EPS,$2.12,$1.99,$4.48,$4.71,$4.94,$4.46
Diluted EPS - Continuing Ops,$2.12,$1.99,$4.48,$4.71,$4.94,$4.46
Diluted Weighted Average Shares Outst.,4875.0,4835.0,4701.0,4473.0,4232.0,4178.0
Normalized Basic EPS,$1.92,$2.35,$3.10,$3.17,$3.49,$3.35
Normalized Diluted EPS,$1.87,$2.29,$3.04,$3.13,$3.46,$3.32
Dividend Per Share,$1.04,$1.08,$1.20,$1.26,$1.32,$1.34
Payout Ratio,47.74%,52.83%,26.32%,26.49%,26.64%,29.95%
EBITDA,22795.0,26563.0,32329.0,33254.0,36115.0,34670.0
EBITA,16529.0,19811.0,24809.0,24050.0,25633.0,24357.0
EBIT,15005.0,18434.0,23244.0,22428.0,23876.0,22579.0
EBITDAR,23077.0,26827.0,32560.0,33439.0,36531.0,
Effective Tax Rate,20.3%,52.8%,9.7%,12.5%,16.7%,16.9%
Normalized Net Income,9100.6,11061.3,14295.6,13986.3,14656.9,13876.3
Interest Capitalized,135.0,313.0,496.0,472.0,338.0,
Interest on Long-Term Debt,,,964.0,961.0,967.0,
R&D Expense From Footnotes,13622.0,13947.0,14648.0,14486.0,14767.0,15115.0
Foreign Sales,46430.0,50218.0,56545.0,56348.0,61294.0,
