Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,19747.0,20404.0,21609.0,21390.0,17858.0,17858.0
Total Revenues,19747.0,20404.0,21609.0,21390.0,17858.0,17858.0
Cost Of Revenues,13392.0,13756.0,14511.0,14338.0,12408.0,12408.0
Gross Profit,6355.0,6648.0,7098.0,7052.0,5450.0,5450.0
Selling General & Admin Expenses,3521.0,3560.0,3542.0,3589.0,3113.0,3113.0
R&D Expenses,587.0,584.0,584.0,606.0,551.0,551.0
Total Operating Expenses,4108.0,4144.0,4126.0,4195.0,3664.0,3664.0
Operating Income,2247.0,2504.0,2972.0,2857.0,1786.0,1786.0
Interest Expense,(233.0),(246.0),(258.0),(272.0),(221.0),(221.0)
Net Interest Expenses,(233.0),(246.0),(258.0),(272.0),(221.0),(221.0)
Currency Exchange Gains (Loss),,,,73.0,72.0,72.0
Other Non Operating Income (Expenses),108.0,37.0,(15.0),(1.0),(112.0),(112.0)
"EBT, Excl. Unusual Items",2122.0,2295.0,2699.0,2657.0,1525.0,1525.0
"EBT, Incl. Unusual Items",2118.0,3368.0,2424.0,2591.0,1746.0,1746.0
Income Tax Expense,199.0,382.0,278.0,378.0,331.0,331.0
Earnings From Continuing Operations,1919.0,2986.0,2146.0,2213.0,1415.0,1415.0
Net Income to Company,1919.0,2986.0,2146.0,2213.0,1415.0,1415.0
Minority Interest,(3.0),(1.0),(1.0),(2.0),(5.0),(5.0)
Net Income,1916.0,2985.0,2145.0,2211.0,1410.0,1410.0
NI to Common Incl Extra Items,1916.0,2985.0,2145.0,2211.0,1410.0,1410.0
NI to Common Excl. Extra Items,1916.0,2985.0,2145.0,2211.0,1410.0,1410.0
Revenue Per Share,$43.40,$45.90,$49.76,$51.05,$44.40,$44.40
Basic EPS,$4.21,$6.72,$4.94,$5.28,$3.51,$3.51
Basic EPS - Continuing Ops,$4.21,$6.72,$4.94,$5.28,$3.51,$3.51
Basic Weighted Average Shares Outst.,455.0,444.5,434.3,419.0,402.2,402.2
Diluted EPS,$4.20,$6.68,$4.91,$5.25,$3.49,$3.49
Diluted EPS - Continuing Ops,$4.20,$6.68,$4.91,$5.25,$3.49,$3.49
Diluted Weighted Average Shares Outst.,456.5,447.0,436.9,420.8,404.0,404.0
Normalized Basic EPS,$2.91,$3.22,$3.88,$3.96,$2.36,$2.36
Normalized Diluted EPS,$2.90,$3.21,$3.86,$3.94,$2.35,$2.35
Dividend Per Share,$2.28,$2.40,$2.64,$2.84,$2.92,$2.92
Payout Ratio,54.12%,35.78%,53.57%,54.32%,83.33%,83.33%
EBITDA,3176.0,3418.0,3875.0,3741.0,2597.0,2597.0
EBITA,2639.0,2892.0,3354.0,3224.0,2140.0,2140.0
EBIT,2247.0,2504.0,2972.0,2857.0,1786.0,1786.0
EBITDAR,3396.0,3640.0,4107.0,3972.0,2800.0,2800.0
Effective Tax Rate,9.4%,11.3%,11.5%,14.6%,19.0%,19.0%
Normalized Net Income,1323.3,1433.4,1685.9,1658.6,948.1,948.1
Interest on Long-Term Debt,,,,1.0,1.0,1.0
R&D Expense From Footnotes,587.0,584.0,584.0,606.0,551.0,551.0
Foreign Sales,15519.0,20404.0,21609.0,21390.0,17858.0,17858.0
