Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10.23%,10.91%,2.77%,(1.67%),0.00%
Other Revenues,,,,-86.21%,
Total Revenues,10.23%,10.91%,2.73%,(1.63%),0.00%
Cost Of Revenues,11.23%,11.46%,(4.55%),(7.59%),0.00%
Gross Profit,7.76%,9.51%,21.58%,10.49%,0.00%
Selling General & Admin Expenses,6.91%,14.33%,14.14%,(14.85%),0.00%
Depreciation & Amortization,16.89%,5.53%,9.86%,3.35%,0.00%
Other Operating Expense/(Income),-100.00%,,,,
Total Operating Expenses,7.59%,12.15%,14.76%,(7.76%),0.00%
Operating Income,8.14%,3.76%,37.64%,46.33%,0.00%
Interest Expense,(13.02%),(11.52%),(29.91%),(9.23%),0.00%
Interest And Investment Income,9.51%,19.42%,23.97%,(12.66%),0.00%
Net Interest Expenses,(16.37%),(4.43%),(36.02%),(29.71%),0.00%
"EBT, Excl. Unusual Items",7.24%,3.91%,37.62%,48.63%,0.00%
"EBT, Incl. Unusual Items",7.85%,33.24%,30.60%,39.10%,0.00%
Income Tax Expense,(62.46%),(25.08%),-54.35%,,0.00%
Earnings From Continuing Operations,20.13%,30.76%,5.90%,19.88%,0.00%
Net Income to Company,20.13%,30.76%,5.90%,19.88%,0.00%
Minority Interest,(6.27%),(19.10%),(10.85%),-16.38%,0.00%
Net Income,21.30%,31.62%,5.57%,22.43%,0.00%
NI to Common Incl Extra Items,21.30%,31.62%,5.57%,22.43%,0.00%
NI to Common Excl. Extra Items,21.30%,31.62%,5.57%,22.43%,0.00%
Revenue Per Share,8.69%,9.33%,0.91%,(4.22%),0.00%
Basic EPS,19.84%,29.87%,3.62%,19.08%,0.00%
Basic EPS - Continuing Ops,19.84%,29.87%,3.62%,19.08%,0.00%
Basic Weighted Average Shares Outst.,1.41%,1.44%,1.81%,2.69%,0.00%
Diluted EPS,18.92%,28.79%,3.53%,19.32%,0.00%
Diluted EPS - Continuing Ops,18.92%,28.79%,3.53%,19.32%,0.00%
Diluted Weighted Average Shares Outst.,2.07%,2.25%,2.09%,2.58%,0.00%
Normalized Basic EPS,5.65%,0.15%,39.61%,52.72%,0.00%
Normalized Diluted EPS,5.26%,(0.35%),38.53%,52.63%,0.00%
Dividend Per Share,2.63%,5.13%,4.88%,4.65%,0.00%
Payout Ratio,(14.38%),(18.90%),0.78%,(11.63%),0.00%
EBITDA,8.40%,5.35%,28.54%,31.55%,0.00%
EBITA,7.21%,5.32%,31.39%,35.15%,0.00%
EBIT,8.14%,3.76%,37.64%,46.33%,0.00%
EBITDAR,7.61%,4.87%,25.66%,28.54%,
Effective Tax Rate,,,,,0.00%
Normalized Net Income,7.38%,1.82%,41.93%,56.80%,0.00%
Foreign Sales,9.17%,10.39%,16.69%,7.64%,
