Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,18287.0,18348.0,18486.0,18450.0,19140.0,18874.0
Total Revenues,18287.0,18348.0,18486.0,18450.0,19140.0,18874.0
Cost Of Revenues,11590.0,11761.0,12348.0,11999.0,12035.0,12016.0
Gross Profit,6697.0,6587.0,6138.0,6451.0,7105.0,6858.0
Selling General & Admin Expenses,3334.0,3261.0,3151.0,3199.0,3512.0,3468.0
Other Operating Expense/(Income),(8.0),40.0,(39.0),(2.0),(6.0),(21.0)
Total Operating Expenses,3326.0,3301.0,3112.0,3197.0,3506.0,3447.0
Operating Income,3371.0,3286.0,3026.0,3254.0,3599.0,3411.0
Interest Expense,(319.0),(318.0),(263.0),(261.0),(252.0),(254.0)
Interest And Investment Income,11.0,10.0,10.0,11.0,8.0,7.0
Net Interest Expenses,(308.0),(308.0),(253.0),(250.0),(244.0),(247.0)
Currency Exchange Gains (Loss),(30.0),37.0,(52.0),(17.0),39.0,34.0
Other Non Operating Income (Expenses),,,128.0,(2.0),(13.0),(8.0)
"EBT, Excl. Unusual Items",3165.0,3119.0,2952.0,3108.0,3523.0,3333.0
"EBT, Incl. Unusual Items",3141.0,3095.0,1916.0,2773.0,3072.0,2941.0
Income Tax Expense,922.0,776.0,471.0,576.0,676.0,626.0
Earnings From Continuing Operations,2219.0,2319.0,1445.0,2197.0,2396.0,2315.0
Net Income to Company,2219.0,2319.0,1445.0,2197.0,2396.0,2315.0
Minority Interest,(53.0),(41.0),(35.0),(40.0),(44.0),(39.0)
Net Income,2166.0,2278.0,1410.0,2157.0,2352.0,2276.0
NI to Common Incl Extra Items,2166.0,2278.0,1410.0,2157.0,2352.0,2276.0
NI to Common Excl. Extra Items,2166.0,2278.0,1410.0,2157.0,2352.0,2276.0
Revenue Per Share,$50.88,$51.89,$53.12,$53.70,$56.18,$55.53
Basic EPS,$6.03,$6.44,$4.05,$6.28,$6.90,$6.70
Basic EPS - Continuing Ops,$6.03,$6.44,$4.05,$6.28,$6.90,$6.70
Basic Weighted Average Shares Outst.,359.4,353.6,348.0,343.6,340.7,339.9
Diluted EPS,$5.99,$6.40,$4.03,$6.24,$6.87,$6.67
Diluted EPS - Continuing Ops,$5.99,$6.40,$4.03,$6.24,$6.87,$6.67
Diluted Weighted Average Shares Outst.,361.7,355.9,349.6,345.6,342.5,341.3
Normalized Basic EPS,$5.36,$5.40,$5.20,$5.54,$6.33,$6.01
Normalized Diluted EPS,$5.32,$5.36,$5.18,$5.50,$6.30,$5.99
Dividend Per Share,$3.68,$3.88,$4.00,$4.12,$4.28,$4.35
Payout Ratio,60.53%,59.66%,98.30%,65.28%,61.69%,63.84%
EBITDA,4076.0,4010.0,3736.0,3936.0,4301.0,4089.0
EBITA,3371.0,3286.0,3026.0,3254.0,3599.0,3411.0
EBIT,3371.0,3286.0,3026.0,3254.0,3599.0,3411.0
EBITDAR,4347.0,4291.0,4016.0,4243.0,4671.0,
Effective Tax Rate,29.4%,25.1%,24.6%,20.8%,22.0%,21.3%
Normalized Net Income,1925.1,1908.4,1810.0,1902.5,2157.9,2044.1
R&D Expense From Footnotes,326.0,309.0,317.0,284.0,276.0,276.0
Foreign Earnings,1264.0,,,3568.0,3910.0,
Foreign Sales,9002.0,,,18716.0,19412.0,
