Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3116.4,3398.7,3977.5,5140.1,5084.2,5084.2
Total Revenues,3116.4,3398.7,3977.5,5140.1,5084.2,5084.2
Cost Of Revenues,1710.1,1897.6,2294.8,3019.8,2997.2,2997.2
Gross Profit,1406.3,1501.2,1682.7,2120.2,2087.1,2087.1
Selling General & Admin Expenses,503.6,533.7,678.4,791.2,798.8,798.8
R&D Expenses,258.9,295.5,311.6,346.1,356.9,356.9
Total Operating Expenses,786.2,863.9,1065.8,1330.4,1348.3,1348.3
Operating Income,620.0,637.3,616.9,789.8,738.8,738.8
Interest Expense,(53.0),(65.4),(132.6),(138.2),(131.8),(131.8)
Net Interest Expenses,(53.0),(65.4),(132.6),(138.2),(131.8),(131.8)
Currency Exchange Gains (Loss),5.0,,,0.6,9.3,9.3
Other Non Operating Income (Expenses),4.3,8.9,6.2,8.4,(22.0),(22.0)
"EBT, Excl. Unusual Items",576.3,580.9,490.5,660.6,594.3,594.3
"EBT, Incl. Unusual Items",523.7,537.0,447.8,557.5,441.4,441.4
Income Tax Expense,118.7,241.4,108.0,97.2,74.0,74.0
Earnings From Continuing Operations,405.0,295.7,339.8,460.3,367.4,367.4
Net Income to Company,405.0,295.7,339.8,460.3,367.4,367.4
Minority Interest,,,(2.5),(4.4),(4.1),(4.1)
Net Income,405.0,295.7,337.3,455.9,363.2,363.2
Preferred Dividend and Other Adjustments,1.0,1.0,3.8,3.1,(0.8),(0.8)
NI to Common Incl Extra Items,404.0,294.7,333.5,452.8,364.0,364.0
NI to Common Excl. Extra Items,404.0,294.7,333.5,452.8,364.0,364.0
Revenue Per Share,$39.13,$42.98,$45.43,$45.91,$45.33,$45.33
Basic EPS,$5.07,$3.73,$3.81,$4.04,$3.25,$3.25
Basic EPS - Continuing Ops,$5.07,$3.73,$3.81,$4.04,$3.25,$3.25
Basic Weighted Average Shares Outst.,79.6,79.1,87.6,112.0,112.2,112.2
Diluted EPS,$5.05,$3.72,$3.79,$4.00,$3.21,$3.21
Diluted EPS - Continuing Ops,$5.05,$3.72,$3.79,$4.00,$3.21,$3.21
Diluted Weighted Average Shares Outst.,80.0,79.4,88.1,113.3,113.6,113.6
Normalized Basic EPS,$4.52,$4.59,$3.47,$3.65,$3.27,$3.27
Normalized Diluted EPS,$4.50,$4.57,$3.45,$3.61,$3.23,$3.23
Dividend Per Share,$2.40,$2.66,$2.84,$2.96,$3.04,$3.04
Payout Ratio,45.65%,69.71%,68.25%,68.77%,88.81%,88.81%
EBITDA,721.8,753.5,788.5,1110.9,1064.1,1064.1
EBITA,643.8,672.0,692.8,982.9,931.4,931.4
EBIT,620.0,637.3,616.9,789.8,738.8,738.8
EBITDAR,757.2,791.3,830.9,1163.1,1125.8,1125.8
Effective Tax Rate,22.7%,44.9%,24.1%,17.4%,16.8%,16.8%
Normalized Net Income,360.2,363.0,304.1,408.5,367.3,367.3
R&D Expense From Footnotes,258.9,295.5,311.6,346.1,356.9,356.9
Foreign Sales,2381.1,2534.7,3025.0,4087.4,3991.2,3991.2
