Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,42685.0,44502.0,49342.0,47838.0,47637.0,47637.0
Total Interest And Dividend Income,16279.0,16537.0,15384.0,17959.0,16024.0,16024.0
Gain (Loss) on Sale of Investments,280.0,(357.0),(317.0),469.0,(91.0),(91.0)
Other Revenues,1488.0,1626.0,3532.0,3354.0,4272.0,4272.0
Total Revenues,60732.0,62308.0,67941.0,69620.0,67842.0,67842.0
Policy Benefits,42757.0,45151.0,47920.0,49136.0,47765.0,47765.0
Other Operating Expenses,12346.0,12319.0,12531.0,12628.0,12239.0,12239.0
Total Operating Expenses,55103.0,57470.0,60451.0,61764.0,60004.0,60004.0
Operating Income,5629.0,4838.0,7490.0,7856.0,7838.0,7838.0
"Interest Expense, Total","(1,102.0)","(1,129.0)","(1,122.0)",(955.0),(913.0),(913.0)
Currency Exchange Gains,2.0,2.0,2.0,2.0,2.0,2.0
"EBT, Excl. Unusual Items",4529.0,3711.0,6370.0,6903.0,6927.0,6927.0
Restructuring Charges,(36.0),(38.0),(63.0),(108.0),,
Other Unusual Items,(212.0),(137.0),,,,
"EBT, Incl. Unusual Items",4281.0,3536.0,6307.0,6795.0,6927.0,6927.0
Income Tax Expense,693.0,"(1,470.0)",1179.0,886.0,1509.0,1509.0
Earnings From Continuing Operations,3588.0,5006.0,5128.0,5909.0,5418.0,5418.0
Earnings Of Discontinued Operations,"(2,734.0)",(986.0),,,,
Net Income to Company,854.0,4020.0,5128.0,5909.0,5418.0,5418.0
Minority Interest,(4.0),(10.0),(5.0),(10.0),(11.0),(11.0)
Net Income,850.0,4010.0,5123.0,5899.0,5407.0,5407.0
Pref. Dividends and Other Adj.,103.0,103.0,141.0,178.0,216.0,216.0
NI to Common Incl Extra Items,747.0,3907.0,4982.0,5721.0,5191.0,5191.0
NI to Common Excl. Extra Items,3481.0,4893.0,4982.0,5721.0,5191.0,5191.0
Revenue Per Share,$55.19,$58.25,$67.54,$74.25,$74.73,$74.73
Basic EPS,$0.68,$3.65,$4.95,$6.10,$5.72,$5.72
Basic EPS - Continuing Ops,$3.16,$4.57,$4.95,$6.10,$5.72,$5.72
Basic Weighted Average Shares Outst.,1100.5,1069.7,1005.9,937.6,907.8,907.8
Diluted EPS,$0.66,$3.62,$4.91,$6.06,$5.68,$5.68
Diluted EPS - Continuing Ops,$3.13,$4.53,$4.91,$6.06,$5.68,$5.68
Diluted Weighted Average Shares Outst.,1108.5,1078.5,1013.9,944.4,913.2,913.2
Normalized Basic EPS,$2.57,$2.16,$3.95,$4.59,$4.76,$4.76
Normalized Diluted EPS,$2.55,$2.14,$3.92,$4.56,$4.73,$4.73
Dividend Per Share,$1.58,$1.60,$1.66,$1.74,$1.82,$1.82
Payout Ratio,216.35%,45.39%,35.51%,30.87%,34.38%,34.38%
EBITDA,6073.0,5383.0,7842.0,8224.0,8250.0,8250.0
EBITA,5629.0,4838.0,7490.0,7856.0,7838.0,7838.0
EBIT,5629.0,4838.0,7490.0,7856.0,7838.0,7838.0
EBITDAR,6435.0,5711.0,8112.0,8466.0,8476.0,8476.0
Effective Tax Rate,16.2%,NM,18.7%,13.0%,21.8%,21.8%
Normalized Net Income,2826.6,2309.4,3976.3,4304.4,4318.4,4318.4
Interest on Long-Term Debt,282.0,288.0,295.0,299.0,281.0,281.0
Foreign Sales,15204.0,14872.0,15144.0,15247.0,14769.0,14769.0
