Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10.61%,13.56%,(22.69%),(1.42%),21.20%
Total Revenues,10.61%,13.56%,(22.69%),(1.42%),21.20%
Cost Of Revenues,(6.95%),17.70%,0.08%,(15.22%),(12.99%)
Gross Profit,55.80%,7.21%,(61.11%),58.55%,221.48%
Selling General & Admin Expenses,(16.52%),(5.42%),(1.54%),(16.11%),(12.47%)
Depreciation & Amortization,(32.25%),2.33%,(19.50%),5.95%,13.16%
Other Operating Expense/(Income),"1,642.86%",(63.52%),17.98%,(74.29%),(93.26%)
Total Operating Expenses,(20.46%),(5.10%),(13.91%),(6.19%),(0.55%)
Operating Income,306.72%,15.13%,(86.15%),272.09%,
Interest Expense,-13.11%,-12.35%,-5.74%,(3.87%),(9.01%)
Net Interest Expenses,-11.11%,-12.35%,-5.74%,(3.87%),(9.01%)
Currency Exchange Gains (Loss),,,71.43%,41.67%,41.67%
Other Non Operating Income (Expenses),,"2,220.00%",(31.90%),(41.77%),15.63%
"EBT, Excl. Unusual Items","1,108.46%",24.46%,(95.11%),831.00%,
"EBT, Incl. Unusual Items",,33.93%,(91.85%),468.87%,
Income Tax Expense,138.01%,12.23%,(48.54%),85.10%,319.42%
Earnings From Continuing Operations,,43.37%,,,
Net Income to Company,,38.40%,,,
Minority Interest,(315.15%),(6.57%),-82.88%,(432.00%),
Net Income,,43.20%,,,
Preferred Dividend and Other Adjustments,33.33%,0.00%,(25.00%),0.00%,0.00%
NI to Common Incl Extra Items,,43.30%,,,
NI to Common Excl. Extra Items,,49.23%,,,
Revenue Per Share,0.76%,13.37%,(22.82%),(1.60%),20.16%
Basic EPS,,43.44%,,,
Basic EPS - Continuing Ops,,49.03%,,,
Basic Weighted Average Shares Outst.,9.79%,0.14%,0.14%,0.14%,0.86%
Diluted EPS,,42.38%,,,
Diluted EPS - Continuing Ops,,47.93%,,,
Diluted Weighted Average Shares Outst.,10.32%,0.28%,(0.48%),0.69%,1.41%
Normalized Basic EPS,"1,437.99%",27.08%,(96.69%),"1,135.72%",
Normalized Diluted EPS,"1,430.58%",27.33%,(96.67%),"1,128.95%",
Dividend Per Share,,,0.00%,,
Payout Ratio,,"7,516.45%",,,-100.00%
EBITDA,54.28%,10.88%,(65.20%),79.81%,285.48%
EBITA,249.45%,14.42%,(82.12%),202.95%,"2,446.07%"
EBIT,306.72%,15.13%,(86.15%),272.09%,
EBITDAR,52.97%,11.13%,(63.59%),74.59%,
Effective Tax Rate,,(16.19%),531.16%,(67.46%),
Normalized Net Income,"1,611.90%",27.21%,(96.69%),"1,097.00%",
Interest Capitalized,22.22%,(20.66%),55.21%,(1.34%),
Interest on Long-Term Debt,,,,(2.96%),
Foreign Sales,23.79%,16.09%,(27.60%),(3.71%),
