Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2.42%,1.96%,(5.10%),(5.19%),0.00%
Total Revenues,2.42%,1.96%,(5.10%),(5.19%),0.00%
Other Operating Expenses,1.81%,1.59%,(3.85%),(8.99%),0.00%
Total Operating Expenses,2.03%,1.27%,(3.72%),(9.15%),0.00%
Operating Income,3.89%,4.45%,(9.95%),9.74%,0.00%
"Interest Expense, Total",(3.17%),-9.74%,-0.57%,-1.14%,0.00%
Interest and Investment Income,(0.41%),27.05%,2.58%,(15.72%),0.00%
Net Interest Expenses,(4.16%),-19.44%,-1.88%,(5.19%),0.00%
Other Non-Operating Inc. (Exp.),,(58.00%),,-91.67%,0.00%
"EBT, Excl. Unusual Items",14.50%,7.03%,(28.56%),30.53%,0.00%
Gain (Loss) on Sale of Assets,,,(99.37%),,0.00%
Other Unusual Items,(423.08%),(129.41%),(8.33%),-97.63%,0.00%
"EBT, Incl. Unusual Items",277.58%,144.30%,(59.70%),(55.97%),0.00%
Income Tax Expense,"2,993.75%",(28.48%),(50.28%),(38.64%),0.00%
Earnings From Continuing Operations,,,(64.64%),(68.76%),0.00%
Earnings Of Discontinued Operations,-41.08%,,(99.54%),200.00%,0.00%
Net Income to Company,-12.73%,,(69.50%),(68.20%),0.00%
Minority Interest,(70.14%),(1.39%),-51.92%,-39.43%,0.00%
Net Income,(2.74%),,(74.81%),(84.82%),0.00%
NI to Common Incl Extra Items,(2.74%),,(74.81%),(84.82%),0.00%
NI to Common Excl. Extra Items,"(2,435.00%)",,(69.34%),(85.76%),0.00%
Revenue Per Share,2.40%,1.68%,(5.40%),(5.30%),0.00%
Basic EPS,(2.87%),,(74.93%),(84.96%),0.00%
Basic EPS - Continuing Ops,"(2,460.60%)",,(69.48%),(85.63%),0.00%
Basic Weighted Average Shares Outst.,0.00%,0.30%,0.30%,0.15%,0.00%
Diluted EPS,(2.38%),,(75.06%),(85.67%),0.00%
Diluted EPS - Continuing Ops,"(1,825.00%)",,(69.59%),(86.67%),0.00%
Diluted Weighted Average Shares Outst.,0.00%,0.76%,0.30%,0.15%,0.00%
Normalized Basic EPS,(4.94%),10.68%,(15.29%),53.06%,0.00%
Normalized Diluted EPS,(4.94%),10.18%,(15.67%),52.37%,0.00%
Dividend Per Share,9.09%,8.33%,5.00%,4.22%,0.00%
Payout Ratio,,,317.73%,593.28%,0.00%
EBITDA,2.57%,1.75%,(5.75%),7.26%,0.00%
EBITA,3.89%,6.52%,(9.84%),9.95%,0.00%
EBIT,3.89%,4.45%,(9.95%),9.74%,0.00%
EBITDAR,,,,5.97%,
Effective Tax Rate,719.35%,(70.73%),23.36%,39.37%,0.00%
Normalized Net Income,(4.68%),10.50%,(15.37%),52.97%,0.00%
Interest Capitalized,17.80%,43.17%,19.60%,28.99%,
Interest on Long-Term Debt,,,,29.58%,
Foreign Sales,8.50%,3.28%,(4.33%),(7.79%),
