Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,0.99%,3.55%,4.08%,5.84%,0.00%
Total Interest And Dividend Income,9.08%,5.76%,3.66%,(1.49%),0.00%
Gain (Loss) on Sale of Investments,,,-29.57%,-9.47%,0.00%
Total Revenues,2.73%,1.05%,4.75%,5.32%,0.00%
Policy Benefits,14.81%,(2.47%),4.36%,15.53%,0.00%
Policy Acquisition / Underwriting Costs,(2.53%),2.35%,4.24%,6.68%,0.00%
Amort. of Goodwill and Intangibles,"1,268.42%",30.38%,(10.03%),(4.92%),0.00%
Selling General & Admin Expenses,(9.62%),1.73%,4.63%,(1.94%),0.00%
Other Operating Expenses,22.64%,(35.38%),54.76%,27.69%,0.00%
Total Operating Expenses,8.75%,(0.83%),4.26%,11.61%,0.00%
Operating Income,(24.67%),13.39%,7.52%,(29.73%),0.00%
"Interest Expense, Total",(0.33%),(5.60%),-13.88%,-6.52%,0.00%
"EBT, Excl. Unusual Items",(23.40%),15.53%,11.79%,(21.05%),0.00%
Total Merger & Rel. Restruct. Charges,-36.99%,-80.97%,-61.02%,,
"EBT, Incl. Unusual Items",(24.81%),25.12%,12.71%,(20.71%),0.00%
Income Tax Expense,,,14.39%,(20.88%),0.00%
Earnings From Continuing Operations,(6.63%),2.62%,12.42%,(20.68%),0.00%
Net Income to Company,(6.63%),2.62%,12.42%,(20.68%),0.00%
Net Income,(6.63%),2.62%,12.42%,(20.68%),0.00%
NI to Common Incl Extra Items,(6.63%),2.62%,12.42%,(20.68%),0.00%
NI to Common Excl. Extra Items,(6.63%),2.62%,12.42%,(20.68%),0.00%
Revenue Per Share,1.72%,1.81%,6.51%,6.33%,0.00%
Basic EPS,(7.55%),3.33%,14.26%,(19.93%),0.00%
Basic EPS - Continuing Ops,(7.55%),3.33%,14.26%,(19.93%),0.00%
Basic Weighted Average Shares Outst.,1.00%,(0.75%),(1.66%),(0.94%),0.00%
Diluted EPS,(7.67%),3.66%,14.37%,(19.77%),0.00%
Diluted EPS - Continuing Ops,(7.67%),3.66%,14.37%,(19.77%),0.00%
Diluted Weighted Average Shares Outst.,1.13%,(0.93%),(1.69%),(1.19%),0.00%
Normalized Basic EPS,(24.15%),16.44%,13.64%,(20.33%),0.00%
Normalized Diluted EPS,(24.27%),16.71%,13.79%,(20.10%),0.00%
Dividend Per Share,2.92%,2.84%,2.76%,3.69%,0.00%
Payout Ratio,19.41%,(0.40%),(9.93%),29.23%,0.00%
EBITDA,(20.36%),14.37%,6.37%,(28.36%),0.00%
EBITA,(20.36%),14.37%,6.37%,(28.36%),0.00%
EBIT,(24.67%),13.39%,7.52%,(29.73%),0.00%
EBITDAR,(19.60%),12.84%,6.20%,(27.84%),
Effective Tax Rate,,,1.51%,(0.24%),0.00%
Normalized Net Income,(23.40%),15.53%,11.79%,(21.05%),0.00%
Foreign Sales,45.61%,3.55%,4.08%,5.84%,
