Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,13370.0,14961.0,15784.0,14383.0,14461.0,15421.0
Total Revenues,13370.0,14961.0,15784.0,14383.0,14461.0,15421.0
Cost Of Revenues,5113.0,5347.0,5507.0,5219.0,5192.0,5443.0
Gross Profit,8257.0,9614.0,10277.0,9164.0,9269.0,9978.0
Selling General & Admin Expenses,1798.0,1754.0,1716.0,1650.0,1616.0,1624.0
R&D Expenses,1356.0,1508.0,1559.0,1544.0,1530.0,1539.0
Total Operating Expenses,3473.0,3580.0,3593.0,3482.0,3344.0,3358.0
Operating Income,4784.0,6034.0,6684.0,5682.0,5925.0,6620.0
Interest Expense,(80.0),(78.0),(125.0),(170.0),(190.0),(191.0)
Net Interest Expenses,(80.0),(78.0),(125.0),(170.0),(190.0),(191.0)
Other Non Operating Income (Expenses),211.0,135.0,130.0,180.0,306.0,327.0
"EBT, Excl. Unusual Items",4915.0,6091.0,6689.0,5692.0,6041.0,6756.0
"EBT, Incl. Unusual Items",4930.0,6080.0,6686.0,5728.0,6017.0,6732.0
Income Tax Expense,1335.0,2398.0,1106.0,711.0,422.0,558.0
Earnings From Continuing Operations,3595.0,3682.0,5580.0,5017.0,5595.0,6174.0
Net Income to Company,3595.0,3682.0,5580.0,5017.0,5595.0,6174.0
Net Income,3595.0,3682.0,5580.0,5017.0,5595.0,6174.0
Preferred Dividend and Other Adjustments,45.0,34.0,43.0,32.0,27.0,27.0
NI to Common Incl Extra Items,3550.0,3648.0,5537.0,4985.0,5568.0,6147.0
NI to Common Excl. Extra Items,3550.0,3648.0,5537.0,4985.0,5568.0,6147.0
Revenue Per Share,$13.33,$15.10,$16.27,$15.37,$15.70,$16.78
Basic EPS,$3.54,$3.68,$5.71,$5.33,$6.05,$6.69
Basic EPS - Continuing Ops,$3.54,$3.68,$5.71,$5.33,$6.05,$6.69
Basic Weighted Average Shares Outst.,1003.0,991.0,970.0,936.0,921.0,918.8
Diluted EPS,$3.48,$3.61,$5.59,$5.24,$5.97,$6.60
Diluted EPS - Continuing Ops,$3.48,$3.61,$5.59,$5.24,$5.97,$6.60
Diluted Weighted Average Shares Outst.,1021.0,1012.0,990.0,952.0,933.0,931.0
Normalized Basic EPS,$3.06,$3.84,$4.31,$3.80,$4.10,$4.60
Normalized Diluted EPS,$3.01,$3.76,$4.22,$3.74,$4.05,$4.54
Dividend Per Share,$1.64,$2.12,$2.63,$3.21,$3.72,$3.84
Payout Ratio,45.79%,57.14%,45.79%,59.96%,61.23%,57.09%
EBITDA,5702.0,6890.0,7592.0,6678.0,6856.0,7343.0
EBITA,5103.0,6352.0,7002.0,5970.0,6123.0,6620.0
EBIT,4784.0,6034.0,6684.0,5682.0,5925.0,6620.0
EBITDAR,5788.0,,,6785.0,6962.0,
Effective Tax Rate,27.1%,39.4%,16.5%,12.4%,7.0%,8.3%
Normalized Net Income,3071.9,3806.9,4180.6,3557.5,3775.6,4222.5
Interest on Long-Term Debt,80.0,78.0,125.0,170.0,190.0,
R&D Expense From Footnotes,1356.0,1508.0,1559.0,1544.0,1530.0,1539.0
Foreign Sales,11688.0,13060.0,13496.0,12556.0,12914.0,
