Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6.41%,(2.60%),14.81%,(6.29%),(13.33%)
Total Revenues,6.41%,(2.60%),14.81%,(6.29%),(13.33%)
Fuel & Purchased Power,1.98%,(8.33%),16.91%,(18.89%),(14.06%)
Operations And Maintenance,(2.01%),(3.70%),9.31%,3.05%,6.98%
Depreciation & Amortization,(24.46%),65.93%,7.80%,(3.89%),(7.90%)
Other Operating Expenses,8.76%,6.06%,17.06%,(6.79%),(5.83%)
Total Operating Expenses,(5.49%),10.42%,11.99%,(7.13%),(5.60%)
Operating Income,39.20%,(26.94%),22.76%,(4.10%),(31.19%)
"Interest Expense, Total",(41.89%),-3.85%,(50.13%),-13.29%,-77.55%
Interest and Investment Income,(1.22%),(37.04%),5.88%,(29.63%),(20.00%)
Net Interest Expenses,(45.37%),-2.03%,(51.69%),-12.89%,-78.68%
Allow. For Equity Funds Used For Const.,6.98%,4.35%,(30.21%),38.81%,58.73%
Other Non-Operating Inc. (Exp.),44.38%,(89.89%),39.58%,(19.40%),668.25%
"EBT, Excl. Unusual Items",35.54%,(34.24%),(1.61%),(39.78%),20.67%
Gain (Loss) on Sale of Assets,148.55%,260.67%,(89.87%),(13.05%),(85.60%)
Other Unusual Items,,-99.76%,"(7,700.00%)",-21.79%,-21.79%
"EBT, Incl. Unusual Items",6.51%,57.67%,(47.82%),(37.10%),26.60%
Income Tax Expense,,,(71.57%),(90.18%),280.58%
Earnings From Continuing Operations,77.49%,8.51%,(41.34%),(30.08%),15.18%
Net Income to Company,77.49%,8.51%,(41.34%),(30.08%),15.18%
Minority Interest,,"1,412.28%",(55.80%),44.36%,44.05%
Net Income,85.13%,23.38%,(43.22%),(22.55%),18.63%
NI to Common Incl Extra Items,85.13%,23.38%,(43.22%),(22.55%),18.63%
NI to Common Excl. Extra Items,85.13%,23.38%,(43.22%),(22.55%),18.63%
Revenue Per Share,5.14%,(3.52%),12.68%,(7.76%),(14.27%)
Basic EPS,82.74%,22.19%,(44.30%),(23.59%),17.34%
Basic EPS - Continuing Ops,82.74%,22.19%,(44.30%),(23.59%),17.34%
Basic Weighted Average Shares Outst.,1.23%,0.94%,1.85%,1.61%,1.10%
Diluted EPS,82.53%,21.73%,(44.09%),(23.71%),17.66%
Diluted EPS - Continuing Ops,82.53%,21.73%,(44.09%),(23.71%),17.66%
Diluted Weighted Average Shares Outst.,1.44%,0.95%,1.78%,1.39%,0.95%
Normalized Basic EPS,41.35%,(10.36%),(18.84%),(28.03%),23.63%
Normalized Diluted EPS,41.37%,(10.05%),(18.40%),(27.83%),23.82%
Dividend Per Share,12.93%,13.27%,12.61%,12.00%,11.46%
Payout Ratio,(38.18%),(7.70%),101.86%,47.08%,(4.96%)
EBITDA,11.58%,(1.19%),15.57%,(3.89%),(20.78%)
EBITA,38.89%,(27.05%),26.56%,(3.85%),(30.13%)
EBIT,39.20%,(26.94%),22.76%,(4.10%),(31.19%)
EBITDAR,,,,(3.81%),
Effective Tax Rate,,,(45.53%),(84.39%),200.61%
Normalized Net Income,43.46%,(9.36%),(17.16%),(26.90%),24.99%
Interest Capitalized,(6.86%),9.47%,3.37%,14.88%,
