Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,20718.0,21253.0,21037.0,20419.0,19456.0,20489.0
Total Revenues,20718.0,21253.0,21037.0,20419.0,19456.0,20489.0
Cost Of Revenues,17026.0,17651.0,17500.0,16886.0,15606.0,16194.0
Gross Profit,3692.0,3602.0,3537.0,3533.0,3850.0,4295.0
Selling General & Admin Expenses,2094.0,2135.0,2201.0,2147.0,1894.0,1965.0
Total Operating Expenses,2165.0,2214.0,2276.0,2216.0,1956.0,2029.0
Operating Income,1527.0,1388.0,1261.0,1317.0,1894.0,2266.0
Interest Expense,(161.0),(162.0),(192.0),(187.0),(189.0),(192.0)
Interest And Investment Income,,,,,182.0,182.0
Net Interest Expenses,(161.0),(162.0),(192.0),(187.0),(7.0),(10.0)
Currency Exchange Gains (Loss),,,,129.0,(144.0),1.0
Other Non Operating Income (Expenses),(79.0),(64.0),(96.0),103.0,,(122.0)
"EBT, Excl. Unusual Items",1287.0,1162.0,973.0,1362.0,1743.0,2135.0
"EBT, Incl. Unusual Items",1114.0,887.0,(21.0),1552.0,1455.0,1832.0
Income Tax Expense,186.0,550.0,138.0,354.0,384.0,470.0
Earnings From Continuing Operations,928.0,337.0,(159.0),1198.0,1071.0,1362.0
Net Income to Company,928.0,337.0,(159.0),1198.0,1071.0,1362.0
Minority Interest,(40.0),13.0,(24.0),(14.0),10.0,(2.0)
Net Income,888.0,350.0,(183.0),1184.0,1081.0,1360.0
NI to Common Incl Extra Items,888.0,350.0,(183.0),1184.0,1081.0,1360.0
NI to Common Excl. Extra Items,888.0,350.0,(183.0),1184.0,1081.0,1360.0
Revenue Per Share,$272.25,$289.95,$312.93,$320.55,$310.30,$326.52
Basic EPS,$11.67,$4.77,($2.72),$18.59,$17.24,$21.67
Basic EPS - Continuing Ops,$11.67,$4.77,($2.72),$18.59,$17.24,$21.67
Basic Weighted Average Shares Outst.,76.1,73.3,67.2,63.7,62.7,62.8
Diluted EPS,$11.50,$4.70,($2.72),$18.45,$17.07,$21.44
Diluted EPS - Continuing Ops,$11.50,$4.70,($2.72),$18.45,$17.07,$21.44
Diluted Weighted Average Shares Outst.,77.2,74.4,67.2,64.2,63.3,63.4
Normalized Basic EPS,$10.04,$10.09,$8.69,$13.14,$17.53,$21.23
Normalized Diluted EPS,$9.90,$9.94,$8.69,$13.04,$17.36,$21.02
Dividend Per Share,$3.90,$4.30,$4.55,$4.75,$4.85,$4.90
Payout Ratio,33.11%,89.14%,NM,25.76%,28.77%,23.16%
EBITDA,2182.0,2042.0,1906.0,1904.0,2462.0,2840.0
EBITA,1598.0,1467.0,1336.0,1386.0,1956.0,2330.0
EBIT,1527.0,1388.0,1261.0,1317.0,1894.0,2266.0
EBITDAR,2416.0,2280.0,2156.0,2118.0,2698.0,
Effective Tax Rate,16.7%,62.0%,NM,22.8%,26.4%,25.7%
Normalized Net Income,764.4,739.3,584.1,837.3,1099.4,1332.4
R&D Expense From Footnotes,604.0,596.0,572.0,541.0,455.0,455.0
Foreign Sales,10817.0,,,,,
