Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,23.78%,11.36%,7.05%,(83.88%),0.00%
Total Revenues,23.78%,11.36%,7.05%,(83.88%),0.00%
Cost Of Revenues,27.36%,10.94%,6.27%,(83.44%),0.00%
Gross Profit,14.55%,12.56%,9.25%,(85.11%),0.00%
Selling General & Admin Expenses,20.57%,5.51%,8.02%,(28.46%),0.00%
Depreciation & Amortization,10.55%,6.77%,10.96%,10.58%,0.00%
Total Operating Expenses,18.97%,5.70%,8.46%,(22.48%),0.00%
Operating Income,(32.17%),139.44%,15.74%,,0.00%
Interest Expense,(1.19%),(30.81%),(11.74%),(44.00%),0.00%
Interest And Investment Income,122.19%,56.74%,60.76%,(18.53%),0.00%
Net Interest Expenses,-1.81%,(29.36%),(8.41%),(50.30%),0.00%
Other Non Operating Income (Expenses),(47.04%),(307.47%),-82.88%,,0.00%
"EBT, Excl. Unusual Items",(51.29%),500.46%,30.15%,,0.00%
"EBT, Incl. Unusual Items",,,41.19%,,0.00%
Income Tax Expense,,,64.09%,,0.00%
Earnings From Continuing Operations,(61.70%),"1,062.08%",30.85%,,0.00%
Net Income to Company,(61.70%),"1,062.08%",30.85%,,0.00%
Minority Interest,-20.55%,(118.22%),(60.59%),,0.00%
Net Income,,,16.00%,,0.00%
Preferred Dividend and Other Adjustments,83.44%,(14.99%),(4.02%),,0.00%
NI to Common Incl Extra Items,(107.71%),-81.92%,-72.34%,"(35,200.18%)",0.00%
NI to Common Excl. Extra Items,(107.71%),-81.92%,-72.34%,"(35,200.18%)",0.00%
Revenue Per Share,22.06%,10.01%,5.71%,(84.05%),0.00%
Basic EPS,(107.17%),-82.27%,-74.18%,"(40,493.29%)",0.00%
Basic EPS - Continuing Ops,(107.17%),-82.27%,-74.18%,"(40,493.29%)",0.00%
Basic Weighted Average Shares Outst.,1.41%,1.23%,1.27%,1.04%,0.00%
Diluted EPS,(107.17%),-82.27%,-74.18%,"(40,493.29%)",0.00%
Diluted EPS - Continuing Ops,(107.17%),-82.27%,-74.18%,"(40,493.29%)",0.00%
Diluted Weighted Average Shares Outst.,1.41%,1.23%,1.27%,1.04%,0.00%
Normalized Basic EPS,(81.02%),"1,676.91%",14.76%,,0.00%
Normalized Diluted EPS,(81.02%),"1,676.91%",14.76%,,0.00%
EBITDA,(5.37%),42.22%,13.11%,,0.00%
EBITA,(10.21%),50.51%,10.94%,,0.00%
EBIT,(32.17%),139.44%,15.74%,,0.00%
Effective Tax Rate,215.31%,,16.24%,(95.70%),0.00%
Normalized Net Income,(80.70%),"2,006.46%",17.73%,,0.00%
Interest on Long-Term Debt,1.89%,92.14%,12.38%,51.32%,
R&D Expense From Footnotes,,,,0.49%,0.00%
Foreign Sales,39.93%,7.41%,6.94%,(82.98%),
