Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10842.0,13094.0,15451.0,17772.0,21454.0,21454.0
Total Revenues,10842.0,13094.0,15451.0,17772.0,21454.0,21454.0
Cost Of Revenues,5701.0,6695.0,8262.0,9785.0,11453.0,11453.0
Gross Profit,5141.0,6399.0,7189.0,7987.0,10001.0,10001.0
Selling General & Admin Expenses,1997.0,2370.0,2855.0,3112.0,3931.0,3931.0
R&D Expenses,834.0,1740.0,1831.0,2085.0,2642.0,2642.0
Depreciation & Amortization,718.0,,,,,
Other Operating Expense/(Income),,92.0,284.0,(7.0),,
Total Operating Expenses,3555.0,4202.0,4970.0,5190.0,6573.0,6573.0
Operating Income,1586.0,2197.0,2219.0,2797.0,3428.0,3428.0
Interest Expense,(3.0),(7.0),(77.0),(115.0),(209.0),(209.0)
Interest And Investment Income,59.0,85.0,168.0,197.0,88.0,88.0
Net Interest Expenses,56.0,78.0,91.0,82.0,(121.0),(121.0)
Currency Exchange Gains (Loss),76.0,(54.0),38.0,24.0,(110.0),(110.0)
Other Non Operating Income (Expenses),(83.0),49.0,(34.0),16.0,(9.0),(9.0)
"EBT, Excl. Unusual Items",1635.0,2270.0,2314.0,2919.0,3188.0,3188.0
"EBT, Incl. Unusual Items",1631.0,2200.0,2376.0,2998.0,5065.0,5065.0
Income Tax Expense,230.0,405.0,319.0,539.0,863.0,863.0
Earnings From Continuing Operations,1401.0,1795.0,2057.0,2459.0,4202.0,4202.0
Net Income to Company,1401.0,1795.0,2057.0,2459.0,4202.0,4202.0
Net Income,1401.0,1795.0,2057.0,2459.0,4202.0,4202.0
NI to Common Incl Extra Items,1401.0,1795.0,2057.0,2459.0,4202.0,4202.0
NI to Common Excl. Extra Items,1401.0,1795.0,2057.0,2459.0,4202.0,4202.0
Revenue Per Share,$8.96,$10.88,$13.05,$15.14,$18.29,$18.29
Basic EPS,$1.16,$1.49,$1.74,$2.09,$3.58,$3.58
Basic EPS - Continuing Ops,$1.16,$1.49,$1.74,$2.09,$3.58,$3.58
Basic Weighted Average Shares Outst.,1210.0,1203.0,1184.0,1174.0,1173.0,1173.0
Diluted EPS,$1.15,$1.47,$1.71,$2.07,$3.54,$3.54
Diluted EPS - Continuing Ops,$1.15,$1.47,$1.71,$2.07,$3.54,$3.54
Diluted Weighted Average Shares Outst.,1218.0,1221.0,1203.0,1188.0,1187.0,1187.0
Normalized Basic EPS,$0.84,$1.18,$1.22,$1.55,$1.70,$1.70
Normalized Diluted EPS,$0.84,$1.16,$1.20,$1.54,$1.68,$1.68
EBITDA,2102.0,2710.0,2733.0,3411.0,4295.0,4295.0
EBITA,1736.0,2323.0,2368.0,3008.0,3879.0,3879.0
EBIT,1586.0,2197.0,2219.0,2797.0,3428.0,3428.0
EBITDAR,2178.0,2779.0,2827.0,3541.0,4461.0,4461.0
Effective Tax Rate,14.1%,18.4%,13.4%,18.0%,17.0%,17.0%
Normalized Net Income,1021.9,1418.8,1446.3,1824.4,1992.5,1992.5
Interest on Long-Term Debt,,,72.0,104.0,206.0,206.0
R&D Expense From Footnotes,1042.0,1740.0,1831.0,2085.0,2642.0,2642.0
Foreign Sales,5082.0,6010.0,7127.0,8355.0,10441.0,10441.0
