Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,19454.0,22228.0,22256.0,20664.0,19694.0,19694.0
"Other Revenues, Total",442.0,803.0,1239.0,755.0,681.0,681.0
Total Revenues,19896.0,23031.0,23495.0,21419.0,20375.0,20375.0
Fuel & Purchased Power,5111.0,5263.0,5608.0,4438.0,3766.0,3766.0
Operations And Maintenance,5382.0,5739.0,5926.0,5624.0,5413.0,5413.0
Depreciation & Amortization,2502.0,3010.0,3131.0,3038.0,3518.0,3518.0
Other Operating Expenses,2414.0,6491.0,4485.0,2717.0,2443.0,2443.0
Total Operating Expenses,15409.0,20503.0,19150.0,15817.0,15140.0,15140.0
Operating Income,4487.0,2528.0,4345.0,5602.0,5235.0,5235.0
"Interest Expense, Total","(1,362.0)","(1,732.0)","(1,858.0)","(1,751.0)","(1,836.0)","(1,836.0)"
Net Interest Expenses,"(1,362.0)","(1,732.0)","(1,858.0)","(1,751.0)","(1,836.0)","(1,836.0)"
Allow. For Equity Funds Used For Const.,202.0,160.0,138.0,128.0,149.0,149.0
Other Non-Operating Inc. (Exp.),50.0,(232.0),(61.0),(27.0),(193.0),(193.0)
"EBT, Excl. Unusual Items",3436.0,990.0,2652.0,4090.0,3622.0,3622.0
Impairment of Goodwill,,,(42.0),(50.0),,
Gain (Loss) on Sale of Assets,(1.0),40.0,291.0,2545.0,65.0,65.0
"EBT, Incl. Unusual Items",3435.0,1030.0,2733.0,6527.0,3481.0,3481.0
Income Tax Expense,951.0,142.0,449.0,1798.0,393.0,393.0
Earnings From Continuing Operations,2484.0,888.0,2284.0,4729.0,3088.0,3088.0
Net Income to Company,2484.0,888.0,2284.0,4729.0,3088.0,3088.0
Minority Interest,(36.0),(46.0),(58.0),10.0,31.0,31.0
Net Income,2448.0,842.0,2226.0,4739.0,3119.0,3119.0
NI to Common Incl Extra Items,2448.0,842.0,2226.0,4739.0,3119.0,3119.0
NI to Common Excl. Extra Items,2448.0,842.0,2226.0,4739.0,3119.0,3119.0
Revenue Per Share,$20.91,$23.02,$23.03,$20.48,$19.26,$19.26
Basic EPS,$2.57,$0.84,$2.18,$4.53,$2.95,$2.95
Basic EPS - Continuing Ops,$2.57,$0.84,$2.18,$4.53,$2.95,$2.95
Basic Weighted Average Shares Outst.,951.3,1000.3,1020.0,1046.0,1058.0,1058.0
Diluted EPS,$2.55,$0.84,$2.17,$4.50,$2.93,$2.93
Diluted EPS - Continuing Ops,$2.55,$0.84,$2.17,$4.50,$2.93,$2.93
Diluted Weighted Average Shares Outst.,958.0,1008.0,1025.0,1054.0,1065.0,1065.0
Normalized Basic EPS,$2.22,$0.57,$1.57,$2.45,$2.17,$2.17
Normalized Diluted EPS,$2.20,$0.57,$1.56,$2.43,$2.15,$2.15
Dividend Per Share,$2.22,$2.30,$2.38,$2.46,$2.54,$2.54
Payout Ratio,85.95%,273.16%,108.94%,54.23%,86.09%,86.09%
EBITDA,7410.0,5985.0,7894.0,8933.0,9140.0,9140.0
EBITA,4537.0,2652.0,4434.0,5663.0,5284.0,5284.0
EBIT,4487.0,2528.0,4345.0,5602.0,5235.0,5235.0
EBITDAR,7811.0,6396.0,8317.0,,,
Effective Tax Rate,27.7%,13.8%,16.4%,27.5%,11.3%,11.3%
Normalized Net Income,2111.5,572.8,1599.5,2566.3,2294.8,2294.8
Interest Capitalized,128.0,89.0,72.0,74.0,81.0,81.0
Interest on Long-Term Debt,,,,12.0,11.0,11.0
