Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1662.2,1800.4,1775.7,1887.0,1923.7,1923.7
Total Revenues,1662.2,1800.4,1775.7,1887.0,1923.7,1923.7
Cost Of Revenues,895.0,941.7,871.1,951.7,976.7,976.7
Gross Profit,767.1,858.8,904.6,935.3,947.0,947.0
Selling General & Admin Expenses,322.4,373.9,389.1,417.6,379.7,379.7
R&D Expenses,147.5,170.7,175.0,203.6,210.2,210.2
Total Operating Expenses,470.0,544.6,564.1,621.2,589.9,589.9
Operating Income,297.1,314.2,340.5,314.1,357.1,357.1
Interest Expense,(18.1),(16.8),(16.1),(27.7),(27.2),(27.2)
Interest And Investment Income,1.4,1.8,3.9,2.7,0.6,0.6
Net Interest Expenses,(16.7),(15.0),(12.2),(25.1),(26.6),(26.6)
Currency Exchange Gains (Loss),(2.2),(0.2),,,,
Other Non Operating Income (Expenses),(0.9),4.3,0.7,(2.2),8.3,8.3
"EBT, Excl. Unusual Items",277.4,303.3,329.0,286.8,338.8,338.8
"EBT, Incl. Unusual Items",276.0,279.1,307.1,241.9,285.0,285.0
Income Tax Expense,109.3,171.8,24.7,70.3,72.4,72.4
Earnings From Continuing Operations,166.6,107.2,282.4,171.6,212.6,212.6
Net Income to Company,166.6,107.2,282.4,171.6,212.6,212.6
Net Income,166.6,107.2,282.4,171.6,212.6,212.6
NI to Common Incl Extra Items,166.6,107.2,282.4,171.6,212.6,212.6
NI to Common Excl. Extra Items,166.6,107.2,282.4,171.6,212.6,212.6
Revenue Per Share,$12.12,$13.10,$12.88,$13.98,$14.61,$14.61
Basic EPS,$1.22,$0.78,$2.05,$1.27,$1.61,$1.61
Basic EPS - Continuing Ops,$1.22,$0.78,$2.05,$1.27,$1.61,$1.61
Basic Weighted Average Shares Outst.,137.1,137.5,137.8,135.0,131.6,131.6
Diluted EPS,$1.20,$0.77,$2.01,$1.26,$1.60,$1.60
Diluted EPS - Continuing Ops,$1.20,$0.77,$2.01,$1.26,$1.60,$1.60
Diluted Weighted Average Shares Outst.,138.5,139.6,140.2,136.6,132.6,132.6
Normalized Basic EPS,$1.26,$1.38,$1.49,$1.33,$1.61,$1.61
Normalized Diluted EPS,$1.25,$1.36,$1.47,$1.31,$1.60,$1.60
Dividend Per Share,$0.48,$0.60,$0.64,$0.68,$0.68,$0.68
Payout Ratio,39.56%,77.04%,31.20%,53.44%,42.12%,42.12%
EBITDA,354.7,385.2,407.0,417.2,451.9,451.9
EBITA,315.5,341.7,365.2,371.6,404.7,404.7
EBIT,297.1,314.2,340.5,314.1,357.1,357.1
EBITDAR,363.7,399.1,420.3,432.0,466.7,466.7
Effective Tax Rate,39.6%,61.6%,8.0%,29.1%,25.4%,25.4%
Normalized Net Income,173.4,189.5,205.6,179.3,211.8,211.8
R&D Expense From Footnotes,147.5,170.7,175.0,203.6,210.2,210.2
Foreign Sales,,,,849.8,894.4,894.4
