Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3302.0,3357.0,3440.0,3610.0,3777.0,3777.0
Total Revenues,3302.0,3357.0,3440.0,3610.0,3777.0,3777.0
Operations And Maintenance,1411.0,1358.0,1463.0,1527.0,1601.0,1601.0
Depreciation & Amortization,470.0,492.0,545.0,582.0,604.0,604.0
Other Operating Expenses,274.0,279.0,273.0,281.0,275.0,275.0
Total Operating Expenses,2155.0,2129.0,2281.0,2390.0,2480.0,2480.0
Operating Income,1147.0,1228.0,1159.0,1220.0,1297.0,1297.0
"Interest Expense, Total",(339.0),(356.0),(350.0),(382.0),(395.0),(395.0)
Interest and Investment Income,14.0,14.0,,,,
Net Interest Expenses,(325.0),(342.0),(350.0),(382.0),(395.0),(395.0)
Other Non-Operating Inc. (Exp.),15.0,17.0,15.0,29.0,22.0,22.0
"EBT, Excl. Unusual Items",837.0,903.0,824.0,867.0,924.0,924.0
Impairment of Goodwill,,,(53.0),,,
Gain (Loss) on Sale of Assets,10.0,16.0,20.0,(34.0),,
Other Unusual Items,,(7.0),,,,
"EBT, Incl. Unusual Items",770.0,912.0,787.0,833.0,924.0,924.0
Income Tax Expense,302.0,486.0,222.0,212.0,215.0,215.0
Earnings From Continuing Operations,468.0,426.0,565.0,621.0,709.0,709.0
Net Income to Company,468.0,426.0,565.0,621.0,709.0,709.0
Minority Interest,,,2.0,,,
Net Income,468.0,426.0,567.0,621.0,709.0,709.0
NI to Common Incl Extra Items,468.0,426.0,567.0,621.0,709.0,709.0
NI to Common Excl. Extra Items,468.0,426.0,567.0,621.0,709.0,709.0
Revenue Per Share,$18.55,$18.86,$19.11,$19.94,$20.87,$20.87
Basic EPS,$2.63,$2.39,$3.15,$3.43,$3.92,$3.92
Basic EPS - Continuing Ops,$2.63,$2.39,$3.15,$3.43,$3.92,$3.92
Basic Weighted Average Shares Outst.,178.0,178.0,180.0,181.0,181.0,181.0
Diluted EPS,$2.62,$2.38,$3.15,$3.43,$3.91,$3.91
Diluted EPS - Continuing Ops,$2.62,$2.38,$3.15,$3.43,$3.91,$3.91
Diluted Weighted Average Shares Outst.,179.0,179.0,180.0,181.0,182.0,182.0
Normalized Basic EPS,$2.94,$3.17,$2.87,$2.99,$3.19,$3.19
Normalized Diluted EPS,$2.92,$3.15,$2.87,$2.99,$3.17,$3.17
Dividend Per Share,$1.47,$1.62,$1.78,$1.96,$2.15,$2.15
Payout Ratio,55.77%,67.84%,56.26%,56.84%,54.87%,54.87%
EBITDA,1617.0,1720.0,1704.0,1802.0,1901.0,1901.0
EBITA,1147.0,1232.0,1171.0,1234.0,1309.0,1309.0
EBIT,1147.0,1228.0,1159.0,1220.0,1297.0,1297.0
EBITDAR,1641.0,1749.0,1739.0,,,
Effective Tax Rate,39.2%,53.3%,28.2%,25.5%,23.3%,23.3%
Normalized Net Income,523.1,564.4,517.0,541.9,577.5,577.5
Interest Capitalized,6.0,8.0,13.0,13.0,13.0,13.0
