Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,31366.0,33558.0,35978.0,34438.0,33039.0,33039.0
Total Revenues,31366.0,33558.0,35978.0,34438.0,33039.0,33039.0
Fuel & Purchased Power,12640.0,14035.0,16670.0,15497.0,14104.0,14104.0
Operations And Maintenance,9417.0,9215.0,9097.0,8617.0,8838.0,8838.0
Depreciation & Amortization,3164.0,3566.0,3757.0,4023.0,4059.0,4059.0
Other Operating Expenses,1867.0,2031.0,2038.0,1796.0,1725.0,1725.0
Total Operating Expenses,27088.0,28847.0,31562.0,29933.0,28726.0,28726.0
Operating Income,4278.0,4711.0,4416.0,4505.0,4313.0,4313.0
"Interest Expense, Total","(1,536.0)","(1,560.0)","(1,554.0)","(1,616.0)","(1,635.0)","(1,635.0)"
Interest and Investment Income,13.0,,,,,
Net Interest Expenses,"(1,523.0)","(1,560.0)","(1,554.0)","(1,616.0)","(1,635.0)","(1,635.0)"
Allow. For Equity Funds Used For Const.,,73.0,69.0,85.0,104.0,104.0
Other Non-Operating Inc. (Exp.),263.0,983.0,(134.0),1129.0,802.0,802.0
"EBT, Excl. Unusual Items",2994.0,4175.0,2769.0,3920.0,3578.0,3578.0
Gain (Loss) on Sale of Assets,(48.0),216.0,56.0,32.0,24.0,24.0
Other Unusual Items,(3.0),233.0,,,,
"EBT, Incl. Unusual Items",1949.0,3743.0,2197.0,3802.0,2327.0,2327.0
Income Tax Expense,753.0,(126.0),118.0,774.0,373.0,373.0
Earnings From Continuing Operations,1196.0,3869.0,2079.0,3028.0,1954.0,1954.0
Net Income to Company,1196.0,3869.0,2079.0,3028.0,1954.0,1954.0
Minority Interest,(75.0),(90.0),(74.0),(92.0),9.0,9.0
Net Income,1121.0,3779.0,2005.0,2936.0,1963.0,1963.0
NI to Common Incl Extra Items,1121.0,3779.0,2005.0,2936.0,1963.0,1963.0
NI to Common Excl. Extra Items,1121.0,3779.0,2005.0,2936.0,1963.0,1963.0
Revenue Per Share,$33.95,$35.44,$37.21,$35.39,$33.85,$33.85
Basic EPS,$1.21,$3.99,$2.07,$3.02,$2.01,$2.01
Basic EPS - Continuing Ops,$1.21,$3.99,$2.07,$3.02,$2.01,$2.01
Basic Weighted Average Shares Outst.,924.0,947.0,967.0,973.0,976.0,976.0
Diluted EPS,$1.21,$3.98,$2.07,$3.01,$2.01,$2.01
Diluted EPS - Continuing Ops,$1.21,$3.98,$2.07,$3.01,$2.01,$2.01
Diluted Weighted Average Shares Outst.,927.0,949.0,969.0,974.0,977.0,977.0
Normalized Basic EPS,$1.94,$2.66,$1.71,$2.42,$2.30,$2.30
Normalized Diluted EPS,$1.94,$2.65,$1.71,$2.42,$2.30,$2.30
Dividend Per Share,$1.26,$1.31,$1.38,$1.45,$1.53,$1.53
Payout Ratio,104.01%,32.71%,66.43%,47.96%,76.01%,76.01%
EBITDA,8675.0,9398.0,9236.0,9528.0,9297.0,9297.0
EBITA,4811.0,5271.0,4977.0,5076.0,4905.0,4905.0
EBIT,4278.0,4711.0,4416.0,4505.0,4313.0,4313.0
EBITDAR,9452.0,10107.0,9906.0,10167.0,9832.0,9832.0
Effective Tax Rate,38.6%,NM,5.4%,20.4%,16.0%,16.0%
Normalized Net Income,1796.3,2519.4,1656.6,2358.0,2245.3,2245.3
Interest Capitalized,108.0,63.0,31.0,24.0,22.0,22.0
