Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,63339.0,74733.0,86086.0,111148.0,69779.0,69779.0
Other Revenues,178.0,320.0,198.0,127.0,118.0,118.0
Total Revenues,63517.0,75053.0,86284.0,111275.0,69897.0,69897.0
Cost Of Revenues,56815.0,67089.0,77047.0,99228.0,65733.0,65733.0
Gross Profit,6702.0,7964.0,9237.0,12047.0,4164.0,4164.0
Selling General & Admin Expenses,1605.0,1743.0,2085.0,3196.0,2721.0,2721.0
Depreciation & Amortization,2001.0,2114.0,2170.0,3225.0,3375.0,3375.0
Other Operating Expense/(Income),435.0,454.0,406.0,561.0,668.0,668.0
Total Operating Expenses,4041.0,4311.0,4661.0,6982.0,6764.0,6764.0
Operating Income,2661.0,3653.0,4576.0,5065.0,"(2,600.0)","(2,600.0)"
Interest Expense,(538.0),(625.0),(945.0),"(1,231.0)","(1,333.0)","(1,333.0)"
Interest And Investment Income,6.0,27.0,87.0,40.0,9.0,9.0
Net Interest Expenses,(532.0),(598.0),(858.0),"(1,191.0)","(1,324.0)","(1,324.0)"
Other Non Operating Income (Expenses),(24.0),(27.0),(18.0),(34.0),(39.0),(39.0)
"EBT, Excl. Unusual Items",1920.0,3334.0,3999.0,4152.0,"(4,898.0)","(4,898.0)"
"EBT, Incl. Unusual Items",1822.0,3344.0,3697.0,3233.0,"(13,612.0)","(13,612.0)"
Income Tax Expense,609.0,(460.0),764.0,784.0,"(2,430.0)","(2,430.0)"
Earnings From Continuing Operations,1213.0,3804.0,2933.0,2449.0,"(11,182.0)","(11,182.0)"
Earnings Of Discontinued Operations,,,673.0,806.0,1205.0,1205.0
Net Income to Company,1213.0,3804.0,3606.0,3255.0,"(9,977.0)","(9,977.0)"
Minority Interest,(39.0),(372.0),(826.0),(618.0),151.0,151.0
Net Income,1174.0,3432.0,2780.0,2637.0,"(9,826.0)","(9,826.0)"
Preferred Dividend and Other Adjustments,1.0,2.0,1.0,1.0,1.0,1.0
NI to Common Incl Extra Items,1173.0,3430.0,2779.0,2636.0,"(9,827.0)","(9,827.0)"
NI to Common Excl. Extra Items,1173.0,3430.0,2106.0,1830.0,"(11,032.0)","(11,032.0)"
Revenue Per Share,$120.30,$148.03,$166.57,$168.85,$107.70,$107.70
Basic EPS,$2.22,$6.77,$5.36,$4.00,($15.14),($15.14)
Basic EPS - Continuing Ops,$2.22,$6.77,$4.07,$2.78,($17.00),($17.00)
Basic Weighted Average Shares Outst.,528.0,507.0,518.0,659.0,649.0,649.0
Diluted EPS,$2.21,$6.70,$5.28,$3.97,($15.14),($15.14)
Diluted EPS - Continuing Ops,$2.21,$6.70,$4.00,$2.76,($17.00),($17.00)
Diluted Weighted Average Shares Outst.,530.0,512.0,526.0,664.0,649.0,649.0
Normalized Basic EPS,$2.20,$3.38,$3.23,$3.00,($4.48),($4.48)
Normalized Diluted EPS,$2.19,$3.34,$3.18,$2.98,($4.48),($4.48)
Dividend Per Share,$1.40,$1.62,$1.91,$2.17,$2.32,$2.32
Payout Ratio,61.24%,22.52%,34.32%,53.01%,NM,NM
EBITDA,4662.0,5767.0,6746.0,8290.0,775.0,775.0
EBITA,2661.0,3653.0,4576.0,5422.0,"(2,264.0)","(2,264.0)"
EBIT,2661.0,3653.0,4576.0,5065.0,"(2,600.0)","(2,600.0)"
EBITDAR,5032.0,,,9753.0,2124.0,2124.0
Effective Tax Rate,33.4%,NM,20.7%,24.2%,NM,NM
Normalized Net Income,1161.0,1711.8,1673.4,1977.0,"(2,910.3)","(2,910.3)"
Interest Capitalized,64.0,63.0,80.0,158.0,129.0,129.0
Interest on Long-Term Debt,,,,195.0,164.0,164.0
