Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5.94%,5.19%,(0.13%),(4.20%),0.00%
Total Revenues,5.94%,5.19%,(0.13%),(4.20%),0.00%
Cost Of Revenues,5.53%,10.13%,1.46%,(2.55%),0.00%
Gross Profit,6.83%,(5.27%),(4.05%),(8.50%),0.00%
Selling General & Admin Expenses,4.27%,5.02%,7.30%,(3.70%),0.00%
Total Operating Expenses,4.27%,5.02%,7.30%,(3.70%),0.00%
Operating Income,9.93%,(17.12%),(20.60%),(17.94%),0.00%
Interest Expense,-23.27%,(24.80%),(6.30%),(26.91%),0.00%
Net Interest Expenses,-23.27%,(24.80%),(6.30%),(19.70%),0.00%
Currency Exchange Gains (Loss),(663.88%),(14.51%),,,0.00%
Other Non Operating Income (Expenses),12.80%,(27.43%),613.13%,(44.34%),0.00%
"EBT, Excl. Unusual Items",10.44%,(18.28%),(18.91%),(21.62%),0.00%
"EBT, Incl. Unusual Items",6.18%,(20.39%),(28.56%),(22.04%),0.00%
Income Tax Expense,11.58%,(46.28%),(97.30%),"1,280.12%",0.00%
Earnings From Continuing Operations,4.41%,(11.27%),(13.91%),(30.74%),0.00%
Net Income to Company,4.41%,(11.27%),(13.91%),(30.74%),0.00%
Minority Interest,-4.68%,(3.18%),-88.58%,-63.33%,0.00%
Net Income,4.44%,(11.31%),(13.63%),(30.72%),0.00%
Preferred Dividend and Other Adjustments,(62.60%),"8,360.87%",,,
NI to Common Incl Extra Items,4.45%,(11.71%),(13.24%),(30.72%),0.00%
NI to Common Excl. Extra Items,4.45%,(11.71%),(13.24%),(30.72%),0.00%
Revenue Per Share,5.58%,5.11%,3.23%,(3.16%),0.00%
Basic EPS,4.12%,(11.80%),(10.34%),(29.98%),0.00%
Basic EPS - Continuing Ops,4.12%,(11.80%),(10.34%),(29.98%),0.00%
Basic Weighted Average Shares Outst.,0.34%,0.08%,(3.26%),(1.07%),0.00%
Diluted EPS,4.01%,(11.63%),(10.20%),(29.90%),0.00%
Diluted EPS - Continuing Ops,4.01%,(11.63%),(10.20%),(29.90%),0.00%
Diluted Weighted Average Shares Outst.,0.36%,(0.09%),(3.36%),(1.19%),0.00%
Normalized Basic EPS,10.09%,(18.42%),(15.85%),(20.79%),0.00%
Normalized Diluted EPS,10.11%,(18.25%),(15.82%),(20.60%),0.00%
EBITDA,9.73%,(8.98%),(11.04%),(9.03%),0.00%
EBITA,9.24%,(16.96%),(20.34%),(17.29%),0.00%
EBIT,9.93%,(17.12%),(20.60%),(17.94%),0.00%
EBITDAR,10.16%,(8.42%),(7.72%),(7.81%),
Effective Tax Rate,5.08%,(32.53%),(96.22%),"1,679.86%",0.00%
Normalized Net Income,10.50%,(18.35%),(18.60%),(21.59%),0.00%
Interest Capitalized,52.34%,25.06%,(32.48%),(11.81%),
Interest on Long-Term Debt,,,,(8.48%),
Foreign Sales,10.88%,12.26%,6.91%,(3.04%),
