Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3574.0,3722.0,4218.0,4485.0,4448.0,4448.0
Total Revenues,3574.0,3722.0,4218.0,4485.0,4448.0,4448.0
Cost Of Revenues,1932.0,2012.0,2237.0,2385.0,2445.0,2445.0
Gross Profit,1642.0,1710.0,1981.0,2100.0,2003.0,2003.0
Selling General & Admin Expenses,751.0,749.0,798.0,826.0,787.0,787.0
R&D Expenses,376.0,389.0,444.0,447.0,453.0,453.0
Total Operating Expenses,1356.0,1322.0,1339.0,1376.0,1318.0,1318.0
Operating Income,286.0,388.0,642.0,724.0,685.0,685.0
Interest Expense,(193.0),(162.0),(90.0),(86.0),(76.0),(76.0)
Net Interest Expenses,(193.0),(162.0),(90.0),(86.0),(76.0),(76.0)
Currency Exchange Gains (Loss),(5.0),(1.0),(5.0),(6.0),(18.0),(18.0)
Other Non Operating Income (Expenses),(4.0),(5.0),,(6.0),(2.0),(2.0)
"EBT, Excl. Unusual Items",84.0,220.0,547.0,626.0,589.0,589.0
"EBT, Incl. Unusual Items",(129.0),88.0,524.0,598.0,560.0,560.0
Income Tax Expense,8.0,71.0,103.0,54.0,56.0,56.0
Earnings From Continuing Operations,(137.0),17.0,421.0,544.0,504.0,504.0
Net Income to Company,(137.0),17.0,421.0,544.0,504.0,504.0
Net Income,(137.0),17.0,421.0,544.0,504.0,504.0
NI to Common Incl Extra Items,(137.0),17.0,421.0,544.0,504.0,504.0
NI to Common Excl. Extra Items,(137.0),17.0,421.0,544.0,504.0,504.0
Revenue Per Share,$69.29,$70.20,$78.71,$83.07,$83.23,$83.23
Basic EPS,($2.66),$0.32,$7.86,$10.08,$9.43,$9.43
Basic EPS - Continuing Ops,($2.66),$0.32,$7.86,$10.08,$9.43,$9.43
Basic Weighted Average Shares Outst.,51.6,53.0,53.6,54.0,53.4,53.4
Diluted EPS,($2.66),$0.32,$7.76,$9.97,$9.35,$9.35
Diluted EPS - Continuing Ops,($2.66),$0.32,$7.76,$9.97,$9.35,$9.35
Diluted Weighted Average Shares Outst.,51.6,53.7,54.3,54.6,53.9,53.9
Normalized Basic EPS,$1.02,$2.59,$6.38,$7.25,$6.89,$6.89
Normalized Diluted EPS,$1.02,$2.56,$6.30,$7.17,$6.83,$6.83
EBITDA,590.0,651.0,817.0,899.0,831.0,831.0
EBITA,515.0,572.0,739.0,827.0,763.0,763.0
EBIT,286.0,388.0,642.0,724.0,685.0,685.0
EBITDAR,629.0,685.0,850.0,965.0,900.0,900.0
Effective Tax Rate,NM,80.7%,19.7%,9.0%,10.0%,10.0%
Normalized Net Income,52.5,137.5,341.9,391.3,368.1,368.1
R&D Expense From Footnotes,376.0,389.0,444.0,447.0,453.0,453.0
Foreign Sales,1624.0,3722.0,4467.0,4851.0,4857.0,4857.0
