Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,19495.0,21743.0,23306.0,22376.0,20580.0,20580.0
Total Revenues,19495.0,21743.0,23306.0,22376.0,20580.0,20580.0
Cost Of Revenues,13400.0,14802.0,15555.0,15268.0,14373.0,14373.0
Gross Profit,6095.0,6941.0,7751.0,7108.0,6207.0,6207.0
Selling General & Admin Expenses,3331.0,3585.0,3784.0,3243.0,3030.0,3030.0
Depreciation & Amortization,1124.0,1343.0,1328.0,1306.0,1287.0,1287.0
Other Operating Expense/(Income),154.0,169.0,171.0,170.0,171.0,171.0
Total Operating Expenses,4609.0,5097.0,5283.0,4719.0,4488.0,4488.0
Operating Income,1486.0,1844.0,2468.0,2389.0,1719.0,1719.0
Interest Expense,(695.0),(758.0),(734.0),(706.0),(600.0),(600.0)
Interest And Investment Income,175.0,186.0,198.0,215.0,156.0,156.0
Net Interest Expenses,(520.0),(572.0),(536.0),(491.0),(444.0),(444.0)
"EBT, Excl. Unusual Items",1164.0,1449.0,2268.0,2148.0,1352.0,1352.0
"EBT, Incl. Unusual Items",993.0,1025.0,2117.0,1854.0,727.0,727.0
Income Tax Expense,193.0,"(1,085.0)",445.0,634.0,245.0,245.0
Earnings From Continuing Operations,800.0,2110.0,1672.0,1220.0,482.0,482.0
Earnings Of Discontinued Operations,102.0,34.0,345.0,,,
Net Income to Company,902.0,2144.0,2017.0,1220.0,482.0,482.0
Minority Interest,2.0,,(5.0),5.0,,
Net Income,904.0,2144.0,2012.0,1225.0,482.0,482.0
NI to Common Incl Extra Items,904.0,2144.0,2012.0,1225.0,482.0,482.0
NI to Common Excl. Extra Items,802.0,2110.0,1667.0,1225.0,482.0,482.0
Revenue Per Share,$47.42,$52.68,$56.97,$56.61,$52.37,$52.37
Basic EPS,$2.20,$5.20,$4.92,$3.10,$1.23,$1.23
Basic EPS - Continuing Ops,$1.95,$5.11,$4.07,$3.10,$1.23,$1.23
Basic Weighted Average Shares Outst.,411.1,412.7,409.1,395.3,393.0,393.0
Diluted EPS,$2.18,$5.13,$4.85,$3.07,$1.22,$1.22
Diluted EPS - Continuing Ops,$1.93,$5.05,$4.02,$3.07,$1.22,$1.22
Diluted Weighted Average Shares Outst.,415.6,417.7,414.2,398.8,395.7,395.7
Normalized Basic EPS,$1.77,$2.19,$3.45,$3.41,$2.15,$2.15
Normalized Diluted EPS,$1.76,$2.17,$3.41,$3.38,$2.14,$2.14
Dividend Per Share,$1.78,$1.86,$1.93,$2.01,$2.05,$2.05
Payout Ratio,81.08%,35.87%,39.21%,64.98%,167.22%,167.22%
EBITDA,2610.0,3187.0,3727.0,3647.0,2979.0,2979.0
EBITA,1486.0,1844.0,2527.0,2447.0,1779.0,1779.0
EBIT,1486.0,1844.0,2468.0,2389.0,1719.0,1719.0
EBITDAR,2760.0,,,3908.0,3237.0,3237.0
Effective Tax Rate,19.4%,NM,21.0%,34.2%,33.7%,33.7%
Normalized Net Income,729.5,905.6,1412.5,1347.5,845.0,845.0
Interest Capitalized,28.0,25.0,30.0,29.0,31.0,31.0
Interest on Long-Term Debt,,,,34.0,36.0,36.0
R&D Expense From Footnotes,20.0,28.0,,,,
Foreign Sales,5132.0,5496.0,5697.0,5428.0,4433.0,4433.0
