Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3771.0,4707.0,5207.0,5249.0,4876.0,4876.0
Total Revenues,3771.0,4707.0,5207.0,5249.0,4876.0,4876.0
Cost Of Revenues,2280.0,2860.0,3181.0,3198.0,3040.0,3040.0
Gross Profit,1491.0,1847.0,2026.0,2051.0,1836.0,1836.0
Selling General & Admin Expenses,895.0,1086.0,1150.0,1165.0,1158.0,1158.0
R&D Expenses,110.0,181.0,189.0,191.0,187.0,187.0
Total Operating Expenses,1005.0,1267.0,1339.0,1356.0,1345.0,1345.0
Operating Income,486.0,580.0,687.0,695.0,491.0,491.0
Interest Expense,(70.0),(82.0),(82.0),(67.0),(77.0),(77.0)
Interest And Investment Income,2.0,3.0,4.0,5.0,7.0,7.0
Net Interest Expenses,(68.0),(79.0),(78.0),(62.0),(70.0),(70.0)
Other Non Operating Income (Expenses),(3.0),(3.0),(3.0),(5.0),1.0,1.0
"EBT, Excl. Unusual Items",418.0,501.0,611.0,631.0,424.0,424.0
"EBT, Incl. Unusual Items",340.0,466.0,585.0,416.0,285.0,285.0
Income Tax Expense,80.0,136.0,36.0,15.0,31.0,31.0
Earnings From Continuing Operations,260.0,330.0,549.0,401.0,254.0,254.0
Net Income to Company,260.0,330.0,549.0,401.0,254.0,254.0
Minority Interest,,1.0,,,,
Net Income,260.0,331.0,549.0,401.0,254.0,254.0
NI to Common Incl Extra Items,260.0,331.0,549.0,401.0,254.0,254.0
NI to Common Excl. Extra Items,260.0,331.0,549.0,401.0,254.0,254.0
Revenue Per Share,$21.05,$26.20,$28.96,$29.16,$27.07,$27.07
Basic EPS,$1.45,$1.84,$3.05,$2.23,$1.41,$1.41
Basic EPS - Continuing Ops,$1.45,$1.84,$3.05,$2.23,$1.41,$1.41
Basic Weighted Average Shares Outst.,179.1,179.6,179.8,180.0,180.1,180.1
Diluted EPS,$1.45,$1.83,$3.03,$2.21,$1.40,$1.40
Diluted EPS - Continuing Ops,$1.45,$1.83,$3.03,$2.21,$1.40,$1.40
Diluted Weighted Average Shares Outst.,180.0,180.9,181.1,181.2,181.1,181.1
Normalized Basic EPS,$1.46,$1.75,$2.12,$2.19,$1.47,$1.47
Normalized Diluted EPS,$1.45,$1.74,$2.11,$2.18,$1.46,$1.46
Dividend Per Share,$0.62,$0.72,$0.84,$0.96,$1.04,$1.04
Payout Ratio,43.08%,39.27%,27.69%,43.39%,74.02%,74.02%
EBITDA,637.0,814.0,948.0,952.0,742.0,742.0
EBITA,550.0,705.0,831.0,835.0,625.0,625.0
EBIT,486.0,580.0,687.0,695.0,491.0,491.0
EBITDAR,700.0,884.0,1029.0,1056.0,843.0,843.0
Effective Tax Rate,23.5%,29.2%,6.2%,3.6%,10.9%,10.9%
Normalized Net Income,261.3,314.1,381.9,394.4,265.0,265.0
R&D Expense From Footnotes,110.0,181.0,189.0,191.0,197.0,197.0
Foreign Sales,2197.0,2546.0,2783.0,2695.0,2579.0,2579.0
