Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,31.35%,11.64%,4.34%,8.48%,16.34%
Total Revenues,31.35%,11.64%,4.34%,8.48%,16.34%
Cost Of Revenues,26.47%,10.50%,4.09%,13.48%,21.06%
Gross Profit,35.11%,12.47%,4.51%,4.93%,12.99%
Selling General & Admin Expenses,34.25%,8.68%,(0.52%),0.47%,3.36%
R&D Expenses,51.39%,5.27%,4.96%,(2.03%),5.84%
Total Operating Expenses,51.60%,8.35%,(1.27%),1.38%,3.78%
Operating Income,(8.70%),30.63%,25.66%,15.14%,38.79%
Interest Expense,(109.74%),-8.63%,-18.89%,-18.51%,-13.95%
Interest And Investment Income,25.25%,(15.32%),(10.48%),(51.06%),(48.31%)
Net Interest Expenses,(134.94%),-7.56%,-20.11%,-13.19%,-8.38%
Currency Exchange Gains (Loss),,,-75.00%,,
Other Non Operating Income (Expenses),"4,400.00%",,(61.90%),,
"EBT, Excl. Unusual Items",(6.48%),37.15%,37.09%,20.64%,46.50%
"EBT, Incl. Unusual Items",57.89%,28.78%,41.91%,21.85%,56.40%
Income Tax Expense,436.57%,(71.30%),(27.64%),27.44%,26.78%
Earnings From Continuing Operations,(66.79%),561.19%,57.97%,21.26%,60.72%
Earnings Of Discontinued Operations,(63.20%),(72.58%),,,(80.00%)
Net Income to Company,(65.93%),396.44%,55.70%,21.91%,59.93%
Net Income,(65.93%),396.44%,55.70%,21.91%,59.93%
Preferred Dividend and Other Adjustments,28.57%,66.67%,40.00%,4.76%,10.00%
NI to Common Incl Extra Items,(66.40%),402.78%,55.80%,22.01%,60.21%
NI to Common Excl. Extra Items,(67.42%),574.13%,58.09%,21.36%,61.01%
Revenue Per Share,11.48%,10.51%,3.77%,8.14%,15.92%
Basic EPS,(71.39%),395.72%,54.74%,21.88%,59.64%
Basic EPS - Continuing Ops,(72.15%),559.56%,57.09%,21.22%,60.43%
Basic Weighted Average Shares Outst.,17.81%,1.03%,0.57%,0.28%,0.36%
Diluted EPS,(71.39%),392.30%,54.89%,21.53%,60.30%
Diluted EPS - Continuing Ops,(72.15%),555.00%,57.25%,20.87%,61.09%
Diluted Weighted Average Shares Outst.,17.94%,1.20%,0.62%,0.28%,0.38%
Normalized Basic EPS,(20.44%),36.34%,36.41%,20.04%,45.98%
Normalized Diluted EPS,(20.85%),35.42%,36.67%,19.97%,45.95%
Dividend Per Share,2.38%,7.41%,13.79%,15.91%,19.12%
Payout Ratio,252.62%,(78.49%),(26.14%),(7.50%),
EBITDA,30.38%,19.46%,10.13%,13.31%,26.87%
EBITA,30.39%,22.45%,12.35%,13.70%,(1.38%)
EBIT,(8.70%),30.63%,25.66%,15.14%,38.79%
EBITDAR,,,,12.98%,
Effective Tax Rate,239.84%,(77.71%),(49.01%),4.54%,(18.94%)
Normalized Net Income,(6.48%),37.15%,37.09%,20.64%,46.50%
R&D Expense From Footnotes,56.19%,1.77%,6.09%,(0.82%),6.39%
Foreign Sales,23.32%,11.41%,3.89%,5.27%,
