Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10776.0,12497.0,14950.0,16883.0,15301.0,15301.0
Total Revenues,10776.0,12497.0,14950.0,16883.0,15301.0,15301.0
Gross Profit,10776.0,12497.0,14950.0,16883.0,15301.0,15301.0
Selling General & Admin Expenses,4526.0,5252.0,6073.0,6694.0,6559.0,6559.0
Depreciation & Amortization,373.0,436.0,459.0,522.0,580.0,580.0
Total Operating Expenses,4899.0,5688.0,6532.0,7216.0,7139.0,7139.0
Operating Income,5877.0,6809.0,8418.0,9667.0,8162.0,8162.0
Interest Expense,(95.0),(154.0),(186.0),(224.0),(380.0),(380.0)
Interest And Investment Income,43.0,56.0,122.0,97.0,24.0,24.0
Net Interest Expenses,(52.0),(98.0),(64.0),(127.0),(356.0),(356.0)
Other Non Operating Income (Expenses),(62.0),(7.0),(22.0),24.0,(3.0),(3.0)
"EBT, Excl. Unusual Items",5763.0,6704.0,8332.0,9564.0,7803.0,7803.0
"EBT, Incl. Unusual Items",5646.0,6522.0,7204.0,9731.0,7760.0,7760.0
Income Tax Expense,1587.0,2607.0,1345.0,1613.0,1349.0,1349.0
Earnings From Continuing Operations,4059.0,3915.0,5859.0,8118.0,6411.0,6411.0
Net Income to Company,4059.0,3915.0,5859.0,8118.0,6411.0,6411.0
Net Income,4059.0,3915.0,5859.0,8118.0,6411.0,6411.0
NI to Common Incl Extra Items,4059.0,3915.0,5859.0,8118.0,6411.0,6411.0
NI to Common Excl. Extra Items,4059.0,3915.0,5859.0,8118.0,6411.0,6411.0
Revenue Per Share,$9.81,$11.71,$14.36,$16.60,$15.27,$15.27
Basic EPS,$3.70,$3.67,$5.63,$7.98,$6.40,$6.40
Basic EPS - Continuing Ops,$3.70,$3.67,$5.63,$7.98,$6.40,$6.40
Basic Weighted Average Shares Outst.,1098.0,1067.0,1041.0,1017.0,1002.0,1002.0
Diluted EPS,$3.69,$3.65,$5.60,$7.94,$6.37,$6.37
Diluted EPS - Continuing Ops,$3.69,$3.65,$5.60,$7.94,$6.37,$6.37
Diluted Weighted Average Shares Outst.,1101.0,1072.0,1047.0,1022.0,1006.0,1006.0
Normalized Basic EPS,$3.28,$3.93,$5.00,$5.88,$4.87,$4.87
Normalized Diluted EPS,$3.27,$3.91,$4.97,$5.85,$4.85,$4.85
Dividend Per Share,$0.79,$0.91,$1.08,$1.39,$1.64,$1.64
Payout Ratio,20.62%,24.06%,17.82%,16.57%,25.04%,25.04%
EBITDA,6250.0,7246.0,8877.0,10189.0,8742.0,8742.0
EBITA,6098.0,7061.0,8668.0,9952.0,8465.0,8465.0
EBIT,5877.0,6809.0,8418.0,9667.0,8162.0,8162.0
EBITDAR,6331.0,7345.0,8991.0,,,
Effective Tax Rate,28.1%,40.0%,18.7%,16.6%,17.4%,17.4%
Normalized Net Income,3601.9,4190.0,5207.5,5977.5,4876.9,4876.9
Foreign Sales,,8123.1,14950.0,16883.0,15301.0,15301.0
