Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,948.5,984.3,1035.1,1138.1,1236.1,1215.8
Other Revenue,4.5,31.3,(5.1),137.9,18.8,18.8
Total Revenues,964.4,1027.0,1041.8,1290.1,1260.0,1240.0
Property Expenses,295.1,306.7,324.8,356.1,410.0,414.0
Selling General & Admin Exp.,61.5,61.0,53.7,67.0,70.7,68.5
Depreciation & Amortization,425.6,436.5,435.7,507.9,618.6,607.8
Other Operating Expenses,2.1,2.9,12.1,5.0,9.8,9.3
Total Operating Expenses,784.3,807.0,826.2,935.9,1109.2,1099.6
Operating Income,180.1,220.1,215.6,354.1,150.8,140.4
Total Interest Expense,(123.0),(128.7),(134.2),(170.9),(202.7),(199.6)
Interest and Investment Income,1.8,1.8,4.1,14.0,9.1,8.5
Net Interest Expenses,(121.2),(126.9),(130.1),(156.9),(193.6),(191.1)
Other Non Operating Income,0.1,0.2,2.6,1.4,(2.8),(49.1)
"EBT, Excl. Unusual Items",59.0,93.3,88.2,198.6,(45.6),(98.3)
Gain (Loss) on Sale of Assets,226.2,43.4,136.2,5.3,119.3,170.1
Other Unusual Items,(0.7),(4.3),(2.1),(0.5),(2.1),(2.1)
"EBT, Incl. Unusual Items",332.0,132.4,222.2,203.4,71.5,69.7
Income Tax Expense,11.6,(0.2),0.7,3.8,2.5,3.0
Earnings From Continuing Operations,320.4,132.7,221.5,199.6,69.0,66.7
Net Income to Company,320.4,132.7,221.5,199.6,69.0,66.7
Minority Interest,(27.7),(11.1),(18.4),(14.6),(4.7),(4.6)
Net Income,292.7,121.6,203.1,185.0,64.3,62.1
Pref. Dividends and Other Adj.,3.7,3.7,3.9,4.1,4.2,4.2
NI to Common Incl Extra Items,289.0,117.9,199.2,180.9,60.0,57.9
NI to Common Excl. Extra Items,289.0,117.9,199.2,180.9,60.0,57.9
Revenue Per Share,$3.63,$3.85,$3.88,$4.52,$4.28,$4.20
Basic EPS,$1.09,$0.44,$0.74,$0.63,$0.20,$0.20
Basic EPS - Continuing Ops,$1.09,$0.44,$0.74,$0.63,$0.20,$0.20
Basic Weighted Average Shares Outst.,265.4,267.0,268.2,285.2,294.5,295.1
Diluted EPS,$1.08,$0.44,$0.74,$0.63,$0.20,$0.20
Diluted EPS - Continuing Ops,$1.08,$0.44,$0.74,$0.63,$0.20,$0.20
Diluted Weighted Average Shares Outst.,267.3,268.8,269.5,286.0,294.9,295.4
Normalized Basic EPS,$0.03,$0.18,$0.14,$0.38,($0.11),($0.22)
Normalized Diluted EPS,$0.03,$0.18,$0.14,$0.38,($0.11),($0.22)
Dividend Per Share,$1.18,$1.24,$1.29,$1.37,$1.44,$1.44
Payout Ratio,106.81%,272.71%,170.39%,209.31%,659.08%,
FFO,527.1,538.9,570.3,629.3,589.5,589.5
FFO Payout Ratio %,58.61%,60.82%,60.02%,60.88%,71.13%,
FFO (Diluted),530.8,542.6,574.1,633.4,593.8,593.8
AFFO,476.9,505.1,530.9,593.1,591.7,
Funds Available for Distribution,476.9,505.1,530.9,593.1,591.7,
AFFO (Diluted),480.7,508.8,534.8,597.2,595.9,595.9
FFO Per Share (Basic),$1.81,$1.85,$1.95,$2.04,$1.86,
FFO Shares (Basic),290.5,291.8,292.7,308.0,316.9,
FFO Per Share (Diluted),$1.80,$1.83,$1.93,$2.03,$1.85,
FFO Shares (Diluted),295.5,296.7,297.0,311.8,320.2,
Adjusted FFO Per Share (Basic),$1.64,$1.73,$1.81,$1.93,$1.87,
Adjusted FFO Per Share (Diluted),$1.63,$1.72,$1.80,$1.92,$1.86,
EBITDA,605.7,656.5,651.3,861.0,765.9,751.8
EBITA,180.1,220.1,215.6,354.1,200.0,140.4
EBIT,180.1,220.1,215.6,354.1,150.8,140.4
EBITDAR,611.5,662.9,,870.0,778.9,
Effective Tax Rate,3.5%,NM,0.3%,1.9%,3.6%,4.3%
Normalized Net Income,9.2,47.2,36.7,109.5,(33.2),(66.0)
Interest Capitalized,16.5,18.6,10.6,5.1,7.0,
