Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,13.49%,17.59%,0.46%,23.74%,0.00%
Total Revenues,13.49%,17.59%,0.46%,23.74%,0.00%
Cost Of Revenues,15.16%,17.96%,0.90%,24.82%,0.00%
Gross Profit,3.87%,15.23%,(2.45%),16.39%,0.00%
Selling General & Admin Expenses,6.05%,2.38%,(2.96%),(58.10%),0.00%
Depreciation & Amortization,5.37%,9.55%,(5.68%),11.79%,0.00%
Other Operating Expense/(Income),2.60%,25.19%,4.46%,9.43%,0.00%
Total Operating Expenses,3.80%,17.65%,1.27%,(0.71%),0.00%
Operating Income,3.89%,14.41%,(3.75%),22.66%,0.00%
Interest And Investment Income,14.02%,45.05%,19.06%,(54.33%),0.00%
Net Interest Expenses,14.02%,45.05%,19.06%,(54.33%),0.00%
Other Non Operating Income (Expenses),0.35%,(49.07%),141.06%,(9.32%),0.00%
"EBT, Excl. Unusual Items",4.04%,14.52%,(2.75%),20.20%,0.00%
"EBT, Incl. Unusual Items",4.62%,13.88%,(2.75%),20.20%,0.00%
Income Tax Expense,(10.27%),(13.00%),2.64%,26.78%,0.00%
Earnings From Continuing Operations,13.37%,26.39%,(4.48%),17.94%,0.00%
Net Income to Company,13.37%,26.39%,(4.48%),17.94%,0.00%
Minority Interest,-39.86%,(53.28%),(1.89%),(27.95%),0.00%
Net Income,13.59%,26.33%,(4.50%),17.91%,0.00%
NI to Common Incl Extra Items,13.59%,26.33%,(4.50%),17.91%,0.00%
NI to Common Excl. Extra Items,13.59%,26.33%,(4.50%),17.91%,0.00%
Revenue Per Share,14.78%,21.05%,2.35%,25.62%,0.00%
Basic EPS,14.71%,30.04%,(2.69%),19.87%,0.00%
Basic EPS - Continuing Ops,14.71%,30.04%,(2.69%),19.87%,0.00%
Basic Weighted Average Shares Outst.,(1.12%),(2.85%),(1.86%),(1.50%),0.00%
Diluted EPS,13.98%,29.37%,(2.59%),20.06%,0.00%
Diluted EPS - Continuing Ops,13.98%,29.37%,(2.59%),20.06%,0.00%
Diluted Weighted Average Shares Outst.,(0.57%),(2.11%),(2.04%),(1.90%),0.00%
Normalized Basic EPS,5.33%,17.59%,(1.00%),22.04%,0.00%
Normalized Diluted EPS,4.82%,17.02%,(0.85%),22.32%,0.00%
Dividend Per Share,5.00%,7.14%,11.11%,4.00%,0.00%
Payout Ratio,(8.71%),(17.49%),13.87%,(13.02%),0.00%
EBITDA,3.99%,14.08%,(3.87%),21.98%,0.00%
EBITA,3.89%,14.41%,(3.75%),22.66%,0.00%
EBIT,3.89%,14.41%,(3.75%),22.66%,0.00%
EBITDAR,4.52%,15.40%,(1.55%),20.56%,
Effective Tax Rate,(14.24%),(23.61%),5.55%,5.46%,0.00%
Normalized Net Income,4.22%,14.43%,(2.77%),20.18%,0.00%
Foreign Earnings,0.71%,15.16%,(8.86%),37.46%,
Foreign Sales,17.89%,14.73%,(8.45%),34.33%,
