Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7528.0,9614.0,6277.0,7564.0,7418.0,7418.0
Total Revenues,7528.0,9614.0,6277.0,7564.0,7418.0,7418.0
Operations And Maintenance,2010.0,2136.0,2245.0,2562.0,2683.0,2683.0
Depreciation & Amortization,1126.0,1036.0,1230.0,1225.0,1189.0,1189.0
Other Operating Expenses,3441.0,5371.0,1961.0,2550.0,2305.0,2305.0
Total Operating Expenses,6577.0,8543.0,5436.0,6369.0,6200.0,6200.0
Operating Income,951.0,1071.0,841.0,1195.0,1218.0,1218.0
"Interest Expense, Total",(429.0),(390.0),(420.0),(567.0),(529.0),(529.0)
Interest and Investment Income,23.0,2.0,56.0,44.0,8.0,8.0
Net Interest Expenses,(406.0),(388.0),(364.0),(523.0),(521.0),(521.0)
Other Non-Operating Inc. (Exp.),(393.0),108.0,(211.0),(228.0),4.0,4.0
"EBT, Excl. Unusual Items",360.0,1056.0,573.0,674.0,(727.0),(727.0)
Impairment of Goodwill,,,,,(185.0),(185.0)
Other Unusual Items,,,,(2.0),(2.0),(2.0)
"EBT, Incl. Unusual Items",686.0,1063.0,551.0,774.0,(865.0),(865.0)
Income Tax Expense,254.0,(729.0),155.0,92.0,(274.0),(274.0)
Earnings From Continuing Operations,432.0,1792.0,396.0,682.0,(591.0),(591.0)
Earnings Of Discontinued Operations,,,(28.0),109.0,(182.0),(182.0)
Net Income to Company,432.0,1792.0,368.0,791.0,(773.0),(773.0)
Net Income,432.0,1792.0,368.0,791.0,(773.0),(773.0)
Pref. Dividends and Other Adj.,,,35.0,117.0,176.0,176.0
NI to Common Incl Extra Items,432.0,1792.0,333.0,674.0,(949.0),(949.0)
NI to Common Excl. Extra Items,432.0,1792.0,361.0,565.0,(767.0),(767.0)
Revenue Per Share,$17.48,$22.31,$13.99,$15.07,$13.97,$13.97
Basic EPS,$1.00,$4.16,$0.74,$1.34,($1.79),($1.79)
Basic EPS - Continuing Ops,$1.00,$4.16,$0.80,$1.13,($1.44),($1.44)
Basic Weighted Average Shares Outst.,430.6,431.0,448.8,502.1,531.0,531.0
Diluted EPS,$1.00,$4.13,$0.74,$1.34,($1.79),($1.79)
Diluted EPS - Continuing Ops,$1.00,$4.13,$0.80,$1.12,($1.45),($1.45)
Diluted Weighted Average Shares Outst.,433.6,434.3,452.5,505.2,531.0,531.0
Normalized Basic EPS,$0.52,$1.53,$0.80,$0.84,($0.86),($0.86)
Normalized Diluted EPS,$0.52,$1.52,$0.79,$0.83,($0.86),($0.86)
Dividend Per Share,$1.03,$1.07,$1.11,$1.15,$0.74,$0.74
Payout Ratio,102.55%,25.73%,138.59%,87.86%,NM,NM
EBITDA,2081.0,2120.0,1540.0,2173.0,2254.0,2254.0
EBITA,955.0,1084.0,917.0,1294.0,1293.0,1293.0
EBIT,951.0,1071.0,841.0,1195.0,1218.0,1218.0
EBITDAR,2091.0,,,2205.0,2277.0,2277.0
Effective Tax Rate,37.0%,NM,28.1%,11.9%,NM,NM
Normalized Net Income,225.0,660.0,358.1,421.3,(454.4),(454.4)
Interest Capitalized,8.0,9.0,8.0,36.0,27.0,27.0
Interest on Long-Term Debt,91.0,77.0,59.0,39.0,28.0,28.0
