Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,2987.0,3256.0,4601.0,5513.0,5372.0,5372.0
Total Interest And Dividend Income,4874.0,4990.0,5085.0,5223.0,5510.0,5510.0
Gain (Loss) on Sale of Investments,(339.0),(170.0),(64.0),(59.0),(78.0),(78.0)
Other Revenues,5808.0,6181.0,6802.0,6581.0,6635.0,6635.0
Total Revenues,13330.0,14257.0,16424.0,17258.0,17439.0,17439.0
Policy Benefits,7256.0,7750.0,9403.0,10660.0,11600.0,11600.0
Policy Acquisition / Underwriting Costs,1840.0,1636.0,1854.0,2009.0,2027.0,2027.0
Amort. of Goodwill and Intangibles,4.0,4.0,9.0,26.0,37.0,37.0
Selling General & Admin Expenses,2105.0,2204.0,2418.0,2691.0,2565.0,2565.0
Other Operating Expenses,328.0,332.0,397.0,431.0,415.0,415.0
Total Operating Expenses,11533.0,11926.0,14081.0,15817.0,16644.0,16644.0
Operating Income,1797.0,2331.0,2343.0,1441.0,795.0,795.0
"Interest Expense, Total",(331.0),(253.0),(297.0),(326.0),(284.0),(284.0)
"EBT, Excl. Unusual Items",1466.0,2078.0,2046.0,1115.0,511.0,511.0
Restructuring Charges,(8.0),(43.0),(76.0),(66.0),(68.0),(68.0)
Total Merger & Rel. Restruct. Charges,,,(85.0),(130.0),(20.0),(20.0)
Impairment of Goodwill,,(905.0),,,,
"EBT, Incl. Unusual Items",1458.0,1130.0,1885.0,919.0,423.0,423.0
Income Tax Expense,266.0,(949.0),244.0,33.0,(76.0),(76.0)
Earnings From Continuing Operations,1192.0,2079.0,1641.0,886.0,499.0,499.0
Net Income to Company,1192.0,2079.0,1641.0,886.0,499.0,499.0
Net Income,1192.0,2079.0,1641.0,886.0,499.0,499.0
NI to Common Incl Extra Items,1192.0,2079.0,1641.0,886.0,499.0,499.0
NI to Common Excl. Extra Items,1192.0,2079.0,1641.0,886.0,499.0,499.0
Revenue Per Share,$56.92,$64.18,$76.06,$86.03,$90.07,$90.07
Basic EPS,$5.09,$9.36,$7.60,$4.42,$2.58,$2.58
Basic EPS - Continuing Ops,$5.09,$9.36,$7.60,$4.42,$2.58,$2.58
Basic Weighted Average Shares Outst.,234.2,222.1,215.9,200.6,193.6,193.6
Diluted EPS,$5.03,$9.22,$7.39,$4.38,$2.56,$2.56
Diluted EPS - Continuing Ops,$5.03,$9.22,$7.39,$4.38,$2.56,$2.56
Diluted Weighted Average Shares Outst.,236.8,226.2,219.6,202.1,194.5,194.5
Normalized Basic EPS,$3.91,$5.85,$5.92,$3.47,$1.65,$1.65
Normalized Diluted EPS,$3.87,$5.74,$5.82,$3.45,$1.64,$1.64
Dividend Per Share,$1.04,$1.20,$1.36,$1.51,$1.62,$1.62
Payout Ratio,19.97%,12.60%,17.61%,34.20%,62.32%,62.32%
EBITDA,1801.0,2335.0,2347.0,1512.0,852.0,852.0
EBITA,1801.0,2335.0,2347.0,1445.0,799.0,799.0
EBIT,1797.0,2331.0,2343.0,1441.0,795.0,795.0
EBITDAR,1845.0,2378.0,2397.0,1566.0,902.0,902.0
Effective Tax Rate,18.2%,NM,12.9%,3.6%,NM,NM
Normalized Net Income,916.3,1298.8,1278.8,696.9,319.4,319.4
Interest on Long-Term Debt,,,,13.0,6.0,6.0
