Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,8357.7,8597.1,8986.1,9365.6,9378.1,9378.1
Total Interest And Dividend Income,2447.6,2426.2,2417.7,2400.3,2345.5,2345.5
Gain (Loss) on Sale of Investments,24.2,40.3,(39.5),(13.1),1185.8,1185.8
Other Revenues,217.0,223.2,234.2,246.1,252.7,252.7
Total Revenues,11046.5,11286.8,11598.5,11998.9,13162.1,13162.1
Policy Benefits,6941.8,7055.7,8020.4,7496.2,8972.9,8972.9
Policy Acquisition / Underwriting Costs,927.3,959.9,1005.9,1074.0,1087.2,1087.2
Other Operating Expenses,824.6,855.0,891.2,943.6,996.6,996.6
Total Operating Expenses,9532.8,9722.9,10803.4,10412.1,12009.9,12009.9
Operating Income,1513.7,1563.9,795.1,1586.8,1152.2,1152.2
"Interest Expense, Total",(166.0),(159.9),(167.3),(177.4),(188.2),(188.2)
"EBT, Excl. Unusual Items",1347.7,1404.0,627.8,1409.4,964.0,964.0
Other Unusual Items,,,,(27.3),,
"EBT, Incl. Unusual Items",1347.7,1404.0,627.8,1382.1,964.0,964.0
Income Tax Expense,416.3,409.8,104.4,281.8,171.0,171.0
Earnings From Continuing Operations,931.4,994.2,523.4,1100.3,793.0,793.0
Net Income to Company,931.4,994.2,523.4,1100.3,793.0,793.0
Net Income,931.4,994.2,523.4,1100.3,793.0,793.0
NI to Common Incl Extra Items,931.4,994.2,523.4,1100.3,793.0,793.0
NI to Common Excl. Extra Items,931.4,994.2,523.4,1100.3,793.0,793.0
Revenue Per Share,$46.92,$49.83,$52.81,$57.21,$64.63,$64.63
Basic EPS,$3.96,$4.39,$2.38,$5.25,$3.89,$3.89
Basic EPS - Continuing Ops,$3.96,$4.39,$2.38,$5.25,$3.89,$3.89
Basic Weighted Average Shares Outst.,235.4,226.5,219.6,209.7,203.6,203.6
Diluted EPS,$3.95,$4.37,$2.38,$5.24,$3.89,$3.89
Diluted EPS - Continuing Ops,$3.95,$4.37,$2.38,$5.24,$3.89,$3.89
Diluted Weighted Average Shares Outst.,236.0,227.3,220.1,209.9,203.8,203.8
Normalized Basic EPS,$3.58,$3.87,$1.79,$4.20,$2.96,$2.96
Normalized Diluted EPS,$3.57,$3.86,$1.78,$4.20,$2.96,$2.96
Dividend Per Share,$0.79,$0.89,$1.01,$1.12,$1.14,$1.14
Payout Ratio,19.60%,19.71%,41.19%,20.83%,29.24%,29.24%
EBITDA,1615.4,1667.3,896.5,1696.9,1265.8,1265.8
EBITA,1513.7,1563.9,795.1,1586.8,1152.2,1152.2
EBIT,1513.7,1563.9,795.1,1586.8,1152.2,1152.2
EBITDAR,1666.8,1694.8,925.7,1724.4,1313.1,1313.1
Effective Tax Rate,30.9%,29.2%,16.6%,20.4%,17.7%,17.7%
Normalized Net Income,842.3,877.5,392.4,880.9,602.5,602.5
Foreign Earnings,128.6,,,,,
Foreign Sales,647.6,,,,,
