Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.23%,(11.02%),28.59%,(1.59%),0.00%
Total Revenues,7.23%,(11.02%),28.59%,(1.59%),0.00%
Fuel & Purchased Power,4.05%,13.46%,32.82%,(29.74%),0.00%
Operations And Maintenance,7.79%,(16.64%),29.13%,3.77%,0.00%
Depreciation & Amortization,22.19%,(12.86%),37.53%,2.15%,0.00%
Other Operating Expenses,17.24%,(22.69%),126.36%,83.91%,0.00%
Total Operating Expenses,9.78%,(5.54%),36.85%,(4.27%),0.00%
Operating Income,2.23%,(22.61%),7.29%,7.24%,0.00%
"Interest Expense, Total",(21.23%),(6.14%),(15.48%),-6.77%,0.00%
Net Interest Expenses,(21.23%),(6.14%),(15.48%),-6.77%,0.00%
Other Non-Operating Inc. (Exp.),178.95%,(60.00%),55.66%,75.15%,0.00%
"EBT, Excl. Unusual Items",(1.58%),(34.82%),1.03%,24.32%,0.00%
Gain (Loss) on Sale of Assets,267.50%,80.27%,(42.64%),(59.87%),0.00%
Other Unusual Items,,,,(157.78%),0.00%
"EBT, Incl. Unusual Items",7.78%,(15.24%),(66.82%),62.37%,0.00%
Income Tax Expense,,,(59.96%),(60.29%),0.00%
Earnings From Continuing Operations,41.05%,(32.79%),(68.53%),101.21%,0.00%
Earnings Of Discontinued Operations,,,58.41%,,-17.60%
Net Income to Company,41.05%,(18.30%),(46.02%),,0.00%
Minority Interest,(35.96%),-15.70%,-82.35%,,0.00%
Net Income,41.26%,(18.41%),(44.50%),,0.00%
Pref. Dividends and Other Adj.,,,,282.35%,0.00%
NI to Common Incl Extra Items,41.26%,(18.41%),(45.20%),,0.00%
NI to Common Excl. Extra Items,41.26%,(33.48%),(68.67%),125.92%,0.00%
Revenue Per Share,3.94%,(13.50%),4.00%,(4.24%),0.00%
Basic EPS,37.08%,(20.75%),(55.67%),,0.00%
Basic EPS - Continuing Ops,37.08%,(35.39%),(74.66%),120.67%,0.00%
Basic Weighted Average Shares Outst.,3.18%,2.86%,23.63%,2.74%,0.00%
Diluted EPS,37.08%,(20.75%),(56.60%),,0.00%
Diluted EPS - Continuing Ops,37.08%,(35.39%),(75.80%),127.83%,0.00%
Diluted Weighted Average Shares Outst.,3.06%,2.97%,23.52%,2.73%,0.00%
Normalized Basic EPS,(6.45%),(37.82%),(12.17%),34.48%,0.00%
Normalized Diluted EPS,(6.15%),(37.89%),(12.18%),34.48%,0.00%
Dividend Per Share,8.39%,9.87%,9.88%,(5.99%),0.00%
Payout Ratio,(20.85%),38.68%,146.01%,,0.00%
EBITDA,7.60%,(13.39%),17.10%,1.61%,0.00%
EBITA,2.36%,(22.37%),7.84%,6.29%,0.00%
EBIT,2.23%,(22.61%),7.29%,7.24%,0.00%
EBITDAR,,,,1.37%,
Effective Tax Rate,,,20.68%,(75.54%),0.00%
Normalized Net Income,(3.35%),(36.09%),8.32%,37.87%,0.00%
Interest Capitalized,48.43%,(53.81%),(28.44%),32.05%,
