Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4392.5,4730.2,4991.1,5053.4,4473.2,4473.2
"Other Revenues, Total",100.0,144.4,123.4,155.5,208.5,208.5
Total Revenues,4492.5,4874.6,5114.5,5208.9,4681.7,4681.7
Operations And Maintenance,1393.8,1552.2,2352.9,1335.8,1527.5,1527.5
Depreciation & Amortization,547.1,570.3,599.6,717.4,725.9,725.9
Other Operating Expenses,1642.4,1786.5,2018.1,1848.1,1399.2,1399.2
Total Operating Expenses,3635.3,3958.5,4970.6,3920.2,3672.9,3672.9
Operating Income,857.2,916.1,143.9,1288.7,1008.8,1008.8
"Interest Expense, Total",(369.1),(376.9),(335.5),(386.8),(378.0),(378.0)
Interest and Investment Income,3.4,4.6,6.6,7.7,5.5,5.5
Net Interest Expenses,(365.7),(372.3),(328.9),(379.1),(372.5),(372.5)
Allow. For Equity Funds Used For Const.,11.6,12.6,14.2,8.0,9.9,9.9
Allow. For Borrowed Funds Used For Const.,5.6,6.2,9.1,7.5,7.0,7.0
Other Non-Operating Inc. (Exp.),3.9,(2.6),(22.2),(4.0),7.7,7.7
"EBT, Excl. Unusual Items",512.6,560.0,(183.9),921.1,660.9,660.9
Impairment of Goodwill,,,,(204.8),,
Gain (Loss) on Sale of Assets,1.0,(5.5),(1.2),,(410.6),(410.6)
Other Unusual Items,,(111.5),(45.5),,(243.5),(243.5)
"EBT, Incl. Unusual Items",513.6,443.0,(230.6),506.6,(31.3),(31.3)
Income Tax Expense,182.1,314.5,(180.0),123.5,(17.1),(17.1)
Earnings From Continuing Operations,331.5,128.5,(50.6),383.1,(14.2),(14.2)
Net Income to Company,331.5,128.5,(50.6),383.1,(14.2),(14.2)
Minority Interest,,,,,(3.4),(3.4)
Net Income,331.5,128.5,(50.6),383.1,(17.6),(17.6)
Pref. Dividends and Other Adj.,,,15.0,55.1,55.1,55.1
NI to Common Incl Extra Items,331.5,128.5,(65.6),328.0,(72.7),(72.7)
NI to Common Excl. Extra Items,331.5,128.5,(65.6),328.0,(72.7),(72.7)
Revenue Per Share,$13.96,$14.80,$14.35,$13.90,$12.18,$12.18
Basic EPS,$1.03,$0.39,($0.18),$0.88,($0.19),($0.19)
Basic EPS - Continuing Ops,$1.03,$0.39,($0.18),$0.88,($0.19),($0.19)
Basic Weighted Average Shares Outst.,321.8,329.4,356.5,374.7,384.3,384.3
Diluted EPS,$1.02,$0.39,($0.18),$0.87,($0.19),($0.19)
Diluted EPS - Continuing Ops,$1.02,$0.39,($0.18),$0.87,($0.19),($0.19)
Diluted Weighted Average Shares Outst.,323.5,330.8,356.5,376.0,384.3,384.3
Normalized Basic EPS,$1.00,$1.06,($0.32),$1.54,$1.07,$1.07
Normalized Diluted EPS,$0.99,$1.06,($0.32),$1.53,$1.07,$1.07
Dividend Per Share,$0.66,$0.72,$0.79,$0.81,$0.85,$0.85
Payout Ratio,61.99%,178.29%,NM,92.56%,NM,NM
EBITDA,1362.9,1442.4,689.3,1949.0,1674.6,1674.6
EBITA,868.2,927.1,154.9,1315.4,1026.1,1026.1
EBIT,857.2,916.1,143.9,1288.7,1008.8,1008.8
EBITDAR,1414.9,1491.9,738.4,1967.9,1694.9,1694.9
Effective Tax Rate,35.5%,71.0%,NM,24.4%,NM,NM
Normalized Net Income,320.4,350.0,(114.9),575.7,409.7,409.7
Interest Capitalized,5.6,6.2,9.1,7.5,7.0,7.0
Interest on Long-Term Debt,378.7,378.4,363.0,351.7,375.0,375.0
