Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9409.0,9998.0,10770.0,11013.0,11066.0,11066.0
Total Revenues,9409.0,9998.0,10770.0,11013.0,11066.0,11066.0
Cost Of Revenues,5687.0,5790.0,6102.0,6045.0,5892.0,5892.0
Gross Profit,3722.0,4208.0,4668.0,4968.0,5174.0,5174.0
Selling General & Admin Expenses,1765.0,1867.0,2279.0,2213.0,1844.0,1844.0
Depreciation & Amortization,162.0,161.0,176.0,172.0,167.0,167.0
Total Operating Expenses,2084.0,2352.0,2872.0,2777.0,2257.0,2257.0
Operating Income,1638.0,1856.0,1796.0,2191.0,2917.0,2917.0
Interest Expense,(282.0),(282.0),(278.0),(307.0),(334.0),(334.0)
Interest And Investment Income,9.0,27.0,5.0,8.0,6.0,6.0
Net Interest Expenses,(273.0),(255.0),(273.0),(299.0),(328.0),(328.0)
Currency Exchange Gains (Loss),(9.0),(39.0),(10.0),(9.0),(11.0),(11.0)
Other Non Operating Income (Expenses),(7.0),4.0,(14.0),(16.0),(12.0),(12.0)
"EBT, Excl. Unusual Items",1362.0,1578.0,1503.0,1871.0,2570.0,2570.0
"EBT, Incl. Unusual Items",1401.0,685.0,1246.0,1871.0,2465.0,2465.0
Income Tax Expense,148.0,250.0,146.0,297.0,448.0,448.0
Earnings From Continuing Operations,1253.0,435.0,1100.0,1574.0,2017.0,2017.0
Earnings Of Discontinued Operations,177.0,828.0,74.0,(1.0),1.0,1.0
Net Income to Company,1430.0,1263.0,1174.0,1573.0,2018.0,2018.0
Minority Interest,(34.0),(37.0),(40.0),(41.0),(49.0),(49.0)
Net Income,1396.0,1226.0,1134.0,1532.0,1969.0,1969.0
NI to Common Incl Extra Items,1396.0,1226.0,1134.0,1532.0,1969.0,1969.0
NI to Common Excl. Extra Items,1219.0,398.0,1060.0,1533.0,1968.0,1968.0
Revenue Per Share,$35.10,$38.68,$43.92,$46.16,$47.72,$47.72
Basic EPS,$5.21,$4.74,$4.62,$6.42,$8.49,$8.49
Basic EPS - Continuing Ops,$4.55,$1.54,$4.32,$6.42,$8.49,$8.49
Basic Weighted Average Shares Outst.,268.1,258.5,245.2,238.6,231.9,231.9
Diluted EPS,$5.16,$4.71,$4.59,$6.37,$8.45,$8.45
Diluted EPS - Continuing Ops,$4.51,$1.53,$4.29,$6.37,$8.45,$8.45
Diluted Weighted Average Shares Outst.,270.3,260.7,247.0,240.6,233.1,233.1
Normalized Basic EPS,$3.05,$3.67,$3.67,$4.73,$6.72,$6.72
Normalized Diluted EPS,$3.02,$3.64,$3.64,$4.69,$6.68,$6.68
Dividend Per Share,$1.29,$1.41,$1.56,$1.72,$1.78,$1.78
Payout Ratio,24.71%,29.69%,33.69%,26.76%,20.92%,20.92%
EBITDA,1957.0,2341.0,2389.0,2755.0,3330.0,3330.0
EBITA,1795.0,2180.0,2213.0,2583.0,3163.0,3163.0
EBIT,1638.0,1856.0,1796.0,2191.0,2917.0,2917.0
EBITDAR,2263.0,2681.0,2759.0,3062.0,3589.0,3589.0
Effective Tax Rate,10.6%,36.5%,11.7%,15.9%,18.2%,18.2%
Normalized Net Income,817.3,949.3,899.4,1128.4,1557.3,1557.3
Interest on Long-Term Debt,,,,2.0,3.0,3.0
Foreign Sales,8055.0,8562.0,9215.0,9511.0,9487.0,9487.0
