Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,33582.0,34678.0,36513.0,38577.0,39517.0,39517.0
Total Interest And Dividend Income,2481.0,2512.0,2535.0,2688.0,2515.0,2515.0
Gain (Loss) on Sale of Investments,(90.0),445.0,(877.0),1885.0,1356.0,1356.0
Other Revenues,1426.0,1772.0,1644.0,1525.0,1403.0,1403.0
Total Revenues,37399.0,39407.0,39815.0,44675.0,44791.0,44791.0
Policy Benefits,24804.0,24460.0,25405.0,26655.0,24882.0,24882.0
Policy Acquisition / Underwriting Costs,4550.0,4784.0,5222.0,5533.0,5630.0,5630.0
Amort. of Goodwill and Intangibles,32.0,99.0,105.0,126.0,118.0,118.0
Selling General & Admin Expenses,4939.0,5196.0,5594.0,5690.0,5691.0,5691.0
Total Operating Expenses,34325.0,34322.0,36794.0,38118.0,36270.0,36270.0
Operating Income,3074.0,5085.0,3021.0,6557.0,8521.0,8521.0
"Interest Expense, Total",(295.0),(335.0),(332.0),(327.0),(318.0),(318.0)
"EBT, Excl. Unusual Items",2779.0,4750.0,2689.0,6230.0,8203.0,8203.0
Restructuring Charges,(30.0),(96.0),(67.0),(41.0),(259.0),(259.0)
Impairment of Goodwill,,(125.0),,,,
Gain (Loss) on Sale of Assets,5.0,20.0,6.0,6.0,4.0,4.0
Asset Writedown,,,,(106.0),(41.0),(41.0)
Other Unusual Items,,,,,(948.0),(948.0)
"EBT, Incl. Unusual Items",2754.0,4549.0,2628.0,6089.0,6959.0,6959.0
Income Tax Expense,877.0,995.0,468.0,1242.0,1383.0,1383.0
Earnings From Continuing Operations,1877.0,3554.0,2160.0,4847.0,5576.0,5576.0
Net Income to Company,1877.0,3554.0,2160.0,4847.0,5576.0,5576.0
Net Income,1877.0,3554.0,2160.0,4847.0,5576.0,5576.0
Pref. Dividends and Other Adj.,116.0,116.0,148.0,169.0,115.0,115.0
NI to Common Incl Extra Items,1761.0,3438.0,2012.0,4678.0,5461.0,5461.0
NI to Common Excl. Extra Items,1761.0,3438.0,2012.0,4678.0,5461.0,5461.0
Revenue Per Share,$100.32,$108.86,$114.48,$136.12,$143.75,$143.75
Basic EPS,$4.72,$9.50,$5.78,$14.25,$17.53,$17.53
Basic EPS - Continuing Ops,$4.72,$9.50,$5.78,$14.25,$17.53,$17.53
Basic Weighted Average Shares Outst.,372.8,362.0,347.8,328.2,311.6,311.6
Diluted EPS,$4.67,$9.35,$5.70,$14.03,$17.31,$17.31
Diluted EPS - Continuing Ops,$4.67,$9.35,$5.70,$14.03,$17.31,$17.31
Diluted Weighted Average Shares Outst.,377.3,367.8,353.2,333.5,315.5,315.5
Normalized Basic EPS,$4.66,$8.20,$4.83,$11.86,$16.45,$16.45
Normalized Diluted EPS,$4.60,$8.07,$4.76,$11.68,$16.25,$16.25
Dividend Per Share,$1.32,$1.48,$1.84,$2.00,$2.16,$2.16
Payout Ratio,32.07%,18.04%,34.63%,16.24%,13.92%,13.92%
EBITDA,3456.0,5568.0,3532.0,7204.0,9207.0,9207.0
EBITA,3106.0,5184.0,3126.0,6683.0,8639.0,8639.0
EBIT,3074.0,5085.0,3021.0,6557.0,8521.0,8521.0
EBITDAR,3603.0,,,7375.0,9373.0,9373.0
Effective Tax Rate,31.8%,21.9%,17.8%,20.4%,19.9%,19.9%
Normalized Net Income,1736.9,2968.8,1680.6,3893.8,5126.9,5126.9
