Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9284.4,9615.3,10667.7,10896.7,11026.3,11026.3
Other Revenues,1411.4,1268.3,744.5,491.8,524.4,524.4
Total Revenues,10695.8,10883.7,11412.2,11388.5,11550.6,11550.6
Cost Of Revenues,7431.6,7640.0,8195.5,7914.5,7988.6,7988.6
Gross Profit,3264.2,3243.7,3216.6,3474.0,3562.0,3562.0
Selling General & Admin Expenses,1056.8,1052.1,1135.5,1103.3,1212.6,1212.6
Depreciation & Amortization,509.5,559.9,591.0,615.2,630.4,630.4
Total Operating Expenses,1566.3,1612.0,1726.5,1718.5,1843.0,1843.0
Operating Income,1697.9,1631.7,1490.1,1755.5,1719.0,1719.0
Interest Expense,(410.2),(422.4),(479.0),(435.2),(297.0),(297.0)
Net Interest Expenses,(410.2),(422.4),(479.0),(435.2),(297.0),(297.0)
Other Non Operating Income (Expenses),2.9,9.0,1.6,20.8,9.7,9.7
"EBT, Excl. Unusual Items",1307.4,1209.7,1008.3,1353.7,1458.5,1458.5
"EBT, Incl. Unusual Items",1623.1,1399.8,1048.5,1195.4,1318.3,1318.3
Income Tax Expense,431.8,323.9,258.4,279.6,313.9,313.9
Earnings From Continuing Operations,1191.3,1075.9,790.1,915.8,1004.3,1004.3
Earnings Of Discontinued Operations,(158.3),(245.4),(457.0),105.5,(9.7),(9.7)
Net Income to Company,1033.1,830.6,333.0,1021.3,994.7,994.7
Minority Interest,(153.2),(166.9),(173.6),(210.3),(221.0),(221.0)
Net Income,879.9,663.6,159.4,811.0,773.6,773.6
NI to Common Incl Extra Items,879.9,663.6,159.4,811.0,773.6,773.6
NI to Common Excl. Extra Items,1038.1,909.0,616.4,705.5,783.3,783.3
Revenue Per Share,$53.04,$57.70,$66.82,$74.35,$96.42,$96.42
Basic EPS,$4.36,$3.52,$0.93,$5.29,$6.46,$6.46
Basic EPS - Continuing Ops,$5.15,$4.82,$3.61,$4.61,$6.54,$6.54
Basic Weighted Average Shares Outst.,201.6,188.6,170.8,153.2,119.8,119.8
Diluted EPS,$4.29,$3.47,$0.92,$5.27,$6.31,$6.31
Diluted EPS - Continuing Ops,$5.06,$4.75,$3.57,$4.58,$6.39,$6.39
Diluted Weighted Average Shares Outst.,204.9,191.3,172.4,153.8,122.6,122.6
Normalized Basic EPS,$3.29,$3.12,$2.67,$4.15,$5.76,$5.76
Normalized Diluted EPS,$3.24,$3.08,$2.65,$4.13,$5.63,$5.63
EBITDA,2417.9,2409.0,2081.2,2370.7,2349.4,2349.4
EBITA,1712.2,1647.3,1506.4,1769.8,1732.8,1732.8
EBIT,1697.9,1631.7,1490.1,1755.5,1719.0,1719.0
EBITDAR,2896.4,2939.7,2677.3,3016.8,3013.2,3013.2
Effective Tax Rate,26.6%,23.1%,24.6%,23.4%,23.8%,23.8%
Normalized Net Income,663.9,589.1,456.6,635.8,690.6,690.6
Interest Capitalized,13.0,19.2,26.0,27.3,17.9,17.9
Interest on Long-Term Debt,427.1,,,42.3,32.4,32.4
Foreign Earnings,332.0,,,,,
Foreign Sales,208.0,,,,,
