Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(4.00%),33.11%,(23.89%),(29.89%),0.00%
Total Revenues,(4.00%),33.11%,(23.89%),(29.89%),0.00%
Cost Of Revenues,(5.18%),31.11%,(31.73%),(21.17%),0.00%
Gross Profit,(1.64%),36.95%,(9.41%),(42.03%),0.00%
Selling General & Admin Expenses,(12.01%),(11.01%),(17.25%),(28.84%),0.00%
Depreciation & Amortization,(36.68%),21.83%,21.91%,(13.16%),0.00%
Other Operating Expense/(Income),(82.35%),,,,0.00%
Total Operating Expenses,(34.97%),(22.15%),59.30%,(40.85%),0.00%
Operating Income,,878.87%,(87.27%),(58.76%),0.00%
Interest Expense,-21.08%,-14.84%,-9.41%,-0.38%,0.00%
Interest And Investment Income,,,3.13%,(63.64%),
Net Interest Expenses,-21.08%,-24.33%,-10.98%,(8.81%),0.00%
Other Non Operating Income (Expenses),,,(76.92%),0.00%,0.00%
"EBT, Excl. Unusual Items",-87.19%,,,(169.86%),0.00%
"EBT, Incl. Unusual Items",,"2,260.00%",,"(2,734.86%)",0.00%
Income Tax Expense,(95.04%),"3,185.71%",,"(1,723.33%)",0.00%
Earnings From Continuing Operations,,"2,063.64%",,"(3,118.99%)",0.00%
Earnings Of Discontinued Operations,,140.19%,,-53.28%,0.00%
Net Income to Company,,199.07%,,(656.66%),0.00%
Minority Interest,,-11.11%,-98.75%,(350.00%),0.00%
Net Income,,241.20%,,(654.93%),0.00%
Preferred Dividend and Other Adjustments,(50.00%),700.00%,(75.00%),100.00%,0.00%
NI to Common Incl Extra Items,,240.69%,,(651.82%),0.00%
NI to Common Excl. Extra Items,-14.94%,,,"(2,979.52%)",0.00%
Revenue Per Share,(6.43%),40.14%,(6.22%),(25.44%),0.00%
Basic EPS,,257.59%,,(699.93%),0.00%
Basic EPS - Continuing Ops,-16.29%,,,"(3,128.50%)",0.00%
Basic Weighted Average Shares Outst.,2.56%,(5.00%),(18.83%),(5.99%),0.00%
Diluted EPS,,258.82%,,(699.95%),0.00%
Diluted EPS - Continuing Ops,-11.54%,,,"(3,128.57%)",0.00%
Diluted Weighted Average Shares Outst.,2.56%,(4.42%),(19.32%),(5.99%),0.00%
Normalized Basic EPS,-39.65%,,,(192.05%),0.00%
Normalized Diluted EPS,-39.65%,,,(192.05%),0.00%
Dividend Per Share,(42.86%),25.00%,16.67%,20.00%,0.00%
Payout Ratio,,(65.61%),,,0.00%
EBITDA,9.85%,104.30%,(39.85%),(18.68%),0.00%
EBITA,,737.87%,(86.02%),(53.03%),0.00%
EBIT,,878.87%,(87.27%),(58.76%),0.00%
Effective Tax Rate,,39.23%,12.98%,,0.00%
Normalized Net Income,-38.05%,,,(177.43%),0.00%
Interest on Long-Term Debt,,,,10.00%,
