Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,9.16%,11.34%,7.35%,(14.21%),(16.95%)
Total Interest Income,9.23%,12.74%,8.17%,(15.17%),(18.51%)
Interest On Deposits,67.36%,79.54%,52.76%,(66.73%),(81.01%)
Total Interest On Borrowings,9.34%,49.73%,14.58%,(32.89%),(42.88%)
Total Interest Expense,33.92%,65.51%,36.51%,(54.64%),(67.00%)
Net Interest Income,6.12%,4.35%,1.03%,(1.74%),(2.70%)
Service Charges On Deposits,46.60%,3.38%,(15.05%),(25.52%),(30.19%)
Trust Income,6.66%,6.37%,3.34%,3.77%,3.06%
Credit Card Fee,6.88%,8.69%,0.86%,(5.31%),(3.04%)
Total Mortgage Banking Activities,(14.81%),(13.67%),21.39%,136.16%,78.91%
Gain (Loss) on Sale of Invest. & Securities,-8.02%,-18.53%,-44.48%,-99.40%,-76.58%
Total Other Non Interest Income,(7.47%),3.97%,2.67%,(9.82%),(9.25%)
Total Non Interest Income,0.27%,4.27%,3.44%,6.58%,2.47%
Revenue Before Loan Losses,3.59%,4.32%,2.04%,1.78%,(0.47%)
Provision For Loan Losses,4.98%,(0.79%),9.06%,153.06%,(6.32%)
Total Revenues,3.50%,4.68%,1.57%,(8.98%),0.13%
Salaries And Other Employee Benefits,10.66%,7.47%,2.96%,4.25%,6.00%
Amort. of Goodwill & Intang. Assets,(2.23%),(8.00%),4.35%,4.76%,1.18%
Occupancy Expense,53.93%,4.32%,(31.42%),(1.51%),(3.16%)
Total Selling General & Admin Expenses,(9.65%),(1.62%),22.71%,1.97%,2.62%
Total Other Non Interest Expense,32.06%,(34.44%),(14.57%),40.37%,4.52%
Total Non Interest Expense,11.35%,(1.87%),1.74%,6.84%,4.49%
"EBT, Excl. Unusual Items",(7.25%),15.44%,1.34%,(31.19%),(6.75%)
"EBT, Incl. Unusual Items",(7.25%),15.44%,(0.97%),(29.59%),(5.57%)
Income Tax Expense,(41.51%),22.94%,6.05%,(35.32%),(7.65%)
Earnings From Continuing Operations,5.20%,13.93%,(2.50%),(28.23%),(5.08%)
Net Income to Company,5.20%,13.93%,(2.50%),(28.23%),(5.08%)
Minority Interest,-37.50%,-20.00%,(14.29%),-18.75%,-25.81%
Net Income,5.60%,14.12%,(2.56%),(28.28%),(4.98%)
Preferred Dividend and Other Adjustments,2.01%,2.30%,6.09%,2.11%,9.76%
Net Income to Common Incl Extra Items,5.80%,14.73%,(2.96%),(29.80%),(5.78%)
Net Income to Common Excl. Extra Items,5.80%,14.73%,(2.96%),(29.80%),(5.78%)
Revenue Per Share,6.05%,7.40%,4.96%,(4.63%),3.78%
Basic EPS,8.49%,17.61%,0.33%,(26.39%),(2.33%)
Basic EPS - Continuing Ops,8.49%,17.61%,0.33%,(26.39%),(2.33%)
Basic Weighted Average Shares Outst.,(2.39%),(2.56%),(3.24%),(4.55%),(3.53%)
Diluted EPS,8.33%,17.95%,0.48%,(26.44%),(2.43%)
Diluted EPS - Continuing Ops,8.33%,17.95%,0.48%,(26.44%),(2.43%)
Diluted Weighted Average Shares Outst.,(2.38%),(2.67%),(3.36%),(4.61%),(3.55%)
Normalized Basic EPS,(4.77%),18.78%,4.73%,(28.06%),(3.22%)
Normalized Diluted EPS,(4.79%),18.92%,4.92%,(27.90%),(3.19%)
Dividend Per Share,8.41%,15.52%,17.91%,6.33%,3.07%
Payout Ratio,0.83%,(6.26%),19.08%,44.87%,
Effective Tax Rate,(36.93%),6.46%,7.07%,(8.15%),(2.20%)
Normalized Net Income,(6.92%),15.71%,1.27%,(31.26%),(6.63%)
Interest on Long-Term Debt,3.98%,28.44%,21.85%,(24.69%),
