Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,5.63%,5.87%,1.70%,(0.96%),0.00%
Other Revenue,350.10%,(84.94%),(37.94%),(55.83%),0.00%
Total Revenues,6.69%,4.56%,1.67%,(1.07%),0.00%
Property Expenses,5.67%,5.92%,0.36%,7.16%,0.00%
Selling General & Admin Exp.,17.31%,14.37%,9.45%,(14.02%),0.00%
Depreciation & Amortization,9.92%,8.05%,4.81%,6.92%,0.00%
Total Operating Expenses,7.88%,7.17%,2.67%,6.10%,0.00%
Operating Income,4.78%,0.28%,(0.07%),(14.00%),0.00%
Total Interest Expense,(6.48%),(10.67%),-7.87%,(5.19%),0.00%
Net Interest Expenses,(6.48%),(10.67%),-7.87%,(5.19%),0.00%
"EBT, Excl. Unusual Items",4.25%,(3.01%),2.75%,(20.23%),0.00%
Gain (Loss) on Sale of Assets,(37.20%),55.29%,(55.63%),104.68%,0.00%
Asset Writedown,-20.17%,-56.00%,-5.06%,(151.57%),0.00%
Other Unusual Items,(357.03%),-61.09%,-96.56%,"(1,450.33%)",0.00%
"EBT, Incl. Unusual Items",(15.20%),11.09%,(17.96%),3.17%,0.00%
Income Tax Expense,(53.77%),,,,0.00%
Earnings From Continuing Operations,(15.19%),11.12%,(19.31%),5.29%,0.00%
Net Income to Company,(15.19%),11.12%,(19.31%),5.29%,0.00%
Minority Interest,(11.22%),34.10%,,-41.09%,0.00%
Net Income,(15.19%),11.13%,(19.35%),5.30%,0.00%
Pref. Dividends and Other Adj.,(5.63%),15.27%,(27.33%),(5.24%),0.00%
NI to Common Incl Extra Items,(15.22%),11.12%,(19.32%),5.33%,0.00%
NI to Common Excl. Extra Items,(15.22%),11.12%,(19.32%),5.33%,0.00%
Revenue Per Share,6.20%,4.31%,0.77%,(1.82%),0.00%
Basic EPS,(15.56%),10.84%,(20.04%),4.50%,0.00%
Basic EPS - Continuing Ops,(15.56%),10.84%,(20.04%),4.50%,0.00%
Basic Weighted Average Shares Outst.,0.43%,0.23%,0.88%,0.75%,0.00%
Diluted EPS,(15.54%),10.98%,(20.12%),4.68%,0.00%
Diluted EPS - Continuing Ops,(15.54%),10.98%,(20.12%),4.68%,0.00%
Diluted Weighted Average Shares Outst.,0.44%,0.16%,0.93%,0.62%,0.00%
Normalized Basic EPS,3.66%,(3.18%),1.69%,(20.91%),0.00%
Normalized Diluted EPS,3.62%,(3.16%),1.68%,(20.82%),0.00%
Dividend Per Share,5.19%,3.52%,3.40%,4.61%,0.00%
Payout Ratio,25.35%,(6.22%),29.29%,(0.11%),0.00%
FFO,2.77%,,,(7.36%),0.00%
FFO Payout Ratio %,3.45%,,,13.55%,0.00%
AFFO,2.77%,,,(7.36%),
Funds Available for Distribution,2.77%,,,(7.36%),
FFO Per Share (Diluted),2.30%,,,(7.95%),0.00%
FFO Shares (Diluted),0.44%,,,0.62%,0.00%
Adjusted FFO Per Share (Diluted),2.35%,,,(7.97%),
EBITDA,6.84%,3.50%,2.04%,(4.73%),0.00%
EBITA,4.78%,0.28%,(0.07%),(14.00%),0.00%
EBIT,4.78%,0.28%,(0.07%),(14.00%),0.00%
EBITDAR,6.73%,3.33%,1.51%,(4.57%),
Effective Tax Rate,(46.67%),,,,0.00%
Normalized Net Income,4.23%,(2.99%),2.62%,(20.23%),0.00%
Interest Capitalized,(18.32%),(6.35%),4.13%,(29.71%),
