Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5.26%,3.17%,(4.46%),(10.88%),0.00%
Total Revenues,5.26%,3.17%,(4.46%),(10.88%),0.00%
Cost Of Revenues,5.03%,3.59%,(4.85%),(9.92%),0.00%
Gross Profit,5.57%,2.60%,(3.93%),(12.21%),0.00%
Selling General & Admin Expenses,0.00%,(1.33%),(1.43%),(8.00%),0.00%
Total Operating Expenses,(0.69%),(1.88%),(2.50%),(7.69%),0.00%
Operating Income,10.93%,6.03%,(4.94%),(15.50%),0.00%
Interest Expense,(9.70%),-1.15%,-14.01%,-6.79%,0.00%
Interest And Investment Income,18.42%,(22.22%),(17.14%),(41.38%),0.00%
Net Interest Expenses,(8.04%),(3.26%),-13.51%,-1.56%,0.00%
Currency Exchange Gains (Loss),,-96.00%,(900.00%),-50.00%,0.00%
Other Non Operating Income (Expenses),-50.00%,,(16.67%),,0.00%
"EBT, Excl. Unusual Items",7.67%,7.25%,(4.66%),(16.51%),0.00%
"EBT, Incl. Unusual Items",12.45%,3.79%,(3.12%),(17.76%),0.00%
Income Tax Expense,81.33%,(47.50%),(7.70%),(22.43%),0.00%
Earnings From Continuing Operations,(17.10%),51.93%,(1.64%),(16.34%),0.00%
Net Income to Company,(17.10%),51.93%,(1.64%),(16.34%),0.00%
Net Income,(17.10%),51.93%,(1.64%),(16.34%),0.00%
NI to Common Incl Extra Items,(17.10%),51.93%,(1.64%),(16.34%),0.00%
NI to Common Excl. Extra Items,(17.10%),51.93%,(1.64%),(16.34%),0.00%
Revenue Per Share,8.58%,5.97%,(1.18%),(8.91%),0.00%
Basic EPS,(14.44%),56.14%,1.74%,(14.46%),0.00%
Basic EPS - Continuing Ops,(14.44%),56.14%,1.74%,(14.46%),0.00%
Basic Weighted Average Shares Outst.,(3.07%),(2.64%),(3.31%),(2.16%),0.00%
Diluted EPS,(14.74%),56.38%,1.84%,(14.34%),0.00%
Diluted EPS - Continuing Ops,(14.74%),56.38%,1.84%,(14.34%),0.00%
Diluted Weighted Average Shares Outst.,(2.88%),(2.80%),(3.41%),(2.24%),0.00%
Normalized Basic EPS,11.16%,10.09%,(1.41%),(14.65%),0.00%
Normalized Diluted EPS,10.94%,10.36%,(1.30%),(14.62%),0.00%
Dividend Per Share,19.17%,24.48%,16.29%,6.76%,0.00%
Payout Ratio,38.27%,(21.38%),19.50%,24.78%,0.00%
EBITDA,9.25%,5.28%,(5.24%),(13.76%),0.00%
EBITA,9.64%,5.21%,(5.48%),(14.95%),0.00%
EBIT,10.93%,6.03%,(4.94%),(15.50%),0.00%
EBITDAR,8.92%,5.22%,(6.99%),(13.50%),
Effective Tax Rate,61.26%,(49.42%),(4.71%),(5.68%),0.00%
Normalized Net Income,7.67%,7.25%,(4.66%),(16.51%),0.00%
Interest on Long-Term Debt,,,(14.01%),(6.79%),
R&D Expense From Footnotes,0.90%,3.56%,(5.15%),(3.17%),0.00%
Foreign Sales,8.73%,1.67%,(7.36%),(11.34%),
