Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,985.5,1145.0,1367.1,1689.8,1615.9,1534.4
Total Interest Income,1127.3,1302.4,1556.3,1881.1,1815.0,1732.9
Interest On Deposits,100.9,130.7,216.1,356.9,187.2,131.0
Total Interest On Borrowings,54.2,71.2,104.2,111.9,52.0,36.2
Total Interest Expense,155.1,201.9,320.3,468.8,239.2,167.2
Net Interest Income,972.2,1100.5,1236.0,1412.3,1575.8,1565.7
Trust Income,73.3,92.6,108.6,106.6,106.6,110.2
Gain (Loss) on Sale of Assets,,,,10.9,75.9,75.9
Gain (Loss) on Sale of Invest. & Securities,1.6,(25.4),(9.2),1.7,(1.1),(1.1)
Total Other Non Interest Income,266.4,284.8,267.0,309.7,303.4,270.6
Total Non Interest Income,341.3,352.0,366.4,428.9,484.8,455.6
Revenue Before Loan Losses,1313.5,1452.5,1602.4,1841.2,2060.6,2021.3
Provision For Loan Losses,36.6,26.0,30.0,28.3,155.8,108.7
Total Revenues,1276.9,1426.5,1572.4,1812.9,1904.8,1912.6
Salaries And Other Employee Benefits,442.7,492.6,534.3,604.4,642.8,641.7
Amort. of Goodwill & Intang. Assets,23.6,30.0,21.8,32.5,40.8,41.1
Occupancy Expense,90.6,97.1,104.0,117.1,125.8,123.9
Total Selling General & Admin Expenses,191.9,202.7,222.6,237.7,245.7,238.8
Total Other Non Interest Expense,77.9,66.4,75.5,88.4,80.1,82.1
Total Non Interest Expense,864.2,930.5,996.1,1106.2,1167.9,1159.7
"EBT, Excl. Unusual Items",412.7,496.0,576.3,706.7,736.9,752.9
Impairment of Goodwill,,,,,(353.0),(353.0)
Asset Writedown,,,,(16.5),5.8,5.8
"EBT, Incl. Unusual Items",409.5,467.1,576.3,652.4,348.6,364.6
Income Tax Expense,128.5,129.9,108.2,132.0,129.0,130.9
Earnings From Continuing Operations,281.0,337.2,468.1,520.4,219.6,233.7
Net Income to Company,281.0,337.2,468.1,520.4,219.6,233.7
Net Income,281.0,337.2,468.1,520.4,219.6,233.7
Preferred Dividend and Other Adjustments,2.7,14.6,14.3,14.3,14.1,14.1
Net Income to Common Incl Extra Items,278.3,322.6,453.8,506.1,205.5,219.6
Net Income to Common Excl. Extra Items,278.3,322.6,453.8,506.1,205.5,219.6
Revenue Per Share,$4.21,$4.32,$4.52,$4.60,$4.53,$4.57
Basic EPS,$0.92,$0.98,$1.30,$1.28,$0.49,$0.53
Basic EPS - Continuing Ops,$0.92,$0.98,$1.30,$1.28,$0.49,$0.53
Basic Weighted Average Shares Outst.,303.1,330.3,348.1,394.0,420.3,418.2
Diluted EPS,$0.92,$0.97,$1.29,$1.27,$0.49,$0.52
Diluted EPS - Continuing Ops,$0.92,$0.97,$1.29,$1.27,$0.49,$0.52
Diluted Weighted Average Shares Outst.,304.0,332.9,351.7,397.2,422.6,420.8
Normalized Basic EPS,$0.85,$0.94,$1.03,$1.12,$1.10,$1.13
Normalized Diluted EPS,$0.85,$0.93,$1.02,$1.11,$1.09,$1.12
Dividend Per Share,$0.68,$0.69,$0.70,$0.71,$0.72,$0.72
Payout Ratio,73.84%,71.77%,55.10%,55.51%,144.90%,
Effective Tax Rate,31.4%,27.8%,18.8%,20.2%,37.0%,35.9%
Normalized Net Income,257.9,310.0,360.2,441.7,460.6,470.6
Interest on Long-Term Debt,50.6,61.4,87.8,85.0,45.5,
