Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,53021.0,52380.0,54941.0,62948.0,74186.0,74186.0
Total Interest And Dividend Income,293.0,391.0,424.0,439.0,316.0,316.0
Gain (Loss) on Sale of Investments,96.0,14.0,90.0,62.0,838.0,838.0
Other Revenues,969.0,982.0,1457.0,1439.0,1815.0,1815.0
Total Revenues,54379.0,53767.0,56912.0,64888.0,77155.0,77155.0
Policy Benefits,45007.0,43496.0,45882.0,53857.0,61628.0,61628.0
Depreciation & Amortization,354.0,378.0,393.0,458.0,489.0,489.0
Selling General & Admin Expenses,7173.0,6419.0,7525.0,7334.0,10052.0,10052.0
Total Operating Expenses,52534.0,50293.0,53800.0,61649.0,72169.0,72169.0
Operating Income,1845.0,3474.0,3112.0,3239.0,4986.0,4986.0
"Interest Expense, Total",(189.0),(242.0),(218.0),(242.0),(283.0),(283.0)
"EBT, Excl. Unusual Items",1656.0,3232.0,2872.0,3517.0,4674.0,4674.0
Restructuring Charges,,(148.0),,(47.0),,
Total Merger & Rel. Restruct. Charges,(104.0),936.0,,,,
Gain (Loss) on Sale of Assets,,,(786.0),,,
Asset Writedown,,,(12.0),,,
"EBT, Incl. Unusual Items",1552.0,4020.0,2074.0,3470.0,4674.0,4674.0
Income Tax Expense,938.0,1572.0,391.0,763.0,1307.0,1307.0
Earnings From Continuing Operations,614.0,2448.0,1683.0,2707.0,3367.0,3367.0
Net Income to Company,614.0,2448.0,1683.0,2707.0,3367.0,3367.0
Net Income,614.0,2448.0,1683.0,2707.0,3367.0,3367.0
NI to Common Incl Extra Items,614.0,2448.0,1683.0,2707.0,3367.0,3367.0
NI to Common Excl. Extra Items,614.0,2448.0,1683.0,2707.0,3367.0,3367.0
Revenue Per Share,$364.04,$372.11,$413.95,$484.04,$583.63,$583.63
Basic EPS,$4.11,$16.94,$12.24,$20.19,$25.47,$25.47
Basic EPS - Continuing Ops,$4.11,$16.94,$12.24,$20.19,$25.47,$25.47
Basic Weighted Average Shares Outst.,149.4,144.5,137.5,134.1,132.2,132.2
Diluted EPS,$4.07,$16.81,$12.16,$20.10,$25.31,$25.31
Diluted EPS - Continuing Ops,$4.07,$16.81,$12.16,$20.10,$25.31,$25.31
Diluted Weighted Average Shares Outst.,150.9,145.6,138.4,134.7,133.0,133.0
Normalized Basic EPS,$6.93,$13.98,$13.06,$16.40,$22.10,$22.10
Normalized Diluted EPS,$6.86,$13.88,$12.97,$16.32,$21.96,$21.96
Dividend Per Share,$1.16,$1.60,$2.00,$2.20,$2.50,$2.50
Payout Ratio,28.83%,8.99%,15.75%,10.75%,9.59%,9.59%
EBITDA,2055.0,3672.0,3336.0,3471.0,5251.0,5251.0
EBITA,1922.0,3549.0,3190.0,3309.0,5074.0,5074.0
EBIT,1845.0,3474.0,3112.0,3239.0,4986.0,4986.0
EBITDAR,2208.0,3843.0,3471.0,3662.0,5448.0,5448.0
Effective Tax Rate,60.4%,39.1%,18.9%,22.0%,28.0%,28.0%
Normalized Net Income,1035.0,2020.0,1795.0,2198.1,2921.3,2921.3
