Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(5.40%),(5.35%),(5.97%),20.97%,0.00%
Total Revenues,(5.40%),(5.35%),(5.97%),20.97%,0.00%
Cost Of Revenues,(1.56%),(4.34%),(8.09%),17.08%,0.00%
Gross Profit,(12.55%),(7.48%),(1.38%),28.84%,0.00%
Selling General & Admin Expenses,(11.31%),(20.91%),20.23%,4.52%,0.00%
Depreciation & Amortization,(11.25%),(12.91%),(11.44%),13.32%,0.00%
Total Operating Expenses,(11.29%),(18.42%),9.74%,6.87%,0.00%
Operating Income,(14.14%),6.88%,(12.51%),56.43%,0.00%
Interest Expense,(18.88%),-76.25%,(57.85%),-45.23%,0.00%
Interest And Investment Income,31.56%,9.15%,72.51%,(70.56%),0.00%
Net Interest Expenses,(0.88%),,79.90%,(81.77%),0.00%
Other Non Operating Income (Expenses),,(13.96%),455.02%,,0.00%
"EBT, Excl. Unusual Items",(14.10%),9.32%,(10.91%),50.97%,0.00%
"EBT, Incl. Unusual Items",(31.72%),32.67%,(11.20%),32.32%,0.00%
Income Tax Expense,,,(15.43%),54.71%,0.00%
Earnings From Continuing Operations,39.63%,(23.55%),(9.84%),25.55%,0.00%
Net Income to Company,39.63%,(23.55%),(9.84%),25.55%,0.00%
Minority Interest,(26.25%),(20.51%),(15.74%),(19.56%),0.00%
Net Income,40.11%,(24.95%),(11.15%),25.95%,0.00%
NI to Common Incl Extra Items,40.11%,(24.95%),(11.15%),25.95%,0.00%
NI to Common Excl. Extra Items,40.11%,(24.95%),(11.15%),25.95%,0.00%
Revenue Per Share,(5.65%),(5.62%),(8.40%),10.58%,0.00%
Basic EPS,39.86%,(25.11%),(13.42%),15.03%,0.00%
Basic EPS - Continuing Ops,39.86%,(25.11%),(13.42%),15.03%,0.00%
Basic Weighted Average Shares Outst.,0.26%,0.29%,2.63%,9.40%,0.00%
Diluted EPS,29.31%,(26.29%),(13.33%),16.15%,0.00%
Diluted EPS - Continuing Ops,29.31%,(26.29%),(13.33%),16.15%,0.00%
Diluted Weighted Average Shares Outst.,7.94%,0.62%,2.31%,8.62%,0.00%
Normalized Basic EPS,(15.73%),8.29%,(14.83%),40.59%,0.00%
Normalized Diluted EPS,(21.73%),8.22%,(14.38%),41.43%,0.00%
EBITDA,(13.35%),0.87%,(12.25%),45.59%,0.00%
EBITA,(14.17%),7.93%,(13.37%),60.73%,0.00%
EBIT,(14.14%),6.88%,(12.51%),56.43%,0.00%
EBITDAR,(11.92%),0.02%,(14.19%),34.87%,
Effective Tax Rate,,,(4.76%),16.91%,0.00%
Normalized Net Income,(15.63%),8.68%,(12.58%),53.58%,0.00%
Interest Capitalized,20.32%,(0.37%),(3.15%),(5.68%),
Interest on Long-Term Debt,,,,94.51%,
R&D Expense From Footnotes,(19.51%),(27.27%),(12.50%),14.29%,0.00%
Foreign Sales,,8.11%,10.98%,6.88%,
