Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Total Interest and Dividend Income,32.38%,44.46%,13.47%,(13.84%),(6.20%)
Total Interest Expense,100.00%,150.58%,24.15%,(60.71%),(56.29%)
Net Interest Income,28.90%,35.99%,11.90%,(6.18%),0.70%
Trading and Principal Transactions,(20.73%),37.92%,(16.63%),88.30%,315.65%
Asset Management Fee,11.03%,(4.81%),(0.56%),8.22%,11.61%
Gain (Loss) on Sale of Investments,200.00%,,,(33.33%),(20.00%)
Other Revenue,8.59%,(35.97%),32.58%,189.41%,268.98%
Revenue Before Loan Losses,15.49%,17.57%,5.81%,9.05%,29.90%
Total Revenues,15.49%,17.57%,5.81%,9.05%,29.90%
Salaries & Other Empl. Benefits,10.99%,11.69%,6.58%,14.15%,26.72%
Cost of Services Provided,9.29%,11.81%,1.21%,16.33%,27.03%
Other Operating Expenses,14.04%,16.79%,(16.61%),59.00%,110.14%
Total Operating Expenses,10.77%,12.12%,3.86%,20.45%,36.32%
Operating Income,22.61%,24.99%,8.20%,(4.32%),21.80%
"EBT, Excl. Unusual Items",22.61%,24.99%,8.20%,(4.32%),21.80%
"EBT, Incl. Unusual Items",21.95%,24.99%,6.27%,(11.30%),12.57%
Income Tax Expense,17.39%,(18.60%),8.44%,(12.50%),11.77%
Earnings From Continuing Operations,24.62%,48.98%,5.62%,(10.93%),12.81%
Net Income to Company,24.62%,48.98%,5.62%,(10.93%),12.81%
Net Income,24.62%,48.98%,5.62%,(10.93%),12.81%
Pref. Dividends and Other Adj.,21.68%,2.30%,0.00%,43.82%,77.40%
NI to Common Incl Extra Items,24.86%,52.71%,5.92%,(13.70%),9.41%
NI to Common Excl. Extra Items,24.86%,52.71%,5.92%,(13.70%),9.41%
Revenue Per Share,14.12%,16.71%,8.75%,0.02%,6.99%
Basic EPS,23.34%,51.51%,8.89%,(20.84%),(9.89%)
Basic EPS - Continuing Ops,23.34%,51.51%,8.89%,(20.84%),(9.89%)
Basic Weighted Average Shares Outst.,1.13%,0.67%,(2.74%),9.00%,21.41%
Diluted EPS,22.90%,52.17%,8.98%,(20.60%),(9.46%)
Diluted EPS - Continuing Ops,22.90%,52.17%,8.98%,(20.60%),(9.46%)
Diluted Weighted Average Shares Outst.,1.42%,0.59%,(3.01%),8.71%,21.19%
Normalized Basic EPS,20.83%,24.42%,11.00%,(12.10%),0.32%
Normalized Diluted EPS,21.30%,23.96%,11.82%,(12.09%),0.51%
Dividend Per Share,18.52%,43.75%,47.83%,5.88%,4.35%
Payout Ratio,(2.26%),(10.77%),27.53%,35.57%,
Effective Tax Rate,(3.75%),(34.88%),2.02%,(1.36%),(0.71%)
Normalized Net Income,22.61%,24.99%,8.20%,(4.32%),21.80%
Interest on Long-Term Debt,14.42%,59.66%,35.79%,12.02%,
