Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,52824.0,52546.0,40825.0,41172.0,41908.0,41908.0
Total Revenues,52824.0,52546.0,40825.0,41172.0,41908.0,41908.0
Cost Of Revenues,11918.0,10826.0,8872.0,8043.0,8574.0,8574.0
Gross Profit,40906.0,41720.0,31953.0,33129.0,33334.0,33334.0
Selling General & Admin Expenses,14894.0,14606.0,12149.0,12557.0,10890.0,10890.0
R&D Expenses,7858.0,7645.0,7713.0,7731.0,8879.0,8879.0
Total Operating Expenses,26808.0,27009.0,24598.0,24750.0,23205.0,23205.0
Operating Income,14098.0,14711.0,7355.0,8379.0,10129.0,10129.0
Interest Expense,"(1,186.0)","(1,270.0)","(1,316.0)","(1,573.0)","(1,449.0)","(1,449.0)"
Interest And Investment Income,470.0,657.0,586.0,445.0,351.0,351.0
Net Interest Expenses,(716.0),(613.0),(730.0),"(1,128.0)","(1,098.0)","(1,098.0)"
Currency Exchange Gains (Loss),(64.0),(120.0),,,,
Other Non Operating Income (Expenses),1353.0,712.0,1009.0,1376.0,1619.0,1619.0
"EBT, Excl. Unusual Items",14671.0,14690.0,7634.0,8644.0,10948.0,10948.0
"EBT, Incl. Unusual Items",8353.0,12304.0,3595.0,11485.0,7498.0,7498.0
Income Tax Expense,1123.0,"(9,049.0)",(266.0),618.0,477.0,477.0
Earnings From Continuing Operations,7230.0,21353.0,3861.0,10867.0,7021.0,7021.0
Earnings Of Discontinued Operations,16.0,2.0,7328.0,5435.0,2631.0,2631.0
Net Income to Company,7246.0,21355.0,11189.0,16302.0,9652.0,9652.0
Minority Interest,(31.0),(47.0),(36.0),(29.0),(36.0),(36.0)
Net Income,7215.0,21308.0,11153.0,16273.0,9616.0,9616.0
Preferred Dividend and Other Adjustments,1.0,1.0,1.0,1.0,,
NI to Common Incl Extra Items,7214.0,21307.0,11152.0,16272.0,9616.0,9616.0
NI to Common Excl. Extra Items,7198.0,21305.0,3824.0,10837.0,6985.0,6985.0
Revenue Per Share,$8.68,$8.80,$6.95,$7.39,$7.54,$7.54
Basic EPS,$1.18,$3.57,$1.90,$2.92,$1.73,$1.73
Basic EPS - Continuing Ops,$1.18,$3.57,$0.65,$1.95,$1.26,$1.26
Basic Weighted Average Shares Outst.,6089.0,5970.0,5872.0,5569.0,5555.0,5555.0
Diluted EPS,$1.17,$3.52,$1.87,$2.87,$1.71,$1.71
Diluted EPS - Continuing Ops,$1.17,$3.52,$0.64,$1.91,$1.24,$1.24
Diluted Weighted Average Shares Outst.,6159.0,6058.0,5977.0,5675.0,5632.0,5632.0
Normalized Basic EPS,$1.50,$1.53,$0.81,$0.96,$1.23,$1.23
Normalized Diluted EPS,$1.48,$1.51,$0.79,$0.95,$1.21,$1.21
Dividend Per Share,$1.20,$1.28,$1.36,$1.44,$1.52,$1.52
Payout Ratio,101.41%,35.94%,71.53%,49.43%,87.77%,87.77%
EBITDA,19648.0,20889.0,13467.0,14134.0,14887.0,14887.0
EBITA,18154.0,19469.0,12091.0,12841.0,13565.0,13565.0
EBIT,14098.0,14711.0,7355.0,8379.0,10129.0,10129.0
EBITDAR,19940.0,21203.0,13768.0,14838.0,15660.0,15660.0
Effective Tax Rate,13.4%,NM,NM,5.4%,6.4%,6.4%
Normalized Net Income,9138.4,9134.3,4735.3,5373.5,6806.5,6806.5
Interest Capitalized,61.0,72.0,73.0,88.0,96.0,96.0
R&D Expense From Footnotes,7892.0,7683.0,7760.0,8394.0,9405.0,9405.0
Foreign Sales,26455.0,26519.0,20705.0,20579.0,20196.0,20196.0
