Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,8831.0,8668.0,8423.0,10333.0,12552.0,12552.0
Total Revenues,8831.0,8668.0,8423.0,10333.0,12552.0,12552.0
Cost Of Revenues,5895.0,5794.0,5569.0,6610.0,8348.0,8348.0
Gross Profit,2936.0,2874.0,2854.0,3723.0,4204.0,4204.0
Selling General & Admin Expenses,1707.0,1442.0,1301.0,1963.0,2658.0,2658.0
Total Operating Expenses,1707.0,1442.0,1301.0,1963.0,2658.0,2658.0
Operating Income,1229.0,1432.0,1553.0,1760.0,1546.0,1546.0
Interest Expense,(403.0),(359.0),(314.0),(389.0),(339.0),(339.0)
Interest And Investment Income,20.0,22.0,17.0,52.0,5.0,5.0
Net Interest Expenses,(383.0),(337.0),(297.0),(337.0),(334.0),(334.0)
Currency Exchange Gains (Loss),,12.0,,,,
Other Non Operating Income (Expenses),(7.0),1.0,(57.0),31.0,48.0,48.0
"EBT, Excl. Unusual Items",839.0,1105.0,1184.0,1444.0,1254.0,1254.0
"EBT, Incl. Unusual Items",837.0,973.0,1089.0,403.0,260.0,260.0
Income Tax Expense,291.0,(321.0),208.0,100.0,96.0,96.0
Earnings From Continuing Operations,546.0,1294.0,881.0,303.0,164.0,164.0
Earnings Of Discontinued Operations,1.0,,,,,
Net Income to Company,547.0,1294.0,881.0,303.0,164.0,164.0
Minority Interest,(22.0),(33.0),(35.0),(5.0),(6.0),(6.0)
Net Income,525.0,1261.0,846.0,298.0,158.0,158.0
NI to Common Incl Extra Items,525.0,1261.0,846.0,298.0,158.0,158.0
NI to Common Excl. Extra Items,524.0,1261.0,846.0,298.0,158.0,158.0
Revenue Per Share,$27.09,$26.27,$25.68,$23.22,$20.28,$20.28
Basic EPS,$1.61,$3.82,$2.58,$0.67,$0.26,$0.26
Basic EPS - Continuing Ops,$1.61,$3.82,$2.58,$0.67,$0.26,$0.26
Basic Weighted Average Shares Outst.,326.0,330.0,328.0,445.0,619.0,619.0
Diluted EPS,$1.59,$3.75,$2.55,$0.66,$0.25,$0.25
Diluted EPS - Continuing Ops,$1.59,$3.75,$2.55,$0.66,$0.25,$0.25
Diluted Weighted Average Shares Outst.,330.0,336.0,332.0,451.0,627.0,627.0
Normalized Basic EPS,$1.54,$1.99,$2.15,$2.02,$1.26,$1.26
Normalized Diluted EPS,$1.52,$1.96,$2.12,$1.99,$1.24,$1.24
Dividend Per Share,$1.04,$1.16,$1.28,$1.40,$1.40,$1.40
Payout Ratio,64.95%,30.53%,49.76%,220.13%,549.37%,549.37%
EBITDA,1915.0,2260.0,2382.0,3404.0,4198.0,4198.0
EBITA,1747.0,2102.0,2212.0,3204.0,3946.0,3946.0
EBIT,1229.0,1432.0,1553.0,1760.0,1546.0,1546.0
EBITDAR,2058.0,,,3583.0,4417.0,4417.0
Effective Tax Rate,34.8%,NM,19.1%,24.8%,36.9%,36.9%
Normalized Net Income,502.4,657.6,705.0,897.5,777.8,777.8
Foreign Sales,2550.0,2372.0,8423.0,10333.0,12552.0,12552.0
