Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Other Revenue,6365.0,7196.0,7476.0,6554.0,7532.0,7532.0
Total Revenues,6365.0,7196.0,7476.0,6554.0,7532.0,7532.0
Property Expenses,4980.0,5298.0,5592.0,5412.0,5447.0,5447.0
Selling General & Admin Exp.,446.0,397.0,406.0,432.0,430.0,430.0
Other Operating Expenses,(59.0),86.0,332.0,95.0,77.0,77.0
Total Operating Expenses,5367.0,5781.0,6330.0,5939.0,5954.0,5954.0
Operating Income,998.0,1415.0,1146.0,615.0,1578.0,1578.0
Total Interest Expense,(431.0),(393.0),(375.0),(378.0),(443.0),(443.0)
Interest and Investment Income,65.0,40.0,60.0,30.0,5.0,5.0
Net Interest Expenses,(366.0),(353.0),(315.0),(348.0),(438.0),(438.0)
"EBT, Excl. Unusual Items",638.0,1063.0,834.0,265.0,1133.0,1133.0
Gain (Loss) on Sale of Assets,60.0,115.0,5.0,52.0,186.0,186.0
Asset Writedown,(16.0),(154.0),(2.0),(80.0),(1.0),(1.0)
Other Unusual Items,,(290.0),,(387.0),(325.0),(325.0)
"EBT, Incl. Unusual Items",504.0,716.0,807.0,(213.0),982.0,982.0
Income Tax Expense,89.0,134.0,59.0,(137.0),185.0,185.0
Earnings From Continuing Operations,415.0,582.0,748.0,(76.0),797.0,797.0
Earnings Of Discontinued Operations,612.0,,,,,
Net Income to Company,1027.0,582.0,748.0,(76.0),797.0,797.0
Net Income,1027.0,582.0,748.0,(76.0),797.0,797.0
Pref. Dividends and Other Adj.,22.0,,,,,
NI to Common Incl Extra Items,1005.0,582.0,748.0,(76.0),797.0,797.0
NI to Common Excl. Extra Items,393.0,582.0,748.0,(76.0),797.0,797.0
Revenue Per Share,$8.86,$9.56,$9.91,$8.79,$10.08,$10.08
Basic EPS,$1.40,$0.77,$0.99,($0.10),$1.07,$1.07
Basic EPS - Continuing Ops,$0.55,$0.77,$0.99,($0.10),$1.07,$1.07
Basic Weighted Average Shares Outst.,718.6,753.1,754.6,745.9,746.9,746.9
Diluted EPS,$1.40,$0.77,$0.99,($0.10),$1.07,$1.07
Diluted EPS - Continuing Ops,$0.55,$0.77,$0.99,($0.10),$1.07,$1.07
Diluted Weighted Average Shares Outst.,722.4,756.7,756.8,745.9,747.9,747.9
Normalized Basic EPS,$0.55,$0.88,$0.69,$0.22,$0.95,$0.95
Normalized Diluted EPS,$0.55,$0.88,$0.69,$0.22,$0.95,$0.95
Dividend Per Share,$1.24,$1.25,$1.32,$1.36,$0.51,$0.51
Payout Ratio,92.89%,161.68%,133.02%,NM,47.80%,47.80%
EBITDA,1563.0,1936.0,1632.0,1125.0,2050.0,2050.0
EBITA,998.0,1415.0,1146.0,615.0,1578.0,1578.0
EBIT,998.0,1415.0,1146.0,615.0,1578.0,1578.0
EBITDAR,1600.0,,,1145.0,2071.0,2071.0
Effective Tax Rate,17.7%,18.7%,7.3%,NM,18.8%,18.8%
Normalized Net Income,398.8,664.4,521.3,165.6,708.1,708.1
Interest Capitalized,8.0,9.0,9.0,5.0,4.0,4.0
Interest on Long-Term Debt,431.0,393.0,375.0,378.0,443.0,443.0
Foreign Sales,399.0,1028.0,1111.0,880.0,983.0,983.0
