Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,80736.0,85029.0,94507.0,108942.0,103564.0,103564.0
Total Revenues,80736.0,85029.0,94507.0,108942.0,103564.0,103564.0
Cost Of Revenues,24348.0,25355.0,29692.0,34440.0,33121.0,33121.0
Gross Profit,56388.0,59674.0,64815.0,74502.0,70443.0,70443.0
Selling General & Admin Expenses,30070.0,31968.0,34791.0,40424.0,39850.0,39850.0
Depreciation & Amortization,7464.0,7914.0,8281.0,8663.0,8320.0,8320.0
Other Operating Expense/(Income),,,(141.0),,,
Total Operating Expenses,39496.0,42098.0,45667.0,53377.0,52950.0,52950.0
Operating Income,16892.0,17576.0,19148.0,21125.0,17493.0,17493.0
Interest Expense,"(2,942.0)","(3,086.0)","(3,542.0)","(4,567.0)","(4,588.0)","(4,588.0)"
Interest And Investment Income,421.0,331.0,,,,
Net Interest Expenses,"(2,521.0)","(2,755.0)","(3,542.0)","(4,567.0)","(4,588.0)","(4,588.0)"
Other Non Operating Income (Expenses),,,326.0,68.0,259.0,259.0
"EBT, Excl. Unusual Items",14267.0,14928.0,15568.0,16121.0,13051.0,13051.0
"EBT, Incl. Unusual Items",14326.0,15353.0,15242.0,16996.0,14065.0,14065.0
Income Tax Expense,5298.0,"(7,569.0)",3380.0,3673.0,3364.0,3364.0
Earnings From Continuing Operations,9028.0,22922.0,11862.0,13323.0,10701.0,10701.0
Net Income to Company,9028.0,22922.0,11862.0,13323.0,10701.0,10701.0
Minority Interest,(350.0),(187.0),(131.0),(266.0),(167.0),(167.0)
Net Income,8678.0,22735.0,11731.0,13057.0,10534.0,10534.0
NI to Common Incl Extra Items,8678.0,22735.0,11731.0,13057.0,10534.0,10534.0
NI to Common Excl. Extra Items,8678.0,22735.0,11731.0,13057.0,10534.0,10534.0
Revenue Per Share,$16.75,$18.06,$20.62,$23.95,$22.64,$22.64
Basic EPS,$1.80,$4.83,$2.56,$2.87,$2.30,$2.30
Basic EPS - Continuing Ops,$1.80,$4.83,$2.56,$2.87,$2.30,$2.30
Basic Weighted Average Shares Outst.,4819.0,4708.0,4584.0,4548.0,4574.0,4574.0
Diluted EPS,$1.78,$4.75,$2.53,$2.83,$2.28,$2.28
Diluted EPS - Continuing Ops,$1.78,$4.75,$2.53,$2.83,$2.28,$2.28
Diluted Weighted Average Shares Outst.,4875.0,4786.0,4640.0,4610.0,4624.0,4624.0
Normalized Basic EPS,$1.78,$1.94,$2.09,$2.16,$1.75,$1.75
Normalized Diluted EPS,$1.76,$1.91,$2.07,$2.13,$1.73,$1.73
Dividend Per Share,$0.55,$0.63,$0.76,$0.84,$0.92,$0.92
Payout Ratio,29.97%,12.68%,28.57%,28.61%,39.30%,39.30%
EBITDA,26318.0,27706.0,30165.0,34078.0,30593.0,30593.0
EBITA,18854.0,19792.0,21884.0,25415.0,22273.0,22273.0
EBIT,16892.0,17576.0,19148.0,21125.0,17493.0,17493.0
EBITDAR,27062.0,28545.0,30944.0,35178.0,31693.0,31693.0
Effective Tax Rate,37.0%,NM,22.2%,21.6%,23.9%,23.9%
Normalized Net Income,8566.9,9143.0,9599.0,9809.6,7989.9,7989.9
Foreign Sales,6524.0,7783.0,12274.0,25990.0,23237.0,23237.0
