Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,12394.0,12960.0,6778.0,7098.0,5259.0,5259.0
Total Revenues,12394.0,12960.0,6778.0,7098.0,5259.0,5259.0
Cost Of Revenues,9696.0,10221.0,5114.0,5188.0,3837.0,3837.0
Gross Profit,2698.0,2739.0,1664.0,1910.0,1422.0,1422.0
Selling General & Admin Expenses,866.0,851.0,390.0,412.0,296.0,296.0
R&D Expenses,130.0,109.0,41.0,28.0,17.0,17.0
Depreciation & Amortization,535.0,551.0,314.0,295.0,279.0,279.0
Other Operating Expense/(Income),,,4.0,,,
Total Operating Expenses,1531.0,1511.0,749.0,735.0,592.0,592.0
Operating Income,1167.0,1228.0,915.0,1175.0,830.0,830.0
Interest Expense,(499.0),(496.0),(377.0),(338.0),(381.0),(381.0)
Interest And Investment Income,16.0,19.0,22.0,24.0,5.0,5.0
Net Interest Expenses,(483.0),(477.0),(355.0),(314.0),(376.0),(376.0)
Currency Exchange Gains (Loss),4.0,5.0,(9.0),(5.0),11.0,11.0
Other Non Operating Income (Expenses),9.0,(3.0),46.0,(23.0),(56.0),(56.0)
"EBT, Excl. Unusual Items",697.0,753.0,597.0,833.0,409.0,409.0
"EBT, Incl. Unusual Items",414.0,470.0,428.0,210.0,171.0,171.0
Income Tax Expense,1476.0,544.0,119.0,84.0,(40.0),(40.0)
Earnings From Continuing Operations,"(1,062.0)",(74.0),309.0,126.0,211.0,211.0
Earnings Of Discontinued Operations,121.0,,333.0,344.0,50.0,50.0
Net Income to Company,(941.0),(74.0),642.0,470.0,261.0,261.0
Net Income,(941.0),(74.0),642.0,470.0,261.0,261.0
Preferred Dividend and Other Adjustments,69.0,53.0,2.0,2.0,2.0,2.0
NI to Common Incl Extra Items,"(1,010.0)",(127.0),640.0,468.0,259.0,259.0
NI to Common Excl. Extra Items,"(1,131.0)",(127.0),307.0,124.0,209.0,209.0
Revenue Per Share,$28.30,$28.74,$14.03,$15.91,$12.09,$12.09
Basic EPS,($2.31),($0.28),$1.33,$1.05,$0.60,$0.60
Basic EPS - Continuing Ops,($2.58),($0.28),$0.64,$0.28,$0.48,$0.48
Basic Weighted Average Shares Outst.,438.0,451.0,483.0,446.0,435.0,435.0
Diluted EPS,($2.31),($0.28),$1.29,$1.01,$0.59,$0.59
Diluted EPS - Continuing Ops,($2.58),($0.28),$0.63,$0.27,$0.48,$0.48
Diluted Weighted Average Shares Outst.,438.0,451.0,503.0,463.0,439.0,439.0
Normalized Basic EPS,$0.99,$1.04,$0.77,$1.17,$0.59,$0.59
Normalized Diluted EPS,$0.99,$1.04,$0.74,$1.12,$0.58,$0.58
Dividend Per Share,$0.09,$0.24,$0.24,$0.12,$0.02,$0.02
Payout Ratio,NM,NM,18.54%,12.13%,4.21%,4.21%
EBITDA,2299.0,1779.0,1491.0,1711.0,1168.0,1168.0
EBITA,1232.0,1299.0,973.0,1233.0,870.0,870.0
EBIT,1167.0,1228.0,915.0,1175.0,830.0,830.0
EBITDAR,2409.0,1892.0,1578.0,1795.0,1235.0,1235.0
Effective Tax Rate,356.5%,115.7%,27.8%,40.0%,NM,NM
Normalized Net Income,435.6,470.6,373.1,520.6,255.6,255.6
Interest Capitalized,32.0,22.0,23.0,33.0,11.0,11.0
R&D Expense From Footnotes,130.0,109.0,41.0,28.0,17.0,17.0
Foreign Sales,4571.0,4793.0,3513.0,3564.0,2477.0,2477.0
