Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,988.5,1095.3,1293.6,1515.9,1681.3,1681.3
Total Revenues,988.5,1095.3,1293.6,1515.9,1681.3,1681.3
Cost Of Revenues,108.8,113.4,128.9,144.6,184.6,184.6
Gross Profit,879.7,981.9,1164.8,1371.3,1496.7,1496.7
Selling General & Admin Expenses,269.1,337.5,410.1,514.6,582.6,582.6
R&D Expenses,183.1,195.9,233.8,298.2,355.4,355.4
Total Operating Expenses,503.1,583.3,684.7,849.7,995.2,995.2
Operating Income,376.6,398.6,480.1,521.6,501.5,501.5
Interest Expense,,(0.1),(0.1),(3.5),(11.0),(11.0)
Interest And Investment Income,4.2,7.0,11.4,12.8,5.1,5.1
Net Interest Expenses,4.2,6.9,11.4,9.3,(5.9),(5.9)
Currency Exchange Gains (Loss),0.1,(1.9),(3.1),(2.5),(0.2),(0.2)
Other Non Operating Income (Expenses),(0.2),0.0,0.0,0.4,0.0,0.0
"EBT, Excl. Unusual Items",380.7,403.6,488.4,528.8,495.4,495.4
"EBT, Incl. Unusual Items",380.3,395.7,487.1,522.6,493.9,493.9
Income Tax Expense,114.7,136.4,67.7,71.3,60.0,60.0
Earnings From Continuing Operations,265.6,259.3,419.4,451.3,433.9,433.9
Net Income to Company,265.6,259.3,419.4,451.3,433.9,433.9
Net Income,265.6,259.3,419.4,451.3,433.9,433.9
NI to Common Incl Extra Items,265.6,259.3,419.4,451.3,433.9,433.9
NI to Common Excl. Extra Items,265.6,259.3,419.4,451.3,433.9,433.9
Revenue Per Share,$11.33,$12.89,$15.41,$17.99,$19.59,$19.59
Basic EPS,$3.05,$3.05,$4.99,$5.36,$5.05,$5.05
Basic EPS - Continuing Ops,$3.05,$3.05,$4.99,$5.36,$5.05,$5.05
Basic Weighted Average Shares Outst.,87.2,85.0,84.0,84.3,85.8,85.8
Diluted EPS,$2.99,$2.98,$4.88,$5.25,$4.97,$4.97
Diluted EPS - Continuing Ops,$2.99,$2.98,$4.88,$5.25,$4.97,$4.97
Diluted Weighted Average Shares Outst.,89.0,86.9,85.9,85.9,87.3,87.3
Normalized Basic EPS,$2.73,$2.97,$3.64,$3.92,$3.61,$3.61
Normalized Diluted EPS,$2.67,$2.90,$3.55,$3.85,$3.55,$3.55
EBITDA,446.2,466.3,539.4,582.1,586.8,586.8
EBITA,427.5,448.4,520.9,558.5,558.7,558.7
EBIT,376.6,398.6,480.1,521.6,501.5,501.5
EBITDAR,467.5,484.7,560.7,585.9,591.8,591.8
Effective Tax Rate,30.2%,34.5%,13.9%,13.6%,12.2%,12.2%
Normalized Net Income,237.9,252.2,305.3,330.5,309.6,309.6
R&D Expense From Footnotes,183.1,202.7,233.8,298.2,355.4,355.4
Foreign Sales,620.6,677.9,787.3,878.0,904.6,904.6
