Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.73%,11.61%,1.89%,(1.74%),10.11%
Total Revenues,7.73%,11.61%,1.89%,(1.74%),10.11%
Cost Of Revenues,8.33%,10.43%,5.17%,3.52%,4.39%
Gross Profit,6.83%,13.38%,(2.96%),(10.15%),21.83%
Selling General & Admin Expenses,(2.96%),27.16%,(11.96%),(3.64%),4.98%
R&D Expenses,17.39%,14.24%,1.42%,(9.39%),(15.53%)
Total Operating Expenses,4.06%,22.47%,(6.47%),(5.28%),(2.47%)
Operating Income,11.28%,(0.25%),3.49%,(18.25%),93.99%
Interest Expense,-2.52%,(23.23%),(15.71%),(24.89%),(24.03%)
Interest And Investment Income,40.63%,(15.56%),(44.74%),(28.57%),(40.00%)
Net Interest Expenses,-13.39%,(39.09%),(30.72%),(30.50%),(30.05%)
Currency Exchange Gains (Loss),-77.46%,-28.71%,,,(42.16%)
Other Non Operating Income (Expenses),-16.24%,(20.41%),-28.81%,,
"EBT, Excl. Unusual Items",60.08%,(0.54%),0.67%,(41.46%),154.26%
"EBT, Incl. Unusual Items",(55.12%),(9.29%),(19.10%),(48.77%),191.93%
Income Tax Expense,,(79.71%),(41.42%),(56.64%),107.74%
Earnings From Continuing Operations,,,(9.94%),(46.67%),230.68%
Net Income to Company,,,(9.94%),(46.67%),230.68%
Net Income,,,(9.94%),(46.67%),230.68%
Preferred Dividend and Other Adjustments,0.00%,0.00%,0.00%,0.00%,0.00%
NI to Common Incl Extra Items,,,(10.95%),(51.97%),315.36%
NI to Common Excl. Extra Items,,,(10.95%),(51.97%),315.36%
Revenue Per Share,22.72%,22.44%,7.11%,0.22%,11.19%
Basic EPS,,,(6.65%),(50.99%),319.44%
Basic EPS - Continuing Ops,,,(6.65%),(50.99%),319.44%
Basic Weighted Average Shares Outst.,(12.25%),(8.83%),(4.90%),(1.93%),(0.97%)
Diluted EPS,,,(5.50%),(49.53%),306.74%
Diluted EPS - Continuing Ops,,,(5.50%),(49.53%),306.74%
Diluted Weighted Average Shares Outst.,(21.77%),5.14%,(4.46%),(14.13%),(6.44%)
Normalized Basic EPS,81.13%,9.01%,6.24%,(40.36%),156.76%
Normalized Diluted EPS,103.37%,(5.47%),5.04%,(32.09%),171.76%
Dividend Per Share,14.81%,16.13%,11.11%,10.00%,9.76%
Payout Ratio,,,20.28%,98.88%,(67.75%)
EBITDA,4.77%,4.74%,9.18%,(9.04%),32.86%
EBITA,11.53%,0.89%,4.42%,(16.64%),85.56%
EBIT,11.28%,(0.25%),3.49%,(18.25%),93.99%
EBITDAR,5.68%,5.24%,9.37%,(7.85%),
Effective Tax Rate,,(77.63%),(27.60%),(15.36%),(28.84%)
Normalized Net Income,60.08%,(0.54%),0.67%,(41.46%),154.26%
Interest Capitalized,56.52%,36.11%,10.20%,7.41%,
Interest on Long-Term Debt,4.95%,25.65%,14.58%,21.45%,
R&D Expense From Footnotes,17.39%,14.93%,3.83%,11.93%,6.90%
Foreign Sales,5.13%,10.08%,0.86%,1.82%,
