Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,219.43%,24.21%,(9.96%),37.49%,0.00%
Other Revenues,95.59%,24.06%,(0.61%),22.56%,0.00%
Total Revenues,217.04%,24.21%,(9.85%),37.30%,0.00%
Cost Of Revenues,802.34%,25.81%,(12.42%),59.86%,0.00%
Gross Profit,75.78%,22.23%,(6.57%),10.33%,0.00%
Selling General & Admin Expenses,63.99%,9.64%,(8.96%),8.26%,0.00%
Depreciation & Amortization,332.88%,6.14%,(13.43%),(10.25%),0.00%
Other Operating Expense/(Income),114.89%,38.61%,5.71%,18.24%,0.00%
Total Operating Expenses,111.82%,8.94%,(10.16%),2.35%,0.00%
Operating Income,46.34%,37.94%,(3.23%),17.24%,0.00%
Interest Expense,(647.37%),-4.93%,-6.67%,(2.38%),0.00%
Interest And Investment Income,,0.00%,(33.33%),16.67%,75.00%
Net Interest Expenses,(631.58%),-5.04%,-6.06%,(2.15%),0.00%
Other Non Operating Income (Expenses),(81.40%),270.83%,(24.72%),(68.66%),0.00%
"EBT, Excl. Unusual Items",30.67%,43.36%,(3.17%),16.96%,0.00%
"EBT, Incl. Unusual Items",9.07%,70.81%,(12.22%),31.71%,0.00%
Income Tax Expense,,,(10.55%),47.17%,0.00%
Earnings From Continuing Operations,115.72%,6.14%,(12.79%),26.27%,0.00%
Net Income to Company,115.72%,6.14%,(12.79%),26.27%,0.00%
Minority Interest,0.00%,18.18%,215.38%,,
Net Income,115.04%,6.17%,(12.10%),24.89%,0.00%
Preferred Dividend and Other Adjustments,163.16%,(12.00%),(50.00%),(45.45%),0.00%
NI to Common Incl Extra Items,114.55%,6.40%,(11.70%),25.30%,0.00%
NI to Common Excl. Extra Items,114.55%,6.40%,(11.70%),25.30%,0.00%
Revenue Per Share,140.67%,19.12%,(9.54%),40.17%,0.00%
Basic EPS,63.02%,2.04%,(11.49%),27.78%,0.00%
Basic EPS - Continuing Ops,63.02%,2.04%,(11.49%),27.78%,0.00%
Basic Weighted Average Shares Outst.,31.70%,4.29%,(0.36%),(2.06%),0.00%
Diluted EPS,62.56%,1.90%,(11.17%),27.84%,0.00%
Diluted EPS - Continuing Ops,62.56%,1.90%,(11.17%),27.84%,0.00%
Diluted Weighted Average Shares Outst.,32.06%,4.37%,(0.36%),(2.24%),0.00%
Normalized Basic EPS,(0.82%),37.34%,(1.92%),17.92%,0.00%
Normalized Diluted EPS,(1.10%),37.41%,(1.98%),18.43%,0.00%
Dividend Per Share,8.33%,11.54%,15.52%,16.42%,0.00%
Payout Ratio,(30.03%),3.91%,30.97%,(8.93%),0.00%
EBITDA,86.84%,29.16%,(5.19%),12.11%,0.00%
EBITA,91.13%,31.74%,(5.28%),12.20%,0.00%
EBIT,46.34%,37.94%,(3.23%),17.24%,0.00%
EBITDAR,86.74%,28.88%,(5.01%),12.91%,
Effective Tax Rate,,,1.91%,11.72%,0.00%
Normalized Net Income,30.50%,43.25%,(2.41%),15.65%,0.00%
Interest on Long-Term Debt,647.37%,(4.93%),(6.67%),2.38%,
