Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3045.8,3121.6,3347.4,3757.5,4186.6,4186.6
Total Revenues,3045.8,3121.6,3347.4,3757.5,4186.6,4186.6
Cost Of Revenues,1357.3,1323.6,1367.7,1523.5,1705.2,1705.2
Gross Profit,1688.5,1797.9,1979.7,2234.0,2481.3,2481.3
Selling General & Admin Expenses,587.7,602.7,633.6,683.0,721.4,721.4
R&D Expenses,468.0,511.6,567.8,605.4,705.7,705.7
Total Operating Expenses,1055.7,1114.3,1201.4,1288.4,1427.1,1427.1
Operating Income,632.9,683.6,778.3,945.6,1054.2,1054.2
Interest And Investment Income,33.4,36.9,47.1,52.8,37.0,37.0
Net Interest Expenses,33.4,36.9,47.1,52.8,37.0,37.0
Currency Exchange Gains (Loss),(31.7),(22.6),(7.6),(16.8),2.8,2.8
Other Non Operating Income (Expenses),2.7,(0.2),5.7,4.6,6.2,6.2
"EBT, Excl. Unusual Items",637.3,697.8,823.6,986.2,1100.2,1100.2
"EBT, Incl. Unusual Items",638.6,697.1,823.2,987.2,1103.4,1103.4
Income Tax Expense,120.9,(11.9),129.2,34.7,111.1,111.1
Earnings From Continuing Operations,517.7,709.0,694.1,952.5,992.3,992.3
Net Income to Company,517.7,709.0,694.1,952.5,992.3,992.3
Net Income,517.7,709.0,694.1,952.5,992.3,992.3
NI to Common Incl Extra Items,517.7,709.0,694.1,952.5,992.3,992.3
NI to Common Excl. Extra Items,517.7,709.0,694.1,952.5,992.3,992.3
Revenue Per Share,$16.13,$16.62,$17.75,$19.78,$21.91,$21.91
Basic EPS,$2.74,$3.77,$3.68,$5.01,$5.19,$5.19
Basic EPS - Continuing Ops,$2.74,$3.77,$3.68,$5.01,$5.19,$5.19
Basic Weighted Average Shares Outst.,188.8,187.8,188.6,189.9,191.1,191.1
Diluted EPS,$2.73,$3.76,$3.66,$4.99,$5.17,$5.17
Diluted EPS - Continuing Ops,$2.73,$3.76,$3.66,$4.99,$5.17,$5.17
Diluted Weighted Average Shares Outst.,189.3,188.7,189.7,190.9,191.9,191.9
Normalized Basic EPS,$2.11,$2.32,$2.73,$3.25,$3.60,$3.60
Normalized Diluted EPS,$2.10,$2.31,$2.71,$3.23,$3.58,$3.58
Dividend Per Share,$2.04,$2.04,$2.12,$2.28,$2.44,$2.44
Payout Ratio,92.99%,54.02%,42.67%,43.81%,45.41%,45.41%
EBITDA,719.2,769.9,874.5,1051.8,1181.0,1181.0
EBITA,663.4,710.0,809.7,979.8,1102.8,1102.8
EBIT,632.9,683.6,778.3,945.6,1054.2,1054.2
EBITDAR,738.9,788.8,895.6,1077.0,1210.8,1210.8
Effective Tax Rate,18.9%,NM,15.7%,3.5%,10.1%,10.1%
Normalized Net Income,398.3,436.1,514.7,616.4,687.6,687.6
R&D Expense From Footnotes,468.0,511.6,567.8,605.4,705.7,705.7
Foreign Sales,1925.0,3121.6,3347.4,3757.5,4186.6,4186.6
