Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,(12.31%),(4.53%),15.07%,(9.13%),0.00%
Other Revenue,10.36%,16.71%,6.27%,(10.83%),0.00%
Total Revenues,0.83%,8.89%,8.95%,(10.06%),0.00%
Property Expenses,8.54%,16.75%,10.56%,(6.02%),0.00%
Selling General & Admin Exp.,(21.41%),3.59%,0.13%,1.46%,0.00%
Depreciation & Amortization,2.27%,3.12%,8.06%,1.11%,0.00%
Total Operating Expenses,6.83%,10.01%,10.04%,(1.89%),0.00%
Operating Income,(13.02%),5.74%,5.74%,(35.13%),0.00%
Total Interest Expense,-7.04%,(8.66%),(5.50%),-7.41%,0.00%
Net Interest Expenses,-7.04%,(8.66%),(5.50%),-7.41%,0.00%
Other Non Operating Income,"(1,593.88%)",-32.69%,-55.72%,(68.80%),0.00%
"EBT, Excl. Unusual Items",(47.36%),39.85%,25.80%,(69.49%),0.00%
Gain (Loss) on Sale of Assets,(5.44%),20.72%,80.00%,45.51%,0.00%
Asset Writedown,(234.57%),-7.15%,-75.66%,(382.02%),0.00%
Other Unusual Items,(116.34%),-56.78%,(422.80%),(38.84%),0.00%
"EBT, Incl. Unusual Items",(47.25%),49.52%,59.03%,(21.34%),0.00%
Income Tax Expense,,(56.91%),(65.91%),237.10%,0.00%
Earnings From Continuing Operations,(50.04%),53.48%,60.34%,(21.91%),0.00%
Net Income to Company,(50.04%),53.48%,60.34%,(21.91%),0.00%
Minority Interest,(318.07%),(39.00%),(295.14%),-38.75%,0.00%
Net Income,(51.50%),53.98%,53.11%,(20.58%),0.00%
Pref. Dividends and Other Adj.,(9.52%),(21.08%),,,
NI to Common Incl Extra Items,(54.21%),63.56%,62.54%,(20.58%),0.00%
NI to Common Excl. Extra Items,(54.21%),63.56%,62.54%,(20.58%),0.00%
Revenue Per Share,(1.64%),7.07%,1.31%,(12.98%),0.00%
Basic EPS,(55.39%),61.07%,51.08%,(23.25%),0.00%
Basic EPS - Continuing Ops,(55.39%),61.07%,51.08%,(23.25%),0.00%
Basic Weighted Average Shares Outst.,2.50%,1.74%,7.55%,3.39%,0.00%
Diluted EPS,(55.16%),60.41%,51.19%,(23.59%),0.00%
Diluted EPS - Continuing Ops,(55.16%),60.41%,51.19%,(23.59%),0.00%
Diluted Weighted Average Shares Outst.,2.44%,1.69%,7.61%,3.36%,0.00%
Normalized Basic EPS,(51.83%),36.71%,(2.19%),(79.08%),0.00%
Normalized Diluted EPS,(52.06%),38.31%,(2.66%),(79.18%),0.00%
Dividend Per Share,0.87%,0.00%,0.00%,(29.89%),0.00%
Payout Ratio,110.40%,(33.92%),(32.18%),0.61%,0.00%
FFO,(26.37%),19.44%,13.28%,(30.09%),0.00%
FFO Payout Ratio %,,,,14.29%,0.00%
AFFO,(26.37%),19.44%,13.28%,(30.09%),
Funds Available for Distribution,(26.37%),19.44%,13.28%,(30.09%),
FFO Per Share (Diluted),(28.02%),17.41%,5.39%,(32.48%),0.00%
FFO Shares (Diluted),2.44%,1.69%,7.61%,3.36%,0.00%
Adjusted FFO Per Share (Diluted),(28.05%),17.41%,5.27%,(32.44%),
EBITDA,(6.36%),4.65%,6.55%,(18.93%),0.00%
EBITA,(10.90%),3.48%,5.89%,(32.84%),0.00%
EBIT,(13.02%),5.74%,5.74%,(35.13%),0.00%
EBITDAR,,,,(18.68%),
Effective Tax Rate,,(71.18%),(78.48%),332.00%,0.00%
Normalized Net Income,(50.71%),39.92%,5.05%,(78.40%),0.00%
Interest Capitalized,(20.39%),(41.40%),93.19%,14.41%,
Interest on Long-Term Debt,,,,19.30%,
Foreign Sales,2.95%,8.26%,(0.73%),(3.28%),
