Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4888.0,5307.0,5825.0,6260.0,6675.0,6675.0
Total Revenues,4888.0,5307.0,5825.0,6260.0,6675.0,6675.0
Cost Of Revenues,1647.0,1761.0,1903.0,1915.0,2038.0,2038.0
Gross Profit,3241.0,3546.0,3922.0,4345.0,4637.0,4637.0
Selling General & Admin Expenses,1316.0,1325.0,1482.0,1636.0,1713.0,1713.0
R&D Expenses,376.0,382.0,432.0,457.0,463.0,463.0
Total Operating Expenses,1777.0,1798.0,2031.0,2248.0,2336.0,2336.0
Operating Income,1464.0,1748.0,1891.0,2097.0,2301.0,2301.0
Interest Expense,(166.0),(175.0),(206.0),(223.0),(231.0),(231.0)
Interest And Investment Income,8.0,13.0,31.0,37.0,12.0,12.0
Net Interest Expenses,(158.0),(162.0),(175.0),(186.0),(219.0),(219.0)
Currency Exchange Gains (Loss),(49.0),(29.0),(31.0),(16.0),(21.0),(21.0)
Other Non Operating Income (Expenses),32.0,13.0,25.0,16.0,7.0,7.0
"EBT, Excl. Unusual Items",1289.0,1570.0,1710.0,1911.0,2068.0,2068.0
"EBT, Incl. Unusual Items",1228.0,1525.0,1690.0,1801.0,1996.0,1996.0
Income Tax Expense,409.0,663.0,266.0,301.0,360.0,360.0
Earnings From Continuing Operations,819.0,862.0,1424.0,1500.0,1636.0,1636.0
Net Income to Company,819.0,862.0,1424.0,1500.0,1636.0,1636.0
Minority Interest,2.0,2.0,4.0,,2.0,2.0
Net Income,821.0,864.0,1428.0,1500.0,1638.0,1638.0
NI to Common Incl Extra Items,821.0,864.0,1428.0,1500.0,1638.0,1638.0
NI to Common Excl. Extra Items,821.0,864.0,1428.0,1500.0,1638.0,1638.0
Revenue Per Share,$9.86,$10.83,$12.06,$13.09,$14.04,$14.04
Basic EPS,$1.66,$1.76,$2.96,$3.14,$3.44,$3.44
Basic EPS - Continuing Ops,$1.66,$1.76,$2.96,$3.14,$3.44,$3.44
Basic Weighted Average Shares Outst.,495.7,489.9,483.1,478.1,475.5,475.5
Diluted EPS,$1.65,$1.75,$2.93,$3.11,$3.42,$3.42
Diluted EPS - Continuing Ops,$1.65,$1.75,$2.93,$3.11,$3.42,$3.42
Diluted Weighted Average Shares Outst.,498.2,493.2,486.9,481.8,478.6,478.6
Normalized Basic EPS,$1.63,$2.01,$2.22,$2.50,$2.72,$2.72
Normalized Diluted EPS,$1.62,$1.99,$2.20,$2.48,$2.70,$2.70
Dividend Per Share,$0.38,$0.42,$0.50,$0.66,$0.80,$0.80
Payout Ratio,22.90%,23.84%,17.02%,20.93%,23.20%,23.20%
EBITDA,1697.0,1967.0,2176.0,2482.0,2696.0,2696.0
EBITA,1559.0,1848.0,2048.0,2334.0,2531.0,2531.0
EBIT,1464.0,1748.0,1891.0,2097.0,2301.0,2301.0
EBITDAR,1722.0,1994.0,2221.0,2552.0,2769.0,2769.0
Effective Tax Rate,33.3%,43.5%,15.7%,16.7%,18.0%,18.0%
Normalized Net Income,807.6,983.3,1072.8,1194.4,1294.5,1294.5
Interest Capitalized,3.0,4.0,9.0,13.0,17.0,17.0
Interest on Long-Term Debt,169.0,179.0,215.0,236.0,248.0,248.0
R&D Expense From Footnotes,376.0,382.0,432.0,457.0,463.0,463.0
Foreign Earnings,1054.0,,,,,
Foreign Sales,2390.0,2643.0,2890.0,2972.0,3035.0,3035.0
