Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6038.0,6380.0,7343.0,7887.0,7414.0,7414.0
Total Revenues,6038.0,6380.0,7343.0,7887.0,7414.0,7414.0
Cost Of Revenues,3126.0,3347.0,3804.0,3939.0,3777.0,3777.0
Gross Profit,2912.0,3033.0,3539.0,3948.0,3637.0,3637.0
Selling General & Admin Expenses,999.0,979.0,1179.0,1325.0,1212.0,1212.0
R&D Expenses,553.0,568.0,637.0,687.0,686.0,686.0
Total Operating Expenses,1665.0,1698.0,2004.0,2220.0,2113.0,2113.0
Operating Income,1247.0,1335.0,1535.0,1728.0,1524.0,1524.0
Interest Expense,(224.0),(215.0),(240.0),(237.0),(233.0),(233.0)
Interest And Investment Income,20.0,14.0,18.0,17.0,13.0,13.0
Net Interest Expenses,(204.0),(201.0),(222.0),(220.0),(220.0),(220.0)
Currency Exchange Gains (Loss),(11.0),(16.0),(38.0),(30.0),(19.0),(19.0)
Other Non Operating Income (Expenses),9.0,7.0,(54.0),9.0,1.0,1.0
"EBT, Excl. Unusual Items",1046.0,1126.0,1222.0,1490.0,1289.0,1289.0
"EBT, Incl. Unusual Items",844.0,1076.0,1102.0,1001.0,1174.0,1174.0
Income Tax Expense,282.0,1227.0,133.0,130.0,221.0,221.0
Earnings From Continuing Operations,562.0,(151.0),969.0,871.0,953.0,953.0
Net Income to Company,562.0,(151.0),969.0,871.0,953.0,953.0
Minority Interest,(2.0),(4.0),(3.0),(3.0),(4.0),(4.0)
Net Income,560.0,(155.0),966.0,868.0,949.0,949.0
NI to Common Incl Extra Items,560.0,(155.0),966.0,868.0,949.0,949.0
NI to Common Excl. Extra Items,560.0,(155.0),966.0,868.0,949.0,949.0
Revenue Per Share,$35.60,$39.17,$45.22,$47.34,$43.61,$43.61
Basic EPS,$3.30,($0.95),$5.95,$5.21,$5.58,$5.58
Basic EPS - Continuing Ops,$3.30,($0.95),$5.95,$5.21,$5.58,$5.58
Basic Weighted Average Shares Outst.,169.6,162.9,162.4,166.6,170.0,170.0
Diluted EPS,$3.24,($0.95),$5.62,$4.95,$5.45,$5.45
Diluted EPS - Continuing Ops,$3.24,($0.95),$5.62,$4.95,$5.45,$5.45
Diluted Weighted Average Shares Outst.,173.1,162.9,172.0,175.6,174.1,174.1
Normalized Basic EPS,$3.84,$4.30,$4.68,$5.57,$4.72,$4.72
Normalized Diluted EPS,$3.77,$4.30,$4.42,$5.29,$4.60,$4.60
Dividend Per Share,$1.70,$1.93,$2.13,$2.35,$2.63,$2.63
Payout Ratio,50.00%,NM,34.89%,43.66%,45.94%,45.94%
EBITDA,1542.0,1678.0,1895.0,2122.0,1933.0,1933.0
EBITA,1360.0,1486.0,1723.0,1936.0,1739.0,1739.0
EBIT,1247.0,1335.0,1535.0,1728.0,1524.0,1524.0
EBITDAR,1626.0,1772.0,2003.0,2290.0,2098.0,2098.0
Effective Tax Rate,33.4%,114.0%,12.1%,13.0%,18.8%,18.8%
Normalized Net Income,651.8,699.8,760.8,928.3,801.6,801.6
Interest on Long-Term Debt,225.0,215.0,240.0,237.0,233.0,233.0
R&D Expense From Footnotes,553.0,568.0,637.0,687.0,686.0,686.0
Foreign Sales,2472.0,809.0,941.0,962.0,994.0,994.0
