Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10535.7,14251.3,17714.7,17486.6,11183.6,11183.6
Total Revenues,10535.7,14251.3,17714.7,17486.6,11183.6,11183.6
Cost Of Revenues,9495.2,12655.9,15362.9,15192.7,10533.8,10533.8
Gross Profit,1040.5,1595.4,2351.7,2293.9,649.9,649.9
Selling General & Admin Expenses,109.8,235.3,283.1,326.7,307.5,307.5
Depreciation & Amortization,363.0,409.9,437.3,509.9,520.9,520.9
Total Operating Expenses,472.9,645.3,720.4,836.6,828.4,828.4
Operating Income,567.6,950.2,1631.4,1457.3,(178.5),(178.5)
Interest Expense,(72.2),(117.6),(131.4),(143.3),(126.5),(126.5)
Interest And Investment Income,2.5,3.7,16.9,22.1,7.6,7.6
Net Interest Expenses,(69.7),(113.9),(114.5),(121.2),(118.9),(118.9)
Currency Exchange Gains (Loss),(6.5),41.5,6.2,5.4,2.2,2.2
Other Non Operating Income (Expenses),(0.9),1.7,(0.8),1.6,3.7,3.7
"EBT, Excl. Unusual Items",504.7,892.0,1528.1,1348.4,(284.9),(284.9)
"EBT, Incl. Unusual Items",(171.5),868.9,1524.5,1171.5,(747.0),(747.0)
Income Tax Expense,19.4,(12.4),347.2,299.2,(232.1),(232.1)
Earnings From Continuing Operations,(190.9),881.2,1177.2,872.4,(514.9),(514.9)
Net Income to Company,(190.9),881.2,1177.2,872.4,(514.9),(514.9)
Minority Interest,(69.5),(75.8),(79.3),(100.0),(86.5),(86.5)
Net Income,(260.5),805.4,1098.0,772.4,(601.4),(601.4)
Preferred Dividend and Other Adjustments,1.0,5.0,3.7,1.0,1.8,1.8
NI to Common Incl Extra Items,(261.5),800.3,1094.2,771.4,(603.3),(603.3)
NI to Common Excl. Extra Items,(261.5),800.3,1094.2,771.4,(603.3),(603.3)
Revenue Per Share,$59.83,$80.89,$101.22,$105.16,$69.04,$69.04
Basic EPS,($1.48),$4.54,$6.25,$4.64,($3.72),($3.72)
Basic EPS - Continuing Ops,($1.48),$4.54,$6.25,$4.64,($3.72),($3.72)
Basic Weighted Average Shares Outst.,176.1,176.2,175.0,166.3,162.0,162.0
Diluted EPS,($1.48),$4.52,$6.19,$4.61,($3.72),($3.72)
Diluted EPS - Continuing Ops,($1.48),$4.52,$6.19,$4.61,($3.72),($3.72)
Diluted Weighted Average Shares Outst.,176.1,177.2,176.7,167.4,162.0,162.0
Normalized Basic EPS,$1.40,$2.73,$5.00,$4.47,($1.63),($1.63)
Normalized Diluted EPS,$1.40,$2.72,$4.96,$4.44,($1.63),($1.63)
Dividend Per Share,$1.32,$1.32,$1.32,$1.34,$1.40,$1.40
Payout Ratio,NM,29.24%,21.27%,29.15%,NM,NM
EBITDA,820.0,1243.2,1957.8,1825.4,184.0,184.0
EBITA,570.7,959.3,1648.0,1491.1,(144.4),(144.4)
EBIT,567.6,950.2,1631.4,1457.3,(178.5),(178.5)
EBITDAR,913.2,1338.9,,1942.6,309.2,309.2
Effective Tax Rate,NM,NM,22.8%,25.5%,NM,NM
Normalized Net Income,245.9,481.6,875.8,742.8,(264.6),(264.6)
Interest Capitalized,8.0,5.0,4.8,2.5,4.1,4.1
Interest on Long-Term Debt,80.2,125.0,136.2,145.8,134.0,134.0
Foreign Sales,,848.2,933.8,1010.1,885.2,885.2
