Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.25%,14.55%,11.97%,(0.28%),0.00%
Total Revenues,7.25%,14.55%,11.97%,(0.28%),0.00%
Cost Of Revenues,6.88%,14.99%,13.62%,1.65%,0.00%
Gross Profit,8.49%,13.12%,6.42%,(7.24%),0.00%
Selling General & Admin Expenses,8.35%,18.55%,1.91%,(7.59%),0.00%
Depreciation & Amortization,10.68%,11.30%,(2.82%),9.52%,0.00%
Total Operating Expenses,8.64%,17.64%,1.35%,(5.64%),0.00%
Operating Income,8.06%,(0.37%),24.29%,(11.85%),0.00%
Interest Expense,-12.35%,-22.27%,-13.10%,-20.99%,0.00%
Net Interest Expenses,-7.19%,-22.27%,-13.10%,-20.99%,0.00%
"EBT, Excl. Unusual Items",9.25%,11.87%,8.57%,(12.40%),0.00%
"EBT, Incl. Unusual Items",32.79%,17.73%,(1.28%),(28.75%),0.00%
Income Tax Expense,57.55%,(33.07%),(77.67%),206.32%,0.00%
Earnings From Continuing Operations,20.23%,51.50%,21.16%,(41.47%),0.00%
Net Income to Company,20.23%,51.50%,21.16%,(41.47%),0.00%
Minority Interest,-46.51%,-57.80%,(233.20%),-57.34%,0.00%
Net Income,21.64%,52.52%,20.61%,(41.36%),0.00%
NI to Common Incl Extra Items,21.64%,52.52%,20.61%,(41.36%),0.00%
NI to Common Excl. Extra Items,21.64%,52.52%,20.61%,(41.36%),0.00%
Revenue Per Share,6.55%,13.99%,13.14%,(0.11%),0.00%
Basic EPS,20.73%,52.11%,22.01%,(41.27%),0.00%
Basic EPS - Continuing Ops,20.73%,52.11%,22.01%,(41.27%),0.00%
Basic Weighted Average Shares Outst.,0.67%,0.49%,(1.04%),(0.18%),0.00%
Diluted EPS,21.30%,51.22%,21.61%,(41.11%),0.00%
Diluted EPS - Continuing Ops,21.30%,51.22%,21.61%,(41.11%),0.00%
Diluted Weighted Average Shares Outst.,0.70%,0.69%,(0.76%),(0.63%),0.00%
Normalized Basic EPS,9.46%,11.70%,9.02%,(11.90%),0.00%
Normalized Diluted EPS,9.58%,11.50%,8.87%,(11.37%),0.00%
EBITDA,8.76%,2.81%,17.97%,10.16%,0.00%
EBITA,8.87%,1.21%,17.14%,(10.05%),0.00%
EBIT,8.06%,(0.37%),24.29%,(11.85%),0.00%
EBITDAR,,,,9.67%,
Effective Tax Rate,18.64%,(43.15%),(77.38%),330.27%,0.00%
Normalized Net Income,10.27%,12.49%,7.82%,(11.93%),0.00%
Interest on Long-Term Debt,,,,"1,872.97%",
Foreign Sales,10.67%,18.27%,10.65%,3.11%,
